,folio_Bamberg,lemma_id,lemma_Bamberg,gloss_id_Bamberg,gloss_Bamberg,gloss_type_Bamberg,gloss_form_Bamberg,nature,marginal_note_id_Bamberg,marginal_note_type_Bamberg,marginal_note_form_Bamberg,folio_Lat7499,lemma_Lat7499,gloss_id_Lat7499,gloss_Lat7499,gloss_type_Lat7499,gloss_form_Lat7499,marginal_note_id_Lat7499,marginal_note_type_Lat7499,marginal_note_form_Lat7499
697,75r,p458_l21_o09,aggero ,p458_l21_o09_a,accumulo,S22,F2,normal,,,,80v,Aggero ,p458_l21_o09_a,c̃grego accumulo,S22,F3,,,
698,75r,p458_l22_o03,itero ,p458_l22_o03_a,rep&o,S22,F2,normal,p458_l22_o03_b,S63,F2,80v,Itero ,p458_l22_o03_a,ꝑ uiã uado,S23,F4,,,
699,75r,p458_l22_o07,labor ,p458_l22_o07_a,poena,S22,F2,normal,,,,80v,Labor ,p458_l22_o07_a,poena,S22,F2,,,
700,75r,p458_l22_o11,uaporo ,p458_l22_o11_a,uaporẽ (facio)?,S23,F4,normal,,,,80v,Vaporo ,p458_l22_o11_a,caleo uaporẽ fatio,S23,F4,,,
701,75r,p458_l23_o02,memoro ,p458_l23_o02_a,recordor,S22,F2,normal,,,,80v,Memoro ,p458_l23_o02_a,Recordor,S22,F2,,,
702,75r,p458_l23_o09,Robur ,p458_l23_o09_a,uirtus,S22,F2,normal,p458_l23_o09_b,S63,F2,80v,Robur ,p458_l23_o09_a,uirtꝰ ł quertꝰ,S22,F3,p458_l23_o09_b,S22,F3
703,75r,p458_l23_o10,roboro ,p458_l23_o10_a,firmo,S22,F2,normal,,,,80v,Roboro ,p458_l23_o10_a,firmo c̃fortor,S22,F3,p458_l23_o10_b,S22,F3
704,75r,p458_l24_o09,auguro ,p458_l24_o09_a,auguriis (facio)?,S23,F4,normal,,,,80v,Auguro ,p458_l24_o09_a,auguriis intendo/ł diuino,S23,F4,,,
705,75r,p458_l25_o06,nugas ,p458_l25_o06_a,turpis,S22,F2,normal,p458_l25_o06_b,S63,F2,80v,Nugas ,p458_l25_o06_a,uanꝰ mał t᷑pis piger,S22,F3,,,
706,75r,p458_l25_o08,nugor ,,,,,,p458_l25_o08_a,S63,F2,80v,Nur̶gor ,p458_l25_o08_a,uilesco det᷑por,S22,F3,,,
707,75r,p458_l26_o01,Vas ,p458_l26_o01_a,(qđ rustice dr̃) uuatges,S21,F4,normal,,,,80v,Vas ,p458_l26_o01_a,qđ rustice dr̃/uuatges dicr̃ aut̃/uades coqđ illis datis,S21,F4,p458_l26_o01_b,S23,F5
708,75r,p458_l26_o07,aries ,p458_l26_o07_a,+,S23,F4,shorthand,,,,80v,Aries ,p458_l26_o07_a,princeps/gregis,S23,F3,p458_l26_o07_b,S23,F3
709,75r,p458_l26_o10,Miles ,p458_l26_o10_a,tiro,S554,F2,normal,p458_l26_o10_b,S63,F2,80v,Miles ,p458_l26_o10_a,tiro ad leta,S554,F3,,,
710,75r,p458_l26_o11,milito ,p458_l26_o11_a,pugno,S22,F2,normal,,,,80v,Milito ,p458_l26_o11_a,pugno,S22,F2,,,
711,75r,p458_l27_o02,comitor ,p458_l27_o02_a,subsequor,S22,F2,normal,,,,80v,comitor ,p458_l27_o02_a,tecũ uado ł subsequor,S23,F4,,,
712,75r,p458_l27_o05,sedo ,p458_l27_o05_a,mitigo/placo,S22,F3,normal,p458_l27_o05_b,S63,F2,80v,Sedo ,p458_l27_o05_a,mitigo placo/sereno fecundo,S22,F3,,,
713,75r,p458_l27_o07,Locuples ,p458_l27_o07_a,diues,S22,F2,normal,p458_l27_o07_b,S63,F2,80v,Locuples ,p458_l27_o07_a,diues ł locꝰ plenus diuitias,S23,F3,,,
714,75r,p458_l27_o08,Locup&to ,p458_l27_o08_a,diues efficio dito,S23,F3,normal,,,,80v,Locupleto ,p458_l27_o08_a,abundo ex diuitiis,S23,F4,,,
715,75r,p458_l28_o04,Exheredo ,p458_l28_o04_a,++++,S23,F4,shorthand,,,,81r,Exhęredo ,p458_l28_o04_a,extra hęreditatẽ facio ł hęre/ditatem alicuius aufero,S23,F4,,,
716,75r,p458_l28_o09,turpis ,p458_l28_o09_a,fedus,S22,F2,normal,,,,81r,Turpis ,p458_l28_o09_a,feđ deformis,S22,F3,,,
717,75r,p458_l28_o10,turpo ,p458_l28_o10_a,fedo,S22,F2,normal,,,,81r,Turpo ,p458_l28_o10_a,fedo de/formo,S22,F3,,,
718,75r,p458_l29_o03,tenuo ,,,,,,p458_l29_o03_a,S63,F2,81r,Tenuo ,p458_l29_o03_a,gracił effitior,S23,F4,,,
719,75r,p458_l29_o05,Tristis ,p458_l29_o05_a,merens,S22,F2,normal,,,,81r,Tristis ,p458_l29_o05_a,Mestꝰ/męrens,S22,F3,,,
720,75r,p458_l29_o09,detestor ,p458_l29_o09_a,abominor,S22,F2,normal,,,,81r,testor ,p458_l29_o09_a,iuro inde detestor ÷ ab hominor,S54,F3,,,
721,75r,p458_l30_o03,oro ,p458_l30_o03_a,p̃cor,S22,F2,normal,,,,81r,Oro ,p458_l30_o03_a,Rogo/preco,S22,F3,,,
722,75r,p458_l31_o02,Decus ,p458_l31_o02_a,honor,S22,F2,normal,,,,81r,decus ,p458_l31_o02_a,honor,S22,F2,p458_l31_o02_b,S22,F4
723,75r,p458_l31_o03,decoro ,p458_l31_o03_a,orno,S22,F2,normal,,,,81r,Decoro ,p458_l31_o03_a,orno,S22,F2,,,
724,75r,p458_l31_o05,Vlcus ,,,,,,p458_l31_o05_a,S23,F4,81r,Vlcus ,p458_l31_o05_a,cicatrix/uestigiũ/uulneris,S22,F3,p458_l31_o05_b,S23,F5
725,75r,p458_l31_o08,Pondus ,p458_l31_o08_a,onus,S22,F2,normal,,,,81r,Pondus ,p458_l31_o08_a,honꝰ mensura,S22,F3,,,
726,75r,p458_l31_o09,pondero ,p458_l31_o09_a,onero,S22,F2,normal,,,,81r,Pondero ,p458_l31_o09_a,onero m̃suro,S22,F3,,,
727,75r,p458_l32_o02,Olus ,p458_l32_o02_a,herba,S222,F2,normal,,,,81r,Holus ,p458_l32_o02_a,Herba,S22,F2,,,
728,75r,p458_l32_o03,olero ,p458_l32_o03_a,olera plaNTo,S23,F4,normal,,,,81r,Holero ,p458_l32_o03_a,holus colligo/ł holera planto,S23,F4,,,
729,75r,p458_l32_o05,Munus ,p458_l32_o05_a,donũ,S22,F2,normal,,,,81r,Munus ,p458_l32_o05_a,donũ,S22,F2,,,
730,75r,p458_l32_o08,Aes ,p458_l32_o08_a,genus m&alli,S222,F3,normal,,,,81r,Aes ,p458_l32_o08_a,Genꝰ metalli,S222,F3,,,
731,75r,p458_l32_o10,ęro ,p458_l32_o10_a,ęs facio +,S23,F4,normal,p458_l32_o10_b,S63,F2,81r,Aero ,p458_l32_o10_a,fabrico ex ęre ł aes fatio ÷ metallũ,S23,F4,,,
732,75v,p459_l01_o06,Fraus ,p459_l01_o06_a,deceptio,S22,F2,normal,,,,81r,Fraus ,p459_l01_o06_a,deceptio,S22,F2,,,
733,75v,p459_l01_o10,paco ,p459_l01_o10_a,pacifico,S22,F2,normal,,,,81r,Pago ,p459_l01_o10_a,pacifico pacẽ fatio,S23,F4,,,
734,75v,p459_l02_o01,Nex ,p459_l02_o01_a,mors,S22,F2,normal,p459_l02_o01_b,S63,F3,81r,Nex ,p459_l02_o01_a,mors supplicium,S22,F3,,,
735,75v,p459_l02_o05,Vindex ,p459_l02_o05_a,ultor,S22,F2,normal,,,,81r,Vindex  ,p459_l02_o05_a,ꝗ uindicat/defensor ultor,S23,F4,,,
736,75v,p459_l02_o07,uindico ,p459_l02_o07_a,ulciscor,S22,F2,normal,,,,81r,Vindico ,p459_l02_o07_a,ulciscor/defendo,S22,F3,,,
737,75v,p459_l02_o09,iudex ,p459_l02_o09_a,arbiter,S22,F2,normal,,,,81r,Iudex ,p459_l02_o09_a,p̃ses,S22,F2,,,
738,75v,p459_l03_o01,Remex ,p459_l03_o01_a,gub̶nator nauiũ,S23,F3,normal,,,,81r,Remex  ,p459_l03_o01_a,gubernator nauiũ,S23,F3,p459_l03_o01_b,S23,F4
739,75v,p459_l03_o04,Lex ,p459_l03_o04_a,ius,S22,F2,normal,,,,81r,Lex  ,p459_l03_o04_a,ius,S22,F2,,,
740,75v,p459_l03_o05,lego ,p459_l03_o05_a,legẽ facio +++,S23,F4,shorthand,p459_l03_o05_b,S63,F2,81r,Lego  ,p459_l03_o05_a,leges cõpono/ł legationẽ mitto,S23,F4,,,
741,75v,p459_l03_o08,radico ,p459_l03_o08_a,fundo,S22,F2,normal,p459_l03_o08_b,S63,F2,81r,Radico ,p459_l03_o08_a,fundo,S22,F2,,,
742,75v,p459_l04_o02,cornicor ,p459_l04_o02_a,inanit̃ loquor,S23,F4,normal,,,,81r,Cornicor ,p459_l04_o02_a,inepte loquor/ł more cornicis loquor/ Garrio,S23,F4,,,
743,75v,p459_l04_o05,uoco ,p459_l04_o05_a,appello,S22,F2,normal,,,,81r,Voco ,p459_l04_o05_a,appello,S22,F2,,,
744,75v,p459_l04_o07,Pernox ,p459_l04_o07_a,ꝑuigil,S22,F2,normal,,,,81r,ꝑnox ,p459_l04_o07_a,ꝑuigil,S22,F2,,,
745,75v,p459_l04_o09,ꝑnocto ,p459_l04_o09_a,ꝑuigilo,S22,F2,normal,p459_l04_o09_b,S63,F2,81r,ꝑnocto ,p459_l04_o09_a,ꝑugilo seu ꝑ noctẽ/uigilo,S23,F4,,,
746,75v,p459_l05_o01,Merx ,p459_l05_o01_a,mercimoniũ,S22,F2,normal,p459_l05_o01_b,S63,F2,81r,Merx ,p459_l05_o01_a,mercimoniũ dr̃ ille merx ꝗ uenditur & õ/paratur,S23,F4,,,
747,75v,p459_l05_o03,Mercor ,p459_l05_o03_a,cõparo,S22,F2,normal,,,,81r,Mercor ,p459_l05_o03_a,emo cõparo,S22,F3,,,
748,75v,p459_l05_o05,Hiemps ,p459_l05_o05_a,unũ ex IIII tẽporib,S222,F3,normal,,,,81r,Hiemps ,p459_l05_o05_a,hibernꝰ,S22,F2,,,
749,75v,p459_l05_o09,Pręceps ,p459_l05_o09_a,p̃cipiciũ,S22,F2,normal,p459_l05_o09_b,S63,F2,81r,Pręceps ,p459_l05_o09_a,ꝓnꝰ,S22,F2,p459_l05_o09_b,S4181,F5
750,75v,p459_l07_o06,ęstus ,p459_l07_o06_a,calor,S22,F2,normal,,,,81r,Aestus ,p459_l07_o06_a,calor/feruor,S22,F3,,,
751,75v,p459_l07_o07,ęstuo ,p459_l07_o07_a,caleo,S22,F2,normal,,,,81r,ęstuo ,p459_l07_o07_a,ardeo caleo/ferueo,S22,F3,,,
752,75v,p459_l08_o01,Tumultꝰ ,p459_l08_o01_a,(quasi timor)? multꝰ,S22,F3,shorthand,p459_l08_o01_b,S63,F2,81r,Tumultꝰ ,p459_l08_o01_a,Tumultus dr̃ qͣsi/timor multus,S23,F4,,,
753,75v,p459_l08_o02,tumultuor ,p459_l08_o02_a,tumultũ facio,S25,F4,normal,,,,81r,Tumultuor ,p459_l08_o02_a,tumultũ facio ÷ sonitũ,S23,F4,,,
754,75v,p459_l08_o07-08,In .es.  ,,,,,,p459_l08_o07-08_a,S63,F2,81r,In.es. ,p459_l08_o07-08_a,.s. a quinta,S53,F3,,,
755,75v,p459_l08_o10,Rabies ,p459_l08_o10_a,am̃tia insania,S22,F3,normal,p459_l08_o10_b,S63,F2,81r,Rabies ,p459_l08_o10_a,dem̃tia insa/nia ł insanies/am̃tia furor,S22,F3,,,
756,75v,p459_l09_o03,Macies ,p459_l09_o03_a,macredo,S22,F2,normal,,,,81r,Maties ,p459_l09_o03_a,tenuitas exci/litas macredo/subtilitas,S22,F3,,,
757,75v,p459_l09_o07,macero ,p459_l09_o07_a,affligo crucio,S22,F3,normal,,,,81r,Macerio ,p459_l09_o07_a,maceriã fatio,S23,F4,,,
758,75v,p459_l13_o03,nisus ,p459_l13_o03_a,conam̃,S22,F2,normal,p459_l13_o03_b,S63,F3,81r,nisus ,p459_l13_o03_a,audeo A nitor Conam̃ conatio,S22,F3,,,
759,75v,p459_l13_o02,uisus ,p459_l13_o02_a,uisio,S22,F2,normal,,,,81r,uisus ,p459_l13_o02_a,ipsa uisio,S22,F3,,,
760,75v,p459_l13_o04,Motus ,p459_l13_o04_a,motio,S22,F2,normal,p459_l13_o04_b,S63,F3,81r,motꝰ ,p459_l13_o04_a,Motio,S22,F2,,,
761,75v,p459_l13_o05,Notus ,p459_l13_o05_a,notam̃,S22,F2,normal,,,,81r,Notus. ,p459_l13_o05_a,Notio ⁊ Notam̃,S22,F3,,,
762,75v,p459_l14_o03,acies ,p459_l14_o03_a,exercitꝰ / a acuo,S54,F3,normal,p459_l14_o03_b,S63,F2,81r,acies ,p459_l14_o03_a,uenit ab acuo/acum̃ exercitꝰ,S53,F3,,,
763,75v,p459_l14_o04,Facies ,p459_l14_o04_a,credulitas/a fido,S54,F3,normal,,,,81r,Facies ,p459_l14_o04_a,a fatio,S54,F3,,,
764,75v,p459_l14_o05,Fides ,p459_l14_o05_a,̃a facio,S54,F3,normal,,,,81r,Fides ,p459_l14_o05_a,a ũbo fido ÷ credo,S54,F3,,,
765,75v,p459_l14_o06,Res ,p459_l14_o06_a,a VERB ͧ ͫ  reor,S54,F3,normal,,,,81r,Res ,p459_l14_o06_a,a ũbo Reor,S54,F3,,,
766,75v,p459_l17_o04,obseruari ,p459_l17_o04_a,attendi,S22,F2,normal,,,,81r,obseruari ,p459_l17_o04_a,Adtendi,S22,F2,,,
767,75v,p459_l19_o09,scriba ,p459_l19_o09_a,lege peritꝰ,S23,F3,normal,p459_l19_o09_b,S63,F2,81r,Scriba ,p459_l19_o09_a,lege peritꝰ,S23,F3,,,
768,75v,p459_l20_o03,aduena ,p459_l20_o03_a,peregrinꝰ,S22,F2,normal,,,,81r,aduena ,p459_l20_o03_a,peregrinꝰ,S22,F2,,,
769,75v,p459_l20_o06,ꝓfuga ,p459_l20_o06_a,porro fugiens,S25,F3,normal,p459_l20_o06_b,S63,F2,81v,ꝓfuga ,p459_l20_o06_a,porro fugiens,S25,F3,,,
770,75v,p459_l21_o01,Consulo ,p459_l21_o01_a,int̃rogo,S22,F2,normal,,,,81v,Consulo ,p459_l21_o01_a,int̃rogo/consiliũ/fatio,S23,F3,,,
771,75v,p459_l21_o03,c̃sul; ,p459_l21_o03_a,nom̃ dignitatis,S222,F3,normal,,,,81v,Consul ,p459_l21_o03_a,nom̃ digni/tatis,S222,F3,,,
772,75v,p459_l21_o09,uas ,p459_l21_o09_a,pignus,S22,F2,normal,,,,81v,uãs ,p459_l21_o09_a,pignꝰ,S22,F2,,,
773,75v,p459_l22_o01,merges ,p459_l22_o01_a,manipulus/s. garba,S22,F3,normal,p459_l22_o01_b,S63,F2,81v,merges. ,p459_l22_o01_a,manipuł/siue garba,S22,F3,,,
774,75v,p459_l22_o03,Quiesco ,p459_l22_o03_a,reꝗesco ++++,S22,F3,shorthand,,,,81v,Quiesco ,p459_l22_o03_a,÷ requiescere fatio/Reꝗesco,S231,F3,,,
775,75v,p459_l22_o10,cędes ,p459_l22_o10_a,strages ł occisio,S22,F3,normal,p459_l22_o10_b,S63,F2,81v,cędes ,p459_l22_o10_a,strages ł/occisio,S22,F3,,,
776,75v,p459_l23_o01,Luo ,p459_l23_o01_a,soluo ł dãpno /sustineo,S22,F3,normal,,,,81v,Luo ,p459_l23_o01_a,purgo/sustineo/dampno,S22,F3,p459_l23_o01_b,S5,F4
777,75v,p459_l23_o05,Struo ,p459_l23_o05_a,edifico,S22,F2,normal,,,,81v,Struo ,p459_l23_o05_a,ędifico,S22,F2,,,
778,75v,p459_l23_o08,strues ,p459_l23_o08_a,c̃geries,S22,F2,normal,,,,81v,Strues ,p459_l23_o08_a,c̃geries lig/noꝵ,S23,F3,,,
779,75v,p459_l23_o09,M&uo ,p459_l23_o09_a,timeo,S22,F2,normal,,,,81v,Metuo ,p459_l23_o09_a,Timeo,S22,F2,,,
780,75v,p459_l23_o11,m&us ,p459_l23_o11_a,timor,S22,F2,normal,,,,81v,Metus ,p459_l23_o11_a,Timor,S22,F2,,,
781,75v,p459_l24_o02,tribus ,p459_l24_o02_a,triginta centuriae,S23,F3,normal,,,,81v,trib; ,p459_l24_o02_a,XXͧXͣ centuri,S23,F3,,,
782,75v,p459_l24_o03,Parco ,p459_l24_o03_a,indulgeo,S22,F2,normal,,,,81v,Parco ,p459_l24_o03_a,indulgeo/dimicto,S22,F2,,,
783,75v,p459_l24_o05,parcus ,p459_l24_o05_a,abstinens,S22,F2,normal,,,,81v,Parcus ,p459_l24_o05_a,auarus/habundans,S22,F3,p459_l24_o05_b,S5,F5
784,75v,p459_l24_o06,Gradior ,p459_l24_o06_a,ambulo,S22,F2,normal,,,,81v,Gradior ,p459_l24_o06_a,ꝑgo ãbulo,S22,F3,,,
785,75v,p459_l24_o09,Fido ,p459_l24_o09_a,c̃fido,S22,F2,normal,,,,81v,Fido ,p459_l24_o09_a,c̃fido/credo,S22,F3,,,
786,75v,p459_l25_o01,fidus ,p459_l25_o01_a,fidelis,S22,F2,normal,,,,81v,Fidus ,p459_l25_o01_a,fideł ł firmꝰ/stabilis,S22,F3,,,
787,75v,p459_l25_o02,Pando ,p459_l25_o02_a,aperio,S22,F2,normal,,,,81v,Pando ,p459_l25_o02_a,aperio,S22,F2,,,
788,75v,p459_l25_o04,pandus ,p459_l25_o04_a,aꝑtus patulus,S22,F3,normal,p459_l25_o04_b,S63,F2,81v,Pandus ,p459_l25_o04_a,aꝑtꝰ patulus,S22,F2,,,
789,75v,p459_l25_o08,Ludo ,p459_l25_o08_a,ioco,S22,F2,normal,,,,81v,Ludo ,p459_l25_o08_a,iocor,S22,F2,,,
790,75v,p459_l25_o10,ludus ,p459_l25_o10_a,iocus,S22,F2,normal,,,,81v,Ludus ,p459_l25_o10_a,iocꝰ,S22,F2,,,
791,75v,p459_l27_o01-02,cõmonstrabuntur ,p459_l27_o01-02_a,simul,S34,F2,normal,,,,81v,cũ monstrabant᷑ ,p459_l27_o01-02_a,alii codices / cõmostrabuNT᷑ ÷ simul /.s. A nobis,S62,F4,,,
792,75v,p459_l28_o09,adeo ,p459_l28_o09_a,intantũ,S22,F2,normal,,,,81v,adeo ,p459_l28_o09_a,intantũ maxime multũ,S22,F3,,,
793,75v,p459_l29_o03,ꝓbant ,p459_l29_o03_a,experiuntur/cognoscantur,S22,F3,normal,,,,81v,ꝓbant᷑ ,p459_l29_o03_a,experiuntur/cognoscuntur,S22,F3,,,
794,75v,p459_l30_o03,adhęreant ,p459_l30_o03_a,adiungant seruient,S22,F3,normal,,,,81v,adhęreant ,p459_l30_o03_a,seruiant/adiungaNT,S22,F3,,,
795,75v,p459_l30_o07,illis ,p459_l30_o07_a,sb̶ nominib,S3232,F2,normal,,,,81v,illis ,p459_l30_o07_a,nõib;,S3232,F2,,,
796,75v,p459_l30_o08,duci ,p459_l30_o08_a,diriuari,S22,F2,normal,,,,81v,duci ,p459_l30_o08_a,diriuari,S22,F2,,,
797,75v,p459_l31_o06,primordia. ,p459_l31_o06_a,initia,S22,F2,normal,,,,81v,primordia ,p459_l31_o06_a,initia origines,S22,F3,,,
798,75v,p459_l31_o07,Formido ,p459_l31_o07_a,paueo,S22,F2,normal,,,,81v,Formido ,p459_l31_o07_a,paueo,S22,F2,,,
799,75v,p459_l32_o02,caligo ,p459_l32_o02_a,cęcitatẽ patior,S23,F4,normal,,,,81v,caligo ,p459_l32_o02_a,cętitatem pa/tior,S23,F4,,,
800,75v,p459_l32_o05,ꝓpago ,p459_l32_o05_a,dilato ł ãplifico/ꝓtelo,S22,F3,normal,,,,81v,ꝓpago ,p459_l32_o05_a,tango/& palpo -as,S22,F3,,,
801,75v,p459_l32_o11,indagor ,p459_l32_o11_a,inuestigo ł exploro,S22,F3,normal,,,,81v,iNdagor ,p459_l32_o11_a,inꝗro exploro inuestigo,S22,F3,,,
802,75v,p459_l34_o01,formido ,p459_l34_o01_a,m&us,S22,F2,normal,p459_l34_o01_b,S63,F2,81v,formido ,p459_l34_o01_a,metꝰ,S22,F2,,,
803,75v,p459_l34_o02,caligo ,p459_l34_o02_a,albugo oculorũ,S22,F3,normal,,,,81v,caligo ,p459_l34_o02_a,Albugo oculoꝵ,S23,F3,,,
804,75v,p459_l34_o03,ꝓpago ,p459_l34_o03_a,ꝓsapia,S22,F2,normal,p459_l34_o03_b,S63,F2,81v,ꝓpago ,p459_l34_o03_a,ꝓsagia,S22,F2,,,
805,75v,p459_l34_o05,indago ,,,,,,p459_l34_o05_b,S63,F2,81v,INdago ,p459_l34_o05_a,inuestigatio,S22,F2,,,
806,75v,p459_l34_o09,respondent ,p459_l34_o09_a,sb̶ uerba,S415,F2,normal,,,,81v,respondent ,p459_l34_o09_a,uerba,S415,F2,,,
807,75v,p459_l36_o11,perspicacius ,p459_l36_o11_a,acutius/diligeNTius,S22,F3,normal,,,,81v,perspicatius ,p459_l36_o11_a,acutius ł diligentius,S22,F3,,,
808,75v,p460_l01_o04,q̃ ,p460_l01_o04_a,s. subtilitas,S3232,F2,normal,,,,81v,quę ,p460_l01_o04_a,.s. subtilitas artis,S53,F3,,,
809,75v,p460_l01_o07,c̃fusionẽ ,p460_l01_o07_a,(commixtione?),S22,F2,shorthand,,,,81v,confusionem ,p460_l01_o07_a,cõmixtionẽ,S22,F2,,,
810,75v,p460_l03_o11,prima ,p460_l03_o11_a,coniugatio,S53,F2,shorthand,,,,81v,prima ,p460_l03_o11_a,.s. ipsa nõa uerbalia ꝓgenuit,S53,F4,,,
811,75v,p460_l04_o10,ꝓgenuit ,p460_l04_o10_a,ꝓcreauit,S22,F2,normal,,,,81v,ꝓgenuit ,p460_l04_o10_a,ꝓcreauit,S22,F2,,,
812,75v,p460_l05_o06-07,pręsens indicatiuus ,p460_l05_o06-07_a,÷ ꝓferre +++,S53,F4,shorthand,,,,81v,p̃sens INdicatiuus ,p460_l05_o06-07_a,.s. ꝓferent nõa de se c̃cescit,S53,F4,p460_l05_o06-07_b,S53,F5
813,76r,p460_l07_o07-08,ꝓhibuit ,p460_l07_o07-08_a,ID EST c̃cessit,S23,F3,normal,,,,82r,non ꝓhibuit ,p460_l07_o07-08_a,ñ uetaũ ÷ c̃cessit ipsa subtilitas artis,S53,F4,,,
814,76r,p460_l08_o02,positio ,p460_l08_o02_a,+,S53,F2,shorthand,,,,82r,positio ,p460_l08_o02_a,terminatio/÷ prima ꝑsona,S53,F3,,,
815,76r,p460_l10_o05,Scđa ,p460_l10_o05_a,coniugatio,S53,F2,shorthand,,,,82r,Scđa ,p460_l10_o05_a,c̃iugatio,S53,F2,,,
816,76r,p460_l10_o08,quartã ,p460_l10_o08_a,coniugationem,S53,F2,shorthand,,,,82r,quarta ,p460_l10_o08_a,.s. coniugatio,S53,F2,,,
817,76r,p460_l14_o09,suꝑuacuo ,p460_l14_o09_a,suꝑfluo,S22,F2,normal,,,,82r,suꝑuacuo ,p460_l14_o09_a,suꝑfluo,S22,F2,,,
818,76r,p460_l19_o05,ut ,p460_l19_o05_a,sicut,S35,F2,normal,,,,82r,ut ,p460_l19_o05_a,sic̃,S36,F2,,,
819,76r,p460_l22_o08,speciales. ,p460_l22_o08_a,ẽẽ,S611,F2,normal,,,,82r,spetiales ,,,,,p460_l22_o08_b,S53,F5
820,76r,p460_l23_o06,diuisas ,,,,,,p460_l23_o06_a,S22,F3,82r,diuisas ,p460_l23_o06_a,Alius codex diuersas,S62,F3,,,
821,76r,p460_l26_o06,eoq; ,p460_l26_o06_a,sb̶ uidemus,S23,F4,normal,,,,82r,eoq; ,p460_l26_o06_a,ꝓ hęc,S22,F2,,,
822,76r,p460_l26_o08,uniformiter ,p460_l26_o08_a,scđm unã formã,S23,F3,normal,,,,82r,unformiter ,p460_l26_o08_a,scđm unã formã,S23,F3,,,
823,76r,p460_l29_o03,rationẽ ,p460_l29_o03_a,sacer sacri sacro sacras tot syllabas ++ ignt̃o ⁊+++,S53,F4,normal,p460_l29_o03_b,S53,F4,82r,ratione ,p460_l29_o03_a,genetiui precipue hic notatur ut sacer -cri sacro -as/tot sillabas hab& in gntõ q ? ⁊ in uerbo :,S53,F4,,,
824,76r,p460_l29_o08,manifestissime ,p460_l29_o08_a,aꝑtissime,S22,F2,normal,,,,82r,manifestissime ,p460_l29_o08_a,aꝑtissime,S22,F2,,,
825,76r,p460_l31_o01,adhęrentia ,p460_l31_o01_a,seruentia,S22,F2,normal,,,,82v,adhęrentia ,p460_l31_o01_a,seruientia,S22,F2,p460_l31_o01_b,S53,F5
826,76r,p460_l31_o05,gigni ,p460_l31_o05_a,generari,S22,F2,normal,,,,82v,gigni ,p460_l31_o05_a,generant᷑,S22,F2,,,
827,76r,p460_l32_o01,cogunt᷑. ,p460_l32_o01_a,cõpellunt᷑,S22,F2,normal,,,,82v,cogunt᷑ ,p460_l32_o01_a,cõpellunt᷑,S22,F2,p460_l32_o01_b,S53,F5
828,76r,p460_l32_o03,Ater ,p460_l32_o03_a,niger (inde dicitur) atrim̃tũ,S24,F4,normal,p460_l32_o03_b,S63,F2,82v,ater ,p460_l32_o03_a,niger inde dr̃ atam̃tũ/cec̃,S24,F3,,,
829,76r,p460_l33_o01,Arduus ,p460_l33_o01_a,excel/sus,S22,F2,normal,,,,82v,arduus ,p460_l33_o01_a,excelsus,S22,F2,,,
830,76r,p460_l34_o07,sacer ,p460_l34_o07_a,sc̃s,S22,F2,normal,p460_l34_o07_b,S63,F2,82v,sacer ,p460_l34_o07_a,sc̃s,S22,F2,,,
831,76r,p460_l34_o09,sacro ,p460_l34_o09_a,libo,S22,F2,normal,,,,82v,sacro ,p460_l34_o09_a,libo,S22,F2,,,
832,76r,p460_l35_o05,Vigil ,p460_l35_o05_a,custos,S22,F2,normal,,,,82v,Vigil ,p460_l35_o05_a,custos,S22,F2,,,
833,76r,p460_l35_o07,Vigilo ,p460_l35_o07_a,excubo,S22,F2,normal,,,,82v,uigilo ,p460_l35_o07_a,excubo,S22,F2,,,
834,76r,p460_l36_o04,Memoro ,p460_l36_o04_a,recordor,S22,F2,normal,p460_l36_o04_b,S63,F2,82v,Memoro ,p460_l36_o04_a,Recordor,S22,F2,,,
835,76r,p460_l36_o06,Miles ,p460_l36_o06_a,pugnator,S22,F2,normal,,,,82v,Miles ,p460_l36_o06_a,Pugnator,S22,F2,,,
836,76r,p460_l36_o08,Milito ,p460_l36_o08_a,pugno,S22,F2,normal,p460_l36_o08_b,S63,F2,82v,Milito ,p460_l36_o08_a,Pugno ł militã exerceo,S23,F4,,,
837,76r,f82v_l06_o13,indico ,f82v_l06_o13_a,intimo,S22,F2,normal,,,,82v,indico ,f82v_l06_o13_a,indimo,S22,F2,,,
838,76r,p461_l01_o05,Manceps ,p461_l01_o05_a,manceps -cipis & mancpitis (id est) manu capiens : Mances uͦ mancis/ dr̃ amens,S31,F4,normal,p461_l01_o05_b,S63,F2,82v,Manceps ,p461_l01_o05_a,mancꝰ ł manucapiens,S25,F3,,,
839,76r,p461_l01_o07,mancipo ,p461_l01_o07_a,subdo,S22,F2,normal,,,,82v,Mancipo ,p461_l01_o07_a,subdo familor seruio inde mancipiũ,S22,F3,,,
840,76r,p461_l02_o08,regulant᷑ ,p461_l02_o08_a,ꝑ regulã (cognoscuNT᷑/ł ordinant᷑),S53,F4,normal,p461_l02_o08_b,S53,F2,82v,regulantur ,p461_l02_o08_a,÷ ꝑ regulã cognoscuNT᷑/ł ordinant᷑,S53,F4,,,
841,76r,p461_l02_o10,ambigua ,p461_l02_o10_a,dubia,S22,F2,normal,,,,82v,ambigua ,p461_l02_o10_a,dubia,S22,F2,,,
