,folio_Bamberg,lemma_id,lemma_Bamberg,gloss_id_Bamberg,gloss_Bamberg,gloss_type_Bamberg,gloss_form_Bamberg,nature,marginal_note_id_Bamberg,marginal_note_type_Bamberg,marginal_note_form_Bamberg,folio_Lat7499,lemma_Lat7499,gloss_id_Lat7499,gloss_Lat7499,gloss_type_Lat7499,gloss_form_Lat7499,marginal_note_id_Lat7499,marginal_note_type_Lat7499,marginal_note_form_Lat7499
271,72r,p451_l22_o10,concutio ,p451_l22_o10_a,cõmoueo,S22,F2,normal,,,,75r,Concutio ,p451_l22_o10_a,cõmoueo,S22,F2,,,
272,72r,p451_l22_o11,morior ,p451_l22_o11_a,intereo,S22,F2,normal,,,,75v,Morior ,p451_l22_o11_a,intereo,S22,F2,,,
273,72r,p451_l22_o04,orior ,p451_l22_o04_a,nascor,S22,F2,normal,,,,75v,Orior ,p451_l22_o04_a,nascor,S22,F2,,,
274,72r,p451_l23_o05,potior ,p451_l23_o05_a,fruor,S22,F2,normal,,,,75v,potior ,p451_l23_o05_a,possideo,S22,F2,,,
275,72v,p451_l33_o03,disserere ,p451_l33_o03_a,exponere,S22,F2,normal,,,,75v,disserere ,p451_l33_o03_a,exponere,S22,F2,,,
276,72v,p451_l34_o05,ubertati ,p451_l34_o05_a,abundantię,S22,F2,normal,,,,75v,ubertati ,p451_l34_o05_a,abundantię,S22,F2,,,
277,72v,p451_l34_o06,uocũ ,p451_l34_o06_a,uerborum?,S22,F2,normal,,,,75v,uocũ ,p451_l34_o06_a,uerboꝵ,S22,F2,,,
278,72v,p451_l34_o07,studens ,p451_l34_o07_a,siue gens opera dans,S23,F3,normal,,,,75v,studens ,p451_l34_o07_a,satagens/operã dans,S23,F3,,,
279,72v,p451_l35_o06,ꝓcreauit. ,p451_l35_o06_a,ꝓgenuit,S22,F2,normal,,,,75v,ꝓcreauit ,p451_l35_o06_a,ꝓgenuit,S22,F2,p451_l35_o06_b,S5,F5
280,72v,p451_l35_o08,multa ,p451_l35_o08_,sb̶ uerba,S3232,F2,normal,,,,75v,multa ,p451_l35_o08_a,.s. uerba,S3232,F2,,,
281,72v,p451_l36_o05,genuit ,p451_l36_o05_a,sb̶ natura,S415,F2,normal,,,,75v,genuit ,p451_l36_o05_a,.s. natura/ꝓcreauit,S22,F3,,,
282,72v,p452_l01_o01,dedit ,p452_l01_o01_a,asscripsit,S22,F2,normal,,,,75v,dedit ,p452_l01_o01_a,ascribit,S22,F2,,,
283,72v,p452_l02_o04,motu ,p452_l02_o04_a,.i. modo,S22,F2,normal,,,,75v,motu ,p452_l02_o04_a,modo,S22,F2,,,
284,72v,p452_l02_o07,eas ,p452_l02_o07_a,sb̶ t̃mina/tiones,S3232,F2,normal,,,,75v,eas ,p452_l02_o07_a,.s. terminationes,S3232,F2,,,
285,72v,p452_l03_o06,quas ,p452_l03_o06_a,SUBAUD ͥ ͭ ͧ ͬ t̃minationes,S4224,F3,normal,,,,75v,Quas ,p452_l03_o06_a,t̃minationes,S3232,F2,,,
286,72v,p452_l04_o03,adhęrentia ,p452_l04_o03_a,SERU ͣ ᷠ ͭ ͥ ͣ,S22,F2,shorthand,,,,75v,adhęrentia ,p452_l04_o03_a,seruientia,S22,F2,,,
287,72v,p452_l04_o07,ipsa ,p452_l04_o07_a,sb̶ nomina,S3232,F2,normal,,,,75v,ipsa ,p452_l04_o07_a,nõa,S3232,F2,,,
288,72v,p452_l05_o01,origines ,p452_l05_o01_a,INITI ͣ EXORDI ͣ,S22,F3,shorthand,,,,75v,origines ,p452_l05_o01_a,initia ł pͥmor/dia,S22,F3,,,
289,72v,p452_l05_o03,deducant᷑ ,p452_l05_o03_a,diriuant᷑,S22,F2,normal,,,,75v,deducant᷑ ,p452_l05_o03_a,diriuent᷑,S22,F2,,,
290,72v,p452_l05_o07,trib ,,,,,,p452_l05_o07_a,S53,F4,75v,trib; ,p452_l05_o07_a,"trib; quasi fontib; uerboꝵ  ꝓ uno fonte cõputat diriuationẽ ab infinitiuo/ftõ ⁊ a participiis  participia ab infinitiuo ftõ ueniunt ut lectum lectus/Quasi : aduerbiũ an firmantis est  quamuis
cõputetur. qartius fons tamen idẽ/ẽ quar/tus &/t̃tius/fons",S53,F5,,,
291,72v,p452_l06_o05-07,ab indicatiuo-pręsenti ,,,,,,p452_l06_o05-07_a,S53,F4,75v,ab indicatiuo pręsenti ,p452_l06_o05-07_a,ut scribo scriba,S53,F3,,,
292,72v,p452_l08_o05,generales ,p452_l08_o05_a,COMMU ᷠ ͤ ᷤ,S22,F2,shorthand,,,,75v,generales ,p452_l08_o05_a,÷ cõmunes,S22,F2,,,
293,72v,p452_l08_o07,speciales ,p452_l08_o07_a,PROPRI ͤ,S22,F2,shorthand,,,,75v,spetiales ,p452_l08_o07_a,ꝓpͥe,S22,F2,,,
294,72v,p452_l08_o08,distinctę ,p452_l08_o08_a,discretę,S22,F2,normal,,,,75v,destinatę. ,p452_l08_o08_a,disciretę/ordinatę,S22,F3,,,
295,72v,p452_l13_o08,positionis ,p452_l13_o08_a,primę ꝑsonę indicatiui MOD ͥ,S53,F3,normal,,,,76r,positionis ,p452_l13_o08_a,÷ primę ꝑsonę indicatiui modi,S53,F3,p452_l13_o08_b,S631,F5
296,72v,p452_l15_o08,litigo ,p452_l15_o08_a,altercor,S22,F2,normal,,,,76r,Litigo ,p452_l15_o08_a,altercor,S22,F2,p452_l15_o08_b,S5,F5
297,72v,p452_l15_o09,litigium ,p452_l15_o09_a,rixa,S22,F2,normal,,,,76r,Litigiũ ,p452_l15_o09_a,Rixa,S22,F2,,,
298,72v,p452_l15_o11,cõmertiũ ,p452_l15_o11_a,lucrũ,S22,F2,normal,,,,76r,Cõmertium ,p452_l15_o11_a,mercatio lucrũ,S22,F3,,,
299,72v,p452_l16_o01,obsono ,p452_l16_o01_a,c̃trasono,S22,F2,normal,,,,76r,Obsono ,p452_l16_o01_a,ct̃ sono ł conunio,S22,F3,p452_l16_o01_b,S5,F4
300,72v,p452_l16_o02,obsoniũ ,p452_l16_o02_a,CONUIU ͦ uenale,S23,F3,normal,,,,76r,Obsonũ ,p452_l16_o02_a,uenale,S22,F2,p452_l16_o02_b,S23,F3
301,72v,p452_l16_o05,ędifico ,p452_l16_o05_a,c̃struo,S22,F2,normal,p452_l16_o05_b,S63,F3,76r,Aedifico ,p452_l16_o05_a,construo,S22,F2,,,
302,72v,p452_l16_o07,sacrifico ,p452_l16_o07_a,offero c̃secro,S23,F4,normal,,,,76r,Sacrifio ,p452_l16_o07_a,consecro/offero/immolo,S22,F3,,,
303,72v,p452_l17_o01,sacrificium ,p452_l17_o01_a,oblatio,S22,F2,normal,,,,76r,Sacrifitium ,p452_l17_o01_a,oblatio,S22,F2,,,
304,72v,p452_l17_o04,mancipo ,p452_l17_o04_a,subdo,S22,F2,normal,,,,76r,Mancipo ,p452_l17_o04_a,subdo/manu capio,S22,F3,,,
305,72v,p452_l17_o06,impero ,p452_l17_o06_a,regno,S22,F2,normal,,,,76r,Impero ,p452_l17_o06_a,regno precipio,S22,F3,,,
306,72v,p452_l17_o07,imperiũ ,p452_l17_o07_a,POTESTAS REGN ͧ ͫ,S23,F3,shorthand,p452_l17_o07_b,S63,F3,76r,Imperium ,p452_l17_o07_a,regnũ potestas,S22,F3,,,
307,72v,p452_l18_o01,c̃uiuor ,p452_l18_o01_a,CUM AL ͥ ͥ ᷤ AD CONUIUIUM SUM,S23,F4,shorthand,,,,76r,Conuiuor ,p452_l18_o01_a,cũ ãliis uiuo/ad conuiuium sum / a conuiua dictũ,S23,F4,,,
308,72v,p452_l18_o05,gaudeo ,p452_l18_o05_a,gratulor,S22,F2,normal,,,,76r,Gaudeo ,p452_l18_o05_a,congratulor,S22,F2,,,
309,72v,p452_l18_o07,pręsideo ,p452_l18_o07_a,p̃sum,S22,F2,normal,,,,76r,Pręsideo ,p452_l18_o07_a,antesedeo/seu pręsum,S22,F3,,,
310,72v,p452_l19_o01,p̃sidiũ ,p452_l19_o01_a,adiutorium,S22,F2,normal,,,,76r,Pręsidium ,p452_l19_o01_a,adiutorium/ł aduiuo,S22,F3,,,
311,72v,p452_l19_o02,medeor ,p452_l19_o02_a,medicor,S22,F2,normal,,,,76r,Medeor ,p452_l19_o02_a,medicor sano,S22,F3,,,
312,72v,p452_l19_o03,Remediũ ,p452_l19_o03_a,Su ̶ ?  ͭ ͥ ͣ(sanitas?),S22,F2,shorthand,,,,76r,Remediũ ,p452_l19_o03_a,sanitas medicina,S22,F3,,,
313,72v,p452_l19_o04,Nubo ,p452_l19_o04_a,UX ͦ ͬ ͤ ͫ DUC ͦ,S23,F4,shorthand,,,,76r,Nubo ,p452_l19_o04_a,uxorem duco,S23,F3,,,
314,72v,p452_l19_o05,conubiũ ,p452_l19_o05_a,c̃iugiũ,S22,F2,normal,,,,76r,Conubiũ ,p452_l19_o05_a,c̃iugium,S22,F2,p452_l19_o05_b,S22,F4
315,72v,p452_l20_o01,Fastidio ,p452_l20_o01_a,nauseo,S22,F2,normal,,,,76r,Fastidio ,p452_l20_o01_a,sperno nãuseo ł reicio,S22,F3,,,
316,72v,p452_l20_o03,Exulo ,p452_l20_o03_a,peregrinor,S22,F2,normal,,,,76r,Exulo ,p452_l20_o03_a,peregrinor,S22,F2,p452_l20_o03_b,S23,F5
317,72v,p452_l20_o04,c̃sulo ,p452_l20_o04_a,c̃siliũ do ꝑcunctor,S23,F4,normal,,,,76r,Consulo ,p452_l20_o04_a,consiliũ do/ꝑcunctor,S23,F3,p452_l20_o04_b,S23,F4
318,72v,p452_l20_o07,exiliũ ,p452_l20_o07_a,peregrinatio,S22,F2,normal,,,,76r,Exilũ ,p452_l20_o07_a,peregrinatio,S22,F2,,,
319,72v,p452_l21_o01,Obsequor ,p452_l21_o01_a,obtẽpero,S22,F2,normal,,,,76r,Obsequor ,p452_l21_o01_a,oboedio/obtẽmpero,S22,F3,,,
320,72v,p452_l21_o05,domunculo ,p452_l21_o05_a,paruã domũ facio,S23,F4,normal,,,,76r,Domunculo ,p452_l21_o05_a,paruã domũ fatio,S23,F4,p452_l21_o05_b,S5,F5
321,72v,p452_l21_o06,domiciliũ ,p452_l21_o06_a,domus auiũ,S23,F3,normal,,,,76r,Domicilium ,p452_l21_o06_a,domꝰ auiũ,S23,F3,,,
322,72v,p452_l22_o01,Solsto ,p452_l22_o01_a,solẽ stare facio,S23,F4,normal,p452_l22_o01_b,S63,F3,76r,Solsto ,p452_l22_o01_a,solẽ stare facio,S23,F4,p452_l22_o01_b,S5,F5
323,72v,p452_l22_o02,solsticiũ ,p452_l22_o02_a,statio solis,S25,F3,normal,,,,76r,Solstitium ,p452_l22_o02_a,solis statio,S25,F3,,,
324,72v,p452_l22_o04,iusticiũ ,p452_l22_o04_a,locꝰ UBI IUSTI ͭ ͥ ͣ FIT,S23,F4,shorthand,,,,76r,Iustitium ,p452_l22_o04_a,locus ubi iustitia sit,S23,F4,,,
325,72v,p452_l22_o06,silicernũ ,p452_l22_o06_a,DIC ͥ ͭ ͧ ͬ HOMO QUI SENEC ͭ ͧ ͭ ͤ ͫ ? SU ͥ CERN ͥ ͭ,S23,F4,shorthand,,,,76r,Silicernium ,p452_l22_o06_a,ipsa res,S23,F3,p452_l22_o06_b,S4181,F5
326,72v,p452_l22_o07-09,Ante .iculũ. ,p452_l22_o07-09_a,SUBAUD ͥ ͭ ͧ ͬ SERU ͣ ᷠ ͭ CONSONAN ͭ ͤ ᷤ ?,S53,F4,shorthand,,,,76r,itẽ-an-.iculũ. ,p452_l22_o07-09_a,.s. seruat᷑ consonans,S53,F4,,,
327,72v,p452_l23_o02,ridiculũ ,p452_l23_o02_a,derisio,S22,F2,normal,,,,76r,Ridiculum ,p452_l23_o02_a,paruus risus/ł derisio/chachinnus,S22,F3,,,
328,72v,p452_l23_o03,Perpendo ,p452_l23_o03_a,m̃suro ł penso,S22,F3,normal,,,,76r,Perpendo ,p452_l23_o03_a,coęquo ꝑpendo/mensuro,S22,F3,,,
329,72v,p452_l23_o04,ꝑpendiculũ ,p452_l23_o04_a,genꝰ m̃sioꝵ ÷,S23,F4,normal,,,,76r,Perpendiculũ ,p452_l23_o04_a,Genus mensurę ẽ,S23,F4,p452_l23_o04_b,S5,F5
330,72v,p452_l23_o05,Euerso ,p452_l23_o05_a,destruo,S22,F2,normal,p452_l23_o05_b,S63,F2,76r,Euerso ,p452_l23_o05_a,destruo,S22,F2,,,
331,72v,p452_l23_o06,Euersiculũ ,p452_l23_o06_a,++? ͤ ᷠ ͭ ͥ ͣ(destructio?),S22,F2,shorthand,,,,76r,Euersiculũ ,p452_l23_o06_a,destructio diuisio,S22,F3,,,
332,72v,p452_l24_o02,Ueho ,p452_l24_o02_a,++?,S22,F2,shorthand,,,,76r,Veho ,p452_l24_o02_a,porto,S22,F2,,,
333,72v,p452_l24_o03,uehiculũ ,p452_l24_o03_a,plaustrũ,S22,F2,normal,,,,76r,Vehiculũ ,p452_l24_o03_a,plaustrũ,S22,F2,,,
334,72v,p452_l24_o05,periculũ ,,,,,,p452_l24_o05_a,S21,F4,76r,Periculũ ,,,,,p452_l24_o05_a,S21,F5
335,72v,p452_l24_o07,ferculũ ,p452_l24_o07_a,discus,S22,F2,normal,,,,76r,Ferculũ ,p452_l24_o07_a,discus mensa,S22,F3,,,
336,72v,p452_l25_o02,uincio ,p452_l25_o02_a,ligo,S22,F2,normal,,,,76v,uintio ,p452_l25_o02_a,supero/ligo,S22,F3,,,
337,72v,p452_l25_o03,uinculũ ,p452_l25_o03_a,ligam̃tũ,S22,F2,normal,,,,76v,uinculũ ,p452_l25_o03_a,ligamentũ ÷ ligam̃,S22,F2,,,
338,72v,p452_l25_o08,iaculũ ,p452_l25_o08_a,telum,S22,F2,normal,,,,76v,iaculũ ,p452_l25_o08_a,telũ,S22,F2,,,
339,72v,p452_l26_o09,rego ,p452_l26_o09_a,guberno,S22,F2,normal,,,,76v,Rego ,p452_l26_o09_a,guberno,S22,F2,,,
340,72v,p452_l26_o10,regimen ,p452_l26_o10_a,gub̶natio,S22,F2,normal,,,,76v,regimen ,p452_l26_o10_a,gubernatio/dominatio,S22,F2,,,
341,72v,p452_l27_o01,Tego ,p452_l27_o01_a,operio,S22,F2,normal,,,,76v,Tego ,p452_l27_o01_a,operio,S22,F2,,,
342,72v,p452_l27_o02,Tegim̃ ,p452_l27_o02_a,operim̃tũ,S22,F2,normal,,,,76v,Tegimen ,p452_l27_o02_a,operimentũ,S22,F2,p452_l27_o02_b,S313,F5
343,72v,p452_l28_o02,Vereor ,p452_l28_o02_a,timeo,S22,F2,normal,,,,76v,Vereor ,p452_l28_o02_a,timeo,S22,F2,,,
344,72v,p452_l28_o09-11,Ante .or.quoq; ,p452_l28_o09-11_a,sb̶ seruant c̃sonantẽ UERB ͣ ITA? NOMINA ͫ ͧ ᷤ (uerba in nominibus?),S53,F4,shorthand,,,,76v,Ante .or. quoq; ,p452_l28_o09-11_a,.s. seruant consonantẽ uerba in nõib,S53,F4,,,
345,72v,p452_l29_o01,pauca ,,,,,,,,,76v,quoꝵ ,p452_l29_o01_a,.s. nõinũ,S3232,F2,,,
346,73r,p452_l30_o07,posst̃ ,p452_l30_o07_a,+,S53,F3,shorthand,,,,76v,possunt ,p452_l30_o07_a,illa neutra,S53,F3,,,
347,73r,p452_l30_o10,transeuntia ,p452_l30_o10_a,migrantia,S22,F2,normal,,,,76v,transeuntia ,p452_l30_o10_a,migrantia,S22,F2,,,
348,73r,p452_l31_o10,pręsertim ,p452_l31_o10_a,(maxime?),S22,F2,shorthand,,,,76v,p̃sertim ,p452_l31_o10_a,maxime,S22,F2,,,
349,73r,p453_l01_o02,diriuatũ ,p453_l01_o02_a,deductũ,S22,F2,normal,,,,76v,diriuatũ ,p453_l01_o02_a,deductũ,S22,F2,,,
350,73r,p453_l02_o01,uocabulũ ,p453_l02_o01_a,(nomen?),S22,F2,shorthand,,,,76v,uocabulũ ,p453_l02_o01_a,nom̃,S22,F2,p453_l02_o01_b,S23,F5
351,73r,p453_l02_o03,seruata ,p453_l02_o03_a,custodita,S22,F2,normal,,,,76v,seruata ,p453_l02_o03_a,custodita,S22,F2,,,
352,73r,p453_l02_o06,positionis ,p453_l02_o06_a,pͥmę ꝑsonę,S53,F3,normal,,,,76v,positionis ,p453_l02_o06_a,pͥmę ꝑsonę,S53,F3,,,
353,73r,p453_l03_o02,solę ,p453_l03_o02_a,sb̶ .s. & .t.,S53,F2,normal,,,,76v,solę ,p453_l03_o02_a,.s. .s. & .t.,S53,F3,,,
354,73r,p453_l04_o08,deducta ,p453_l04_o08_a,diriuata,S22,F2,normal,,,,76v,deducta ,p453_l04_o08_a,diriuata,S22,F2,,,
355,73r,p453_l05_o08,censor ,p453_l05_o08_a,iudex,S22,F2,normal,,,,76v,censor ,p453_l05_o08_a,iudex,S22,F2,,,
356,73r,p453_l04_o11,defensor ,p453_l04_o11_a,tutor,S22,F2,normal,,,,76v,defensor ,p453_l04_o11_a,turor/ꝓtector,S22,F3,,,
357,73r,p453_l04_o12,c̃sultor ,p453_l04_o12_a,++ prudens,S22,F2,normal,,,,76v,consultor ,p453_l04_o12_a,consiliator/interrogator/ꝓuidens,S22,F3,,,
358,73r,p453_l05_o07,Vnde ,p453_l05_o07_a,ex quo,S22,F3,normal,,,,76v,Vnde ,p453_l05_o07_a,exquo,S22,F3,,,
359,73r,p453_l06_o03,censeo ,p453_l06_o03_a,statuo ł diffinio ł iudico,S22,F3,normal,,,,76v,Censeo ,p453_l06_o03_a,iudico/statuo/definio,S22,F3,,,
360,73r,p453_l06_o05,traductũ ,p453_l06_o05_a,diriuatũ,S22,F2,normal,,,,76v,traductũ ,p453_l06_o05_a,diriuatũ,S22,F2,,,
361,73r,p453_l08_o06,coꝓbamꝰ. ,p453_l08_o06_a,cognoscimꝰ ł eis cernimꝰ,S22,F3,normal,,,,76v,cõꝓbamꝰ. ,p453_l08_o06_a,cognoscimus/ł cernimus?,S33,F3,,,
362,73r,p453_l09_o07,Sudo ,p453_l09_o07_a,sudorẽ effundo,S23,F4,normal,,,,76v,Sudo ,p453_l09_o07_a,sudore ꝑfundor,S23,F3,p453_l09_o07_b,S53,F5
363,73r,p453_l10_o09,Rubeo ,p453_l10_o09_a,uerecundor,S22,F2,normal,,,,76v,Rubeo ,p453_l10_o09_a,uerecundor,S22,F2,,,
364,73r,p453_l10_o11,Marceo ,p453_l10_o11_a,areo,S22,F2,normal,,,,76v,Marceo ,p453_l10_o11_a,areo,S22,F2,,,
365,73r,f76v_l22_o04,obsono ,f76v_l22_o04_a,c̃rtasono ++,S22,F3,normal,,,,76v,Obsono ,f76v_l22_o04_a,contrasono ł conuiuo Nutrio nutritor ł nutrimentum,S611,F3,,,
366,73r,p453_l11_o02,candeo ,p453_l11_o02_a,albesco,S22,F2,normal,,,,76v,Candeo ,p453_l11_o02_a,albesco splendeo -dor,S22,F3,,,
367,73r,p453_l11_o04,algeo ,p453_l11_o04_a,frigeo,S22,F2,normal,,,,76v,Algeo ,p453_l11_o04_a,rigreo -gor,S22,F2,,,
368,73r,p453_l11_o11,tenor ,p453_l11_o11_a,uis (uirtꝰ?),S22,F2,shorthand,,,,76v,tenor ,p453_l11_o11_a,accentꝰ uis uirtꝰ,S22,F3,,,
369,73r,p453_l12_o01,tepeo ,p453_l12_o01_a,(trepidꝰ fio?),S23,F4,shorthand,,,,76v,Tepeo ,p453_l12_o01_a,tepiđ euenio/ł fio,S23,F3,p453_l12_o01_b,S23,F4
370,73r,p453_l12_o03,horreo ,p453_l12_o03_a,abhominor,S22,F2,normal,,,,77r,Horreo ,p453_l12_o03_a,abominor,S22,F2,p453_l12_o03_b,S23,F4
371,73r,p453_l12_o05,ferueo ,p453_l12_o05_a,(ardeo?),S22,F2,shorthand,,,,77r,Ferueo ,p453_l12_o05_a,ardeo ira,S23,F3,,,
372,73r,p453_l12_o07,strideo ,p453_l12_o07_a,sono,S22,F2,normal,p453_l12_o07_b,S53,F4,77r,Strideo ,p453_l12_o07_a,sono ł strido,S22,F3,p453_l12_o07_b,S23,F4
373,73r,p453_l13_o01,Tremeo ,,,,,,p453_l13_o01_a,S23,F3,77r,Tremeo ,p453_l13_o01_a,ł tremo,S22,F2,,,
374,73r,p453_l14_o02,furor ,p453_l14_o02_a,(ira?insania?),S22,F2,shorthand,p453_l14_o02_b,S63,F3,77r,furor ,p453_l14_o02_a,ira insanio,S22,F3,,,
375,73r,p453_l14_o03,Liquor ,p453_l14_o03_a,fluo,S22,F2,normal,p453_l14_o03_b,S23,F4,77r,Liquor ,p453_l14_o03_a,fluo,S22,F2,p453_l14_o03_b,S5,F4
376,73r,p453_l14_o06,Liquor ,p453_l14_o06_a,sicut oleũ,S22,F3,normal,,,,77r,liquor ,p453_l14_o06_a,sicut oleũ/ipsa res quę fluit,S23,F4,,,
377,73r,p453_l14_o09,sopio ,p453_l14_o09_a,dormio,S22,F2,normal,,,,77r,Sopio ,p453_l14_o09_a,quiesco/dormio,S22,F3,,,
378,73r,p453_l16_o08,positionis ,p453_l16_o08_a,÷ pͥmę ꝑsonę,S53,F3,normal,,,,77r,positionis ,p453_l16_o08_a,÷ pͥmę ꝑsonę,S53,F3,p453_l16_o08_b,631,F5
379,73r,p453_l17_o02,madeo ,p453_l17_o02_a,humidꝰ sũ,S32,F4,normal,,,,77r,madeo ,p453_l17_o02_a,humidus sũ/humecto,S23,F3,,,
380,73r,p453_l17_o04,Splendeo ,p453_l17_o04_a,luceo,S22,F2,normal,,,,77r,Splendeo- ,p453_l17_o04_a,luceo,S22,F2,,,
381,73r,p453_l17_o06,Sordeo  ,p453_l17_o06_a,cõmaculo,S22,F2,normal,,,,77r,Sordeo ,p453_l17_o06_a,inqͥno/polluo,S22,F3,,,
382,73r,p453_l17_o07,sordidus ,p453_l17_o07_a,ma(culatus)?,S22,F2,shorthand,,,,77r,sordidus ,p453_l17_o07_a,maculatꝰ,S22,F2,,,
383,73r,p453_l18_o02,Caleo ,,,,,,p453_l18_o02_a,S63,F3,77r,Caleo ,p453_l18_o02_a,uro,S22,F2,,,
384,73r,p453_l18_o08,Stupeo ,p453_l18_o08_a,(admiror?),S22,F2,shorthand,,,,77r,Stupeo ,p453_l18_o08_a,admiror,S22,F2,,,
385,73r,p453_l19_o03,Torreo ,p453_l19_o03_a,uro,S22,F2,normal,p453_l19_o03_b,S63,F2,77r,Torreo ,p453_l19_o03_a,uro,S22,F2,p453_l19_o03_b,S5,F5
386,73r,p453_l19_o07,Rapio ,p453_l19_o07_a,aufero,S22,F2,normal,,,,77r,Rapio ,p453_l19_o07_a,aufero,S22,F2,,,
387,73r,p453_l20_o02,uiuidus ,p453_l20_o02_a,uitalis,S22,F2,normal,p453_l20_o02_b,S63,F3,77r,uiuidus ,p453_l20_o02_a,uitalis uelox agilis acutus,S22,F3,,,
388,73r,p453_l20_o04,Fluo ,,,,,,p453_l20_o04_b,S53,F4,77r,Fluo ,p453_l20_o04_a,distillo,S22,F2,,,
389,73r,p453_l26_o04,tego ,p453_l26_o04_a,operio,S22,F2,normal,,,,77r,tego ,p453_l26_o04_a,obumbro/cooperio,S222,F3,,,
390,73r,p453_l26_o08,cędo ,p453_l26_o08_a,int̃ficio,S22,F2,normal,,,,77r,Cędo ,,,,,p453_l26_o08_b,S23,F5
391,73r,p453_l26_o09,cędes ,p453_l26_o09_a,+,S22,F2,shorthand,,,,77r,cędes ,p453_l26_o09_a,pescis/occidio/homicidiũ,S22,F3,,,
392,73r,p453_l26_o11,Luo ,p453_l26_o11_a,sustineo/ł soluo,S22,F3,normal,p453_l26_o11_b,S63,F3,77r,Luo ,p453_l26_o11_a,sustineo/ł soluo,S22,F3,p453_l26_o11_b,S54,F4
393,73r,p453_l27_o01,Lues ,p453_l27_o01_a,pestis,S22,F2,normal,,,,77r,Lues ,p453_l27_o01_a,pestis/luis gñs,S222,F3,p453_l27_o01_b,S22,F4
394,73r,p453_l27_o02,struo ,p453_l27_o02_a,ędifico,S22,F2,normal,,,,77r,Struo ,p453_l27_o02_a,edifico,S22,F2,,,
395,73r,p453_l27_o03,strues ,p453_l27_o03_a,c̃genies t̃rę aug? cumulus,S23,F3,normal,,,,77r,Strues ,p453_l27_o03_a,congeries ligni/ł cumulus terrę,S23,F3,,,
396,73r,p453_l27_o05,fides ,p453_l27_o05_a,credulitas,S22,F2,normal,,,,77r,Fides ,p453_l27_o05_a,credulitas,S22,F2,,,
397,73r,p453_l28_o05,torquis ,p453_l28_o05_a,ornam̃tũ colli,S23,F3,normal,,,,77r,Torquis ,p453_l28_o05_a,ornam̃tũ colli,S23,F3,,,
398,73r,p453_l28_o12,docibilis ,p453_l28_o12_a,facile discens,S23,F3,normal,,,,77r,Docibilis ,p453_l28_o12_a,ł docendo habilis/facile docens,S23,F3,,,
399,73r,p453_l29_o02,nubilis ,p453_l29_o02_a,puella apta (ad nubendum?),S23,F3,shorthand,p453_l29_o02_b,S63,F2,77r,nubił ,p453_l29_o02_a,puella/apta ad/nubendũ,S23,F3,,,
400,73r,p453_l29_o03,Facio ,p453_l29_o03_a,ago,S22,F2,normal,,,,77r,Fatio ,p453_l29_o03_a,ago,S22,F2,,,
401,73r,p453_l29_o04,facilis ,p453_l29_o04_a,leuis,S22,F2,normal,,,,77r,facił ,p453_l29_o04_a,leuis,S22,F2,,,
402,73r,p453_l29_o06,utilis ,p453_l29_o06_a,ꝓficuus,S22,F2,normal,,,,77r,utilis ,p453_l29_o06_a,habilis/aptus/ꝓficuus/idoneus,S22,F3,,,
403,73r,p453_l29_o07,Effutio ,p453_l29_o07_a,effundo,S22,F2,normal,,,,77r,Effutio ,p453_l29_o07_a,effundo,S22,F2,p453_l29_o07_b,S23,F4
404,73r,p453_l29_o08,effutilis ,p453_l29_o08_a,uanus instab̶is,S22,F3,normal,p453_l29_o08_b,S63,F3,77r,effutił ,p453_l29_o08_a,uanus/ instabilis,S22,F3,p453_l29_o08_b,S25,F5
405,73r,p453_l30_o01,occiduus ,p453_l30_o01_a,transitiuus,S22,F2,normal,,,,77r,occiduus ,p453_l30_o01_a,transitiuus,S22,F2,p453_l30_o01_b,S23,F5
406,73r,p453_l30_o05,ceduus ,p453_l30_o05_a,incedens,S22,F2,normal,p453_l30_o05_b,S62,F3,77r,Pręciduus ,p453_l30_o05_a,locus ad ꝑgendũ habilis,S23,F3,,,
407,73r,p453_l31_o02,diuiduus ,p453_l31_o02_a,diuisis,S22,F2,normal,,,,77r,diuiduus ,p453_l31_o02_a,diuisus/diuidenđ,S22,F3,,,
408,73r,p453_l31_o07,bibulus ,p453_l31_o07_a,nimis bibens,S23,F3,normal,,,,77r,bibuł ,p453_l31_o07_a,nimis bibens,S22,F2,,,
409,73r,p453_l32_o01,Strido ,p453_l32_o01_a,sono,S22,F2,normal,,,,77r,Strido ,p453_l32_o01_a,sono,S22,F2,,,
410,73r,p453_l32_o02,stridulus ,p453_l32_o02_a,sonoris,S22,F2,normal,,,,77r,Striduł ,p453_l32_o02_a,sonans ꝗ strid&,S23,F2,,,
411,73r,p453_l32_o04,gerulus ,p453_l32_o04_a,portitor,S22,F2,normal,,,,77r,geruł ,p453_l32_o04_a,portitor,S22,F2,,,
412,73r,p453_l32_o06,legulus ,p453_l32_o06_a,legens,S22,F2,normal,,,,77r,leguł ,p453_l32_o06_a,legens/ł nauigator,S22,F3,,,
413,73r,p453_l32_o08,murilegulus ,p453_l32_o08_a,÷ cattꝰ siue pilax. ++ sic uocatꝰ eo qđ/mures legit id ÷ furatur,S23,F4,normal,p453_l32_o08_b,S63,F3,77r,murilegulus ,,,,,p453_l32_o08_b,S23,F5
