,lemma_id,folio_VLO41,lemma_VLO41,gloss_VLO41,gloss_type_VLO41,gloss_form_VLO41,marginal_note_id_VLO41,marginal_note_type_VLO41,marginal_note_form_VLO41,folio_Bamberg,lemma_Bamberg,gloss_id,gloss_Bamberg,gloss_type_Bamberg,gloss_form_Bamberg,nature,marginal_note_id_Bamberg,marginal_note_type_Bamberg,marginal_note_form_Bamberg
335,p455_l20_o01,09r,alimentũ,cib; qualiscũq; /pabulũ,S22,F3,,,,74r,alim̃tũ ,p455_l20_o01_a,nutrim̃tũ,S22,F2,normal,,,
336,p455_l20_o02,09r,incrementũ,aum̃tũ increm̃tũ,S22,F3,,,,74r,Increm̃tũ ,p455_l20_o02_a,augm̃tũ,S22,F2,normal,,,
337,p455_l20_o03,09r,solamen,Solatiũ / auxiliũ,S22,F3,,,,74r,Solam̃ ,p455_l20_o03_a,c̃solatio,S22,F2,normal,,,
338,p455_l20_o06,09r,fl[amen],[sa]cerdotũ iouis significat,S554,F4,,,,74r,flam̃ ,p455_l20_o06_a,spiritus,S554,F2,normal,,,
339,p455_l21_o01,09r,liquamen,res humida ◌͛ humida res,S22,F3,,,,74r,ligam̃ ,p455_l21_o01_a,ligatio,S22,F2,normal,,,
340,p455_l21_o02,09r,certamen,pugnam̃ ,S22,F2,,,,74r,certam̃ ,p455_l21_o02_a,pugna,S22,F2,normal,,,
341,p455_l21_o04,09r,fragmen,mole,S22,F2,,,,74r,fragmen ,p455_l21_o04_a,fractio,S22,F2,normal,,,
342,p455_l28_o06,09r,equatio,p̃portio,S22,F2,,,,74r,Aequatio ,p455_l28_o06_a,assimilatio,S22,F2,normal,,,
343,p455_l29_o01,09r,exhibitio,adtributio,S22,F2,,,,74r,Exhibitio ,p455_l29_o01_a,prebitio,S22,F2,normal,,,
344,p455_l28_o07,09r,obseruatio,custodia,S22,F2,,,,74r,Obseruatio ,p455_l28_o07_a,custodia,S22,F2,normal,,,
345,p455_l28_o03,09r,obiurgatio,increpatio,S22,F2,,,,74r,Obrigatio ,p455_l28_o03_a,adaquatio,S22,F2,normal,p455_l28_o03_b,S63,F2
346,p455_l29_o07,09r,bellator,seruat᷑,S22,F2,,,,74r,Bellator ,,,,,,p455_l29_o07_a,S63,F2
347,p455_l30_o02,09r,fultor,sustentator,S22,F2,,,,74r,Fultor ,p455_l30_o02_a,sustentator,S22,F2,normal,p455_l30_o02_b,S63,F3
348,p455_l30_o06,09r,petitor,a petendo,S54,F3,,,,74r,Petitor ,,,,,,p455_l30_o06_a,S63,F2
349,p456_l01_o05,09r,tonsor,ꝗ aliꝗd tondit,S54,F4,,,,74r,Tonsor ,p456_l01_o05_a,ꝗ tond&,S23,F4,normal,,,
350,p456_l01_o07,09r,tonstrina,ipsa res ł domus,S23,F3,,,,74r,Tonstrina ,p456_l01_o07_a,opꝰ tonsoris,S23,F3,normal,,,
351,p456_l02_o04,09r,subtilitiuus,subiectiuus,S22,F2,,,,74r,Subditiuus ,p456_l02_o04_a,subiectiuus,S22,F2,normal,,,
352,p456_l05_o02,09v,iussor,ꝗ imperit,S23,F4,,,,74r,Iussor ,p456_l05_o02_a,ꝗ iubet,S23,F4,normal,,,
353,p456_l05_o03,09v,suasor,adortator,S22,F2,,,,74r,Suasor ,p456_l05_o03_a,adhortator,S23,F2,normal,,,
354,p456_l05_o05,09v,pransor,epulator,S22,F2,,,,74r,pransor ,p456_l05_o05_a,ꝗ prand&,S23,F4,normal,,,
355,p456_l06_o08,09v,altilis,++++ ł saginatus,S22,F3,,,,74r,Altilis ,p456_l06_o08_a,auis ꝗ sanginat᷑,S23,F4,normal,,,
356,p456_l06_o10,09v,scriptilis,abilis ad scribendũ ,S23,F3,,,,74r,Tortilis ,p456_l06_o10_a,(qui facile torquetur),S23,F4,shorthand,,,
357,p456_l07_o04,09v,aduectitius,deportatitius,S22,F2,,,,74r,Aduectitius ,p456_l07_o04_a,apportatiuus,S22,F2,normal,,,
358,p456_l07_o05,09v,commentatitius,excogitatiuus ł argum̃tatiuus,S22,F3,,,,74r,cõmenticius ,p456_l07_o05_a,ab eo ꝗd ÷ cõminiscor inde cõm̃tum cõm̃cicius,S54,F4,normal,,,
359,p456_l10_o09,09v,rupes,saxe,S22,F2,,,,74r,rupes ,p456_l10_o09_a,petrę,S22,F2,normal,,,
360,p456_l10_o10,09v,ambigo,dubito,S22,F2,,,,74r,ambigo ,p456_l10_o10_a,dubio,S22,F2,normal,p456_l10_o10_b,S63,F2
361,p456_l10_o11,09v,ambages,dubietates,S22,F2,,,,74r,Ambages ,p456_l10_o11_a,circutiones/ãfractus,S22,F3,normal,p456_l10_o11_b,S63,F2
362,p456_l14_o03,09v,amandus,dignꝰ amari,S23,F3,,,,74r,Amandus ,,,,,,p456_l14_o03_a,S63,F3
363,p456_l16_o06-07,09v,in accidentib; ,in adiectiuis,S22,F3,,,,74r,accidentib; ,p456_l16_o06-07_a,adiectiuis,S22,F2,normal,,,
364,p456_l17_o04,09v,uocabulis,nominib;,S22,F2,,,,74r,uocabulis ,p456_l17_o04_a,+(nominis?),S22,F2,shorthand,,,
365,p456_l18_o07,09v,censura,res ad iudicatio,S23,F3,,,,74v,Censura ,p456_l18_o07_a,iudiciũ,S22,F2,normal,p456_l18_o07_b,S63,F2
366,p456_l18_o05,09v,litura,linitio,S22,F2,,,,74v,Litura ,p456_l18_o05_a,deletio ł planatio,S22,F2,normal,p456_l18_o05_b,S63,F2
367,p456_l20_o07,09v,adminiculo,ausilio,S22,F2,,,,74v,adminiculo ,p456_l20_o07_a,s̃ adium̃to,S22,F2,normal,,,
368,p456_l32_o02,10r,contentus,suffitiens,S22,F2,,,,74v,c̃tentus ,p456_l32_o02_a,+,S22,F2,shorthand,,,
369,p456_l33_o07,10r,temtabo,p,S611,F1,,,,74v,tẽtabo ,p456_l33_o07_a,conabor,S22,F2,normal,,,
370,p457_l04_o06,10v,mere,iđ pure,S22,F2,,,,74v,merę ,p457_l04_o06_a,purae,S22,F2,normal,p457_l04_o06_b,S63,F2
371,p457_l08_o02,10v,superuacua,suꝑflua,S22,F2,,,,74v,suꝑuacua ,p457_l08_o02_a,suꝑflua,S22,F2,normal,,,
372,p457_l10_o03,10v,clementia,misericordia,S22,F2,,,,74v,clem̃tia ,p457_l10_o03_a,misericordia,S22,F2,normal,,,
373,p457_l10_o04,10v,sollertia,prudentia sagacitas,S22,F3,,,,74v,sollertia ,p457_l10_o04_a,sagacitas,S22,F2,normal,p457_l10_o04_b,S63,F2
374,p457_l11_o06,10v,seueritas,crudelitas,S22,F2,,,,74v,Seueritas ,p457_l11_o06_a,asperitas rigor,S22,F2,normal,,,
375,p457_l16_o10,10v,fugo,repẽllo ac,S22,F2,,,,74v,fugo ,p457_l16_o10_a,+,S22,F2,normal,,,
376,p457_l17_o02,10v,stillo,defluo,S22,F2,,,,74v,Stilla ,p457_l17_o02_a,gutta,S22,F2,normal,,,
377,p457_l17_o05,10v,stipulor,int̃rogo ł inꝗro spondeo,S22,F3,,,,74v,Stipula ,p457_l17_o05_a,fistuca,S22,F2,normal,p457_l17_o05_b,S63,F2
378,p457_l18_o02,10v,trutina,libra eꝗ lanx,S23,F3,,,,74v,Trutina ,p457_l18_o02_a,lanx,S22,F2,normal,,,
379,p457_l18_o03,10v,trutino,equo,S22,F2,,,,74v,trutino ,p457_l18_o03_a,pondero,S22,F2,normal,,,
380,p457_l18_o05,10v,machinor,molior fraudẽ g̃ deponens,S23,F3,,,,74v,Machina ,p457_l18_o05_a,ędificiũ,S222,F2,normal,p457_l18_o05_b,S63,F3
381,p457_l19_o02,10v,nundine,mercata pubica,S23,F3,,,,74v,Nundinę ,p457_l19_o02_a,mercatũ,S22,F2,normal,,,
382,p457_l19_o03,10v,nundinor,mercator,S22,F2,,,,74v,nundinor ,p457_l19_o03_a,merchor,S22,F2,normal,,,
383,p457_l20_o01,10v,aquor,aquã deportor,S23,F3,,,,75r,Aquor ,p457_l20_o01_a,rigo,S22,F2,normal,,,
384,p457_l20_o07,10v,quadra,qͣsi diuido,S22,F2,,,,75r,Quadra ,p457_l20_o07_a,dr̃ pars quadrata ł in q +++,S23,F4,normal,p457_l20_o07_b,S63,F2
385,p457_l21_o11,11r,multo,uindico punio,S22,F3,,,,75r,multo ,p457_l21_o11_a,c̃d̃ẽno,S22,F2,normal,p457_l21_o11_b,S63,F2
386,p457_l22_o03,11r,rixo,obiurgo,S22,F2,,,,75r,rixo ,p457_l22_o03_a,contendo,S22,F2,normal,,,
387,p457_l22_o05,11r,lixa,ł aqua/mercenarius,S22,F3,,,,75r,Lixa ,p457_l22_o05_a,seruus militũ s. mercenarius,S23,F3,normal,,,
388,p457_l23_o02,11r,bachor,ł idem stomachorł irascor,S22,F3,,,,75r,bachor ,p457_l23_o02_a,sęuio,S22,F2,normal,,,
389,p457_l26_o07,11r,prob;,idoneus strenuus sagax,S22,F3,,,,75r,probus ,p457_l26_o07_a,bonus +,S22,F3,normal,p457_l26_o07_b,S63,F2
390,p457_l26_o11,11r,opacus,spissus ũbrosus ,S22,F3,,,,75r,Opacus ,p457_l26_o11_a,densus,S22,F2,normal,p457_l26_o11_b,S63,F2
391,p457_l27_o04,11r,amico,amititias cõpono,S23,F3,,,,75r,amico ,p457_l27_o04_a,++,S23,F3,shorthand,,,
392,p457_l27_o10,11r,fedus,turpis ,S22,F2,,,,75r,Foedus ,p457_l27_o10_a,turpis,S22,F2,normal,p457_l27_o10_b,S63,F2
393,p457_l28_o01,11r,foedo,amiciciã sig̃ne,S23,F3,,,,75r,Foedo ,p457_l28_o01_a,turpo,S22,F2,normal,,,
394,p457_l28_o04,11r,uagus,instans,S22,F2,,,,75r,Vagus ,p457_l28_o04_a,+,S22,F2,shorthand,p457_l28_o04_b,S63,F2
395,p457_l28_o09,11r,pio,purgo,S22,F2,,,,75r,pio ,p457_l28_o09_a,mundo,S22,F2,normal,p457_l28_o09_b,S63,F3
396,p457_l30_o06,11r,serenus,tranquillus,S22,F2,,,,75r,Serenꝰ ,p457_l30_o06_a,tranquillus ł mitis,S22,F3,normal,,,
397,p457_l30_o10,11r,unas,ad,S611,F1,,,,75r,aduno ,p457_l30_o10_a,c̃iungo,S22,F2,normal,,,
398,p457_l31_o02,11r,hibernus,dr̃ ultima pars hiemis,S23,F4,,,,75r,Hibernꝰ ,p457_l31_o02_a,+++,S53,F4,shorthand,p457_l31_o02_b,S63,F2
399,p457_l32_o03,11r,obliquus,c̃tortus,S22,F2,,,,75r,Obliquus ,p457_l32_o03_a,curuus ł inclinatꝰ ++/inęqualis,S23,F4,shorthand,p457_l32_o03_b,S63,F2
400,p457_l33_o02,11r,ignarus,inscius,S22,F2,,,,75r,ignarꝰ ,p457_l33_o02_a,inscius,S22,F2,normal,,,
401,p457_l33_o11,11r,dilato,ãplifico,S22,F2,,,,75r,delato ,p457_l33_o11_a,ãplifico,S22,F2,normal,p457_l33_o11_b,S22,F3
402,p457_l34_o05,11r,apto,c̃iungo assotio,S22,F3,,,,75r,Apto ,p457_l34_o05_a,accõmodo,S22,F2,normal,,,
403,p457_l34_o08,11r,sollicito,curã ago,S23,F4,,,,75r,Solllicito ,p457_l34_o08_a,curo,S22,F2,normal,,,
404,p457_l35_o01,11r,cruentus,atrox crudelus,S22,F3,,,,75r,Cruentꝰ ,p457_l35_o01_a,sangui nolentus,S23,F3,normal,,,
405,p457_l35_o05,11r,laxus,ñ bene c̃iuntus,S23,F3,,,,75r,Laxus ,p457_l35_o05_a,dimissus,S22,F2,normal,,,
406,p457_l35_o06,11r,laxo,relinquo,S22,F2,,,,75r,Laxo ,p457_l35_o06_a,dimitto,S22,F2,normal,p457_l35_o06_b,S63,F2
407,p457_l35_o09,11r,uiduus,quasi diuisus/a muliere,S23,F3,,,,75r,Viduus ,p457_l35_o09_a,desertus,S22,F2,normal,p457_l35_o09_b,S63,F2
408,p458_l01_o05,11r,fixis,dr̃ stabilis,S22,F4,,,,75r,fixis ,p458_l01_o05_a,sb̶ nominib (fiunt uerba?),S53,F4,shorthand,p458_l01_o05_b,S63,F2
409,p458_l02_o10,11r,stimulo,pungo,S22,F2,,,,75r,Stimulo ,p458_l02_o10_a,incito,S22,F2,normal,,,
410,p458_l03_o06,11r,terminus,finis meta,S22,F3,,,,75r,T̃minꝰ ,p458_l03_o06_a,finis,S22,F2,normal,,,
411,p458_l02_o02,11r,grecor,more grecorũ ago,S23,F4,,,,75r,gręcor ,p458_l02_o02_a,grece loquor,S23,F4,normal,,,
412,p458_l02_o05,11r,uulgus,multitudo ho/minum,S23,F3,,,,75r,Vulgus ,p458_l02_o05_a,populus insipiens,S23,F3,normal,,,
413,p458_l02_o06,11r,uulgo,manifesto,S22,F2,,,,75r,Vulgo ,,,,,,p458_l02_o06_a,S63,F3
414,p458_l03_o10,11r,perenno,toto anno inopere persisto,S23,F4,,,,75r,ꝑenno ,p458_l03_o10_a,ꝓtelo,S22,F2,normal,p458_l03_o10_b,S63,F2
415,p458_l05_o07,11r,stomachor,irascor /ł  insanio,S22,F3,,,,75r,Stomachor ,p458_l05_o07_a,irascor,S22,F2,normal,p458_l05_o07_b,S63,F2
416,p458_l06_o06,11r,libũ,sacrificͥũ,S22,F2,,,,75r,Libũ ,p458_l06_o06_a,libam̃/p̃gustatio,S22,F3,normal,p458_l06_o06_b,S4181,F4
417,p458_l06_o11,11r,uelo,cooperio,S22,F2,,,,75r,uelo ,p458_l06_o11_a,operio,S22,F2,normal,,,
418,p458_l06_o13,11r,colum,ubi lac mundatur,S23,F4,,,,75r,Colũ ,p458_l06_o13_a,anus,S22,F2,normal,p458_l06_o13_b,S63,F3
419,p458_l07_o06,11v,peculiũ,pro onum substantia ponitur,S23,F4,,,,75r,Peculiũ ,p458_l07_o06_a,possessio ++,S22,F3,shorthand,p458_l07_o06_b,S63,F2
420,p458_l07_o07,11v,peculior,peculiã aufero,S23,F4,,,,75r,depeculor ,p458_l07_o07_a,deuasto,S22,F2,normal,,,
421,p458_l08_o09,11v,armo,accingo,S22,F2,,,,75r,armo ,,,,,,,,
422,p458_l08_o12,11v,stagnũ,aqua q; ñ decurritur,S23,F4,,,,75r,Stagnũ ,p458_l08_o12_a,genꝰ m&alli & dr̃ lacꝰ +++,S23,F4,normal,p458_l08_o12_b,S63,F2
423,p458_l11_o03,11v,liber,ingenuus,S22,F2,,,,75r,liber ,p458_l11_o03_a,ingenuus / filius,S22,F3,normal,,,
424,p458_l11_o04,11v,libero,eripio,S22,F2,,,,75r,libero ,p458_l11_o04_a,liberũ facio/eripio,S23,F4,normal,,,
425,p458_l11_o06,11v,sacer,sc̃r,S22,F2,,,,75r,Sacer ,p458_l11_o06_a,sc̃s,S22,F2,normal,,,
426,p458_l11_o07,11v,sacro,scĩfico,S22,F2,,,,75r,sacro ,,,,,,p458_l11_o07_a,S63,F2
427,p458_l11_o11,11v,peragro,incedo,S22,F2,,,,75r,ꝑagro ,p458_l11_o11_a,ꝑlustro,S22,F2,normal,,,
428,p458_l12_o05,11v,miseror,acõ,S22,F2,,,,75r,miseror ,p458_l12_o05_a,++++,S333,F4,shorthand,p458_l12_o05_b,S63,F2
429,p458_l14_o01,11v,saturo,satio,S22,F2,,,,75r,Saturo ,p458_l14_o01_a,satio,S22,F2,normal,,,
430,p458_l17_o05,11v,contio,coadunatio,S22,F2,,,,75r,contio ,p458_l17_o05_a,multitudo ++,S23,F3,normal,p458_l17_o05_b,S63,F2
431,p458_l17_o07,11v,contionor,multitudini alloquor,S23,F3,,,,75r,Ctionor ,p458_l17_o07_a,c̃tionẽ alloquor,S23,F4,normal,p458_l17_o07_b,S63,F2
432,p458_l18_o01,11v,ordino,dispono,S22,F2,,,,75r,Ordino ,p458_l18_o01_a,+,S22,F2,shorthand,,,
433,p458_l19_o13,11v,exulo,extra solũ eitio,S25,F3,,,,75r,exulo ,p458_l19_o13_a,peregrinor,S22,F2,normal,,,
434,p458_l21_o05,11v,uber,habundans,S22,F2,,,,75r,Vber ,p458_l21_o05_a,copiosus,S22,F2,normal,,,
435,p458_l21_o06,11v,ubero, abundo,S22,F2,,,,75r,exubero ,p458_l21_o06_a,abundo,S22,F2,normal,,,
436,p458_l21_o08,11v,agger,tumultus,S22,F2,,,,75r,Agger ,p458_l21_o08_a,cumulus t̃rę,S23,F3,normal,,,
437,p458_l21_o09,11v,agero, c̃grego,S22,F2,,,,75r,aggero ,p458_l21_o09_a,accumulo,S22,F2,normal,,,
438,p458_l23_o09,11v,robur,fortitudo,S22,F2,,,,75r,Robur ,p458_l23_o09_a,uirtus,S22,F2,normal,p458_l23_o09_b,S63,F2
439,p458_l23_o10,11v,roboro,c̃firmo,S22,F2,,,,75r,roboro ,p458_l23_o10_a,firmo,S22,F2,normal,,,
440,p458_l24_o05,11v,murmur,tumultus,S22,F2,,,,75r,Murmur ,,,,,,p458_l24_o05_a,S63,F2
441,p458_l25_o06,11v,nugas,uanꝰ / ł inutilis /recedens a lege,S23,F3,,,,75r,nugas ,p458_l25_o06_a,turpis,S22,F2,normal,p458_l25_o06_b,S63,F2
442,p458_l25_o08,11v,nugor,efecero desitio de(cur)so,S22,F3,,,,75r,nugor ,,,,,,p458_l25_o08_a,S63,F2
443,p458_l26_o01,11v,uas ,fideiussor,S22,F2,,,,75r,Vas ,p458_l26_o01_a,(qđ rustice dr̃) uuatges,S21,F4,normal,,,
444,p458_l26_o03,11v,uador,uadiũ do,S54,F4,,,,75r,Vador ,p458_l26_o03_a,+++ transeo,S22,F3,shorthand,p458_l26_o03_b,S63,F2
445,p458_l26_o07,11v,aries,aliquantã machinã,S222,F3,,,,75r,aries ,p458_l26_o07_a,+,S23,F4,shorthand,,,
446,p458_l27_o02,11v,comitor,simul /tecũ ꝑergo,S23,F3,,,,75r,comitor ,p458_l27_o02_a,subsequor,S22,F2,normal,,,
447,p458_l27_o05,11v,sedo,pacifico,S22,F2,,,,75r,sedo ,p458_l27_o05_a,mitigo/placo,S22,F3,normal,p458_l27_o05_b,S63,F2
448,p458_l27_o07,11v,locuples,diues copios,S22,F3,,,,75r,Locuples ,p458_l27_o07_a,diues,S22,F2,normal,p458_l27_o07_b,S63,F2
449,p458_l27_o08,11v,locuplo,habundo,S22,F2,,,,75r,Locup&to ,p458_l27_o08_a,diues efficio dito,S23,F3,normal,,,
450,p458_l28_o04,12r,heredo,hereditatẽ aufero,S54,F3,,,,75r,Exheredo ,p458_l28_o04_a,++++,S23,F4,shorthand,,,
451,p458_l28_o10,12r,turpo,fodo deformo,S22,F3,,,,75r,turpo ,p458_l28_o10_a,fedo,S22,F2,normal,,,
452,p458_l29_o03,12r,tenuo,minuo,S22,F2,,,,75r,tenuo ,,,,,,p458_l29_o03_a,S63,F2
453,p458_l29_o05,12r,tristis,Dolens / mestus,S22,F3,,,,75r,Tristis ,p458_l29_o05_a,merens,S22,F2,normal,,,
454,p458_l29_o09,12r,testor,confirmo,S22,F2,,,,75r,detestor ,p458_l29_o09_a,abominor,S22,F2,normal,,,
455,p458_l31_o02,12r,decus,uentus /honor,S22,F3,,,,75r,Decus ,p458_l31_o02_a,honor,S22,F2,normal,,,
456,p458_l31_o03,12r,decoro,orno /uenusto,S22,F3,,,,75r,decoro ,p458_l31_o03_a,orno,S22,F2,normal,,,
457,p458_l31_o05,12r,ulcus,dicitur qđ ex carne ꝓcedit ut scabies sanies,S23,F4,,,,75r,Vlcus ,,,,,,p458_l31_o05_a,S23,F4
458,p458_l31_o08,12r,pondus,honus m̃surae,S23,F3,,,,75r,Pondus ,p458_l31_o08_a,onus,S22,F2,normal,,,
459,p458_l31_o09,12r,pondero,libro equo,S23,F3,,,,75r,pondero ,p458_l31_o09_a,onero,S22,F2,normal,,,
460,p458_l32_o05,12r,munus,qͣsi munus tribuo,S23,F3,,,,75r,Munus ,p458_l32_o05_a,donũ,S22,F2,normal,,,
461,p459_l01_o06,12r,fraus,dr̃ furtũ deceptio,S22,F3,,,,75v,Fraus ,p459_l01_o06_a,deceptio,S22,F2,normal,,,
462,p459_l02_o01,12r,nex,mors int̃emptio,S22,F3,,,,75v,Nex ,p459_l02_o01_a,mors,S22,F2,normal,p459_l02_o01_b,S63,F3
463,p459_l02_o05,12r,uindex,ultor,S22,F2,,,,75v,Vindex ,p459_l02_o05_a,ultor,S22,F2,normal,,,
464,p459_l02_o07,12r,uindico,punio /ulciscor,S22,F3,,,,75v,uindico ,p459_l02_o07_a,ulciscor,S22,F2,normal,,,
465,p459_l03_o01,12r,remex,nauigator ,S22,F2,,,,75v,Remex ,p459_l03_o01_a,gub̶nator nauiũ,S23,F3,normal,,,
466,p459_l03_o05,12r,lego ,dispono astruo c̃firmo,S22,F3,,,,75v,lego ,p459_l03_o05_a,legẽ facio +++,S23,F4,shorthand,p459_l03_o05_b,S63,F2
467,p459_l03_o08,12r,eradico,euełło,S52,F2,,,,75v,radico ,p459_l03_o08_a,fundo,S22,F2,normal,p459_l03_o08_b,S63,F2
468,p459_l04_o02,12r,cornicor,inanit̃ loquor ł garrio / more cornicis,S23,F3,,,,75v,cornicor ,p459_l04_o02_a,inanit̃ loquor,S23,F4,normal,,,
469,p459_l04_o09,12r,pernocto,peruigilo,S22,F2,,,,75v,ꝑnocto ,p459_l04_o09_a,ꝑuigilo,S22,F2,normal,p459_l04_o09_b,S63,F2
470,p459_l05_o01,12r,mercs,lucrũ,S22,F2,,,,75v,Merx ,p459_l05_o01_a,mercimoniũ,S22,F2,normal,p459_l05_o01_b,S63,F2
471,p459_l05_o09,12r,p̃ceps,impello ,S22,F2,,,,75v,Pręceps ,p459_l05_o09_a,p̃cipiciũ,S22,F2,normal,p459_l05_o09_b,S63,F2
472,p459_l07_o07,12r,aestuo,ebullio ł tardeo,S22,F3,,,,75v,ęstuo ,p459_l07_o07_a,caleo,S22,F2,normal,,,
473,p459_l08_o01,12r,tumultus,quasi timor multꝰ,S54,F3,,,,75v,Tumultꝰ ,p459_l08_o01_a,(quasi timor)? multꝰ,S22,F3,shorthand,p459_l08_o01_b,S63,F2
474,p459_l08_o02,12r,tumultuo,c̃tendo,S22,F2,,,,75v,tumultuor ,p459_l08_o02_a,tumultũ facio,S25,F4,normal,,,
475,p459_l08_o10,12r,rabies,insa(nia),S22,F2,,,,75v,Rabies ,p459_l08_o10_a,am̃tia insania,S22,F3,normal,p459_l08_o10_b,S63,F2
476,p459_l09_o03,12r,macies,tenuitas corporis,S23,F3,,,,75v,Macies ,p459_l09_o03_a,macredo,S22,F2,normal,,,
477,p459_l13_o05,12r,nutus,potestas,S22,F2,,,,75v,Notus ,p459_l13_o05_a,notam̃,S22,F2,normal,,,
478,p459_l13_o03,12r,nisus,conamen,S22,F2,,,,75v,nisus ,p459_l13_o03_a,conam̃,S22,F2,normal,p459_l13_o03_b,S63,F3
479,p459_l19_o09,12v,scriba,doctor ñ officiale,S23,F3,,,,75v,scriba ,p459_l19_o09_a,lege peritꝰ,S23,F3,normal,p459_l19_o09_b,S63,F2
480,p459_l22_o10,12v,cedes,hec,S313,F2,,,,75v,cędes ,p459_l22_o10_a,strages ł occisio,S22,F3,normal,p459_l22_o10_b,S63,F2
481,p459_l23_o04,12v,lues,hec,S313,F2,,,,75v,lues ,p459_l23_o04_a,pestis,S22,F2,normal,,,
482,p459_l23_o08,12v,strues,hec,S313,F2,,,,75v,strues ,p459_l23_o08_a,c̃geries,S22,F2,normal,,,
483,p459_l24_o05,12v,parcus,abstinens,S22,F2,,,,75v,parcus ,p459_l24_o05_a,abstinens,S22,F2,normal,,,
484,p459_l25_o02,12v,pando,aperio manifesto,S22,F3,,,,75v,Pando ,p459_l25_o02_a,aperio,S22,F2,normal,,,
485,p459_l25_o04,12v,pandus,manifestus,S22,F2,,,,75v,pandus ,p459_l25_o04_a,aꝑtus patulus,S22,F3,normal,p459_l25_o04_b,S63,F2
486,p459_l25_o08,12v,ludo,dis,S611,F2,,,,75v,Ludo ,p459_l25_o08_a,ioco,S22,F2,normal,,,
487,p459_l31_o07,12v,formido,timor,S22,F2,,,,75v,Formido ,p459_l31_o07_a,paueo,S22,F2,normal,,,
488,p459_l34_o09,12v,respondent,resonant,S22,F2,,,,75v,respondent ,p459_l34_o09_a,sb̶ uerba,S415,F2,normal,,,
489,p460_l14_o09,13r,superuacuo,exsuperfluo,S22,F2,,,,76r,suꝑuacuo ,p460_l14_o09_a,suꝑfluo,S22,F2,normal,,,
490,p461_l05_o10,14r,inesco,cibũ tribuo,S23,F3,,,,76r,inęsco. ,p461_l05_o10_a,pasco,S22,F2,normal,p461_l05_o10_b,S63,F2
491,p461_l10_o02,14r,radio,luceo splendeo,S22,F3,,,,76v,radio ,p461_l10_o02_a,splendeo,S22,F2,normal,,,
492,p461_l10_o04,14r,humo,sepelio/cooperio,S22,F3,,,,76v,Humus ,p461_l10_o04_a,tellus,S22,F2,normal,,,
493,p461_l11_o04,14r,cacumino,exacuo,S22,F2,,,,76v,cacumino ,p461_l11_o04_a,erigo,S22,F2,normal,,,
494,p461_l17_o01,14r,scortũ,meretrix,S22,F2,,,,76v,Scortum ,p461_l17_o01_a,stuprũ,S22,F2,normal,p461_l17_o01_b,S63,F2
495,p461_l17_o06,14r,ingurgito,in mergo,S22,F3,,,,76v,ingurgito ,,,,,,p461_l17_o06_a,S63,F2
496,p461_l18_o06,14r,ingurgitasses,p̃cipitasses,S22,F2,,,,76v,ingurgitasses ,p461_l18_o06_a,immersisses,S22,F2,normal,,,
497,p461_l19_o07,14r,procrastino,ꝓduco in cras,S54,F4,,,,76v,ꝓcrastino ,p461_l19_o07_a,ꝓtelo ꝓlongo,S22,F3,normal,p461_l19_o07_b,S63,F2
498,p461_l20_o02,14r,conperendino,ꝑmaneο ł tardo.,S22,F3,,,,76v,Comꝑendino ,p461_l20_o02_a,s. ꝓlongo,S22,F2,normal,p461_l20_o02_b,S63,F2
499,p462_l06_o07,14v,uello,rũpo,S22,F2,,,,76v,uello ,p462_l06_o07_a,carpo,S22,F2,normal,,,
500,p462_l08_o06,15r,frondico,frondes auello,S23,F3,,,,76v,Frondis ,p462_l08_o06_a,(gñs ẽ ne fier& dubitatio ab eo qđ ÷) frons -tis,S24,F4,shorthand,,,
501,p462_l08_o07,15r,debilico,infirmo,S22,F2,,,,76v,frondico ,,,,,,p462_l08_o07_a,S63,F2
502,p462_l09_o04,15r,gratulor,gaudeo,S22,F2,,,,76v,Gratulor ,p462_l09_o04_a,gratias ago ł gaudeo,S22,F3,normal,,,
503,p462_l10_o03-04,15r,opẽ tuli,adiuuaui,S22,F2,,,,76v,Opẽ tuli ,p462_l10_o03-04_a,auxiliũ dedi,S22,F4,normal,p462_l10_o03-04_b,S63,F2
504,p462_l10_o05,15r,opitulor,auxilior,S22,F2,,,,76v,opitulor ,p462_l10_o05_a,adiuuo,S22,F2,normal,,,
505,p462_l10_o06,15r,presto,accõmodo,S22,F2,,,,76v,Pręsto ,p462_l10_o06_a,dono,S22,F2,normal,,,
506,p462_l10_o07,15r,prestolor,expecto,S22,F2,,,,76v,p̃stolor ,p462_l10_o07_a,expecto,S22,F2,normal,,,
507,p462_l11_o09,15r,litigo,contendo,S22,F2,,,,76v,Mitigo ,p462_l11_o09_a,placo,S22,F2,normal,,,
508,p462_l15_o09,15r,penetro,funditꝰ intro,S22,F3,,,,77r,penetro ,p462_l15_o09_a,subintro +++,S22,F3,shorthand,,,
509,p462_l16_o01,15r,temere,p̃sũtiose,S22,F2,,,,77r,temere ,p462_l16_o01_a,p̃sumptiose,S22,F2,normal,p462_l16_o01_b,S63,F2
510,p462_l16_o02,15r,temero,contẽno,S22,F2,,,,77r,Temero ,p462_l16_o02_a,p̃sumo .s. molo ł maculo,S22,F3,normal,,,
511,p462_l17_o03,15r,diutius,longius,S22,F2,,,,77r,diutius ,p462_l17_o03_a,longius,S22,F2,normal,,,
