lemma_id,folio_VLO41,lemma_VLO41,gloss_VLO41,gloss_type_VLO41,gloss_form_VLO41,marginal_note_id_VLO41,marginal_note_type_VLO41,marginal_note_form_VLO41,folio_Bamberg,lemma_Bamberg,gloss_id,gloss_Bamberg,gloss_type_Bamberg,gloss_form_Bamberg,nature,marginal_note_id_Bamberg,marginal_note_type_Bamberg,marginal_note_form_Bamberg,page,folio,lemma,gloss_id_Latin7499,gloss,gloss_type,gloss_form,marginal_note_id,marginal_note_type,marginal_note_form
p453_l19_o03,07r,torreo ,arefio uro,S22,F2,,,,73r,Torreo ,p453_l19_o03_a,uro,S22,F2,normal,p453_l19_o03_b,S63,F2,p453,77r,Torreo ,p453_l19_o03_a,uro,S22,F2,p453_l19_o03_b,S5,F5
p453_l19_o07,07r,rapio ,tollo /aufero,S22,F3,,,,73r,Rapio ,p453_l19_o07_a,aufero,S22,F2,normal,,,,p453,77r,Rapio ,p453_l19_o07_a,aufero,S22,F2,,,
p453_l20_o02,07r,uiuidus,sagax & agilis,S22,F3,,,,73r,uiuidus ,p453_l20_o02_a,uitalis,S22,F2,normal,p453_l20_o02_b,S63,F3,p453,77r,uiuidus ,p453_l20_o02_a,uitalis uelox agilis acutus,S22,F3,,,
p453_l26_o09,07r,cedes,clades ꝑcutio,S22,F3,,,,73r,cędes ,p453_l26_o09_a,+,S22,F2,shorthand,,,,p453,77r,cędes ,p453_l26_o09_a,pescis/occidio/homicidiũ,S22,F3,,,
p453_l27_o02,07r,struo,congero,S22,F2,,,,73r,struo ,p453_l27_o02_a,ędifico,S22,F2,normal,,,,p453,77r,Struo ,p453_l27_o02_a,edifico,S22,F2,,,
p453_l28_o05,07r,torquis,circulus aureus /a torquendo,S23,F3,,,,73r,torquis ,p453_l28_o05_a,ornam̃tũ colli,S23,F3,normal,,,,p453,77r,Torquis ,p453_l28_o05_a,ornam̃tũ colli,p453_l28_o05,F3,,,
p453_l29_o04,07r,fatilis , leuis/qͣsi possibilis,S22,F3,,,,73r,facilis ,p453_l29_o04_a,leuis,S22,F2,normal,,,,p453,77r,facił ,p453_l29_o04_a,leuis,S22,F2,,,
p453_l29_o06,07r,utilis ,uibilis/uelox,S22,F3,,,,73r,utilis ,p453_l29_o06_a,ꝓficuus,S22,F2,normal,,,,p453,77r,utilis ,p453_l29_o06_a,habilis/aptus/ꝓficuus/idoneus,S22,F3,,,
p453_l29_o07,07r,efutio ,inanesco,S22,F2,,,,73r,Effutio ,p453_l29_o07_a,effundo,S22,F2,normal,,,,p453,77r,Effutio ,p453_l29_o07_a,effundo,S22,F2,p453_l29_o07_b,S23,F4
p453_l29_o08,07r,efutilis,uacuus instabilis,S22,F3,,,,73r,effutilis ,p453_l29_o08_a,uanus instab̶is,S22,F3,normal,p453_l29_o08_b,S63,F3,p453,77r,effutił ,p453_l29_o08_a,uanus/ instabilis,S22,F3,p453_l29_o08_b,S25,F5
p453_l28_o12,07r,docibilis,ꝗ facile poti doceri,S23,F4,docibilis dr̃ sermo ꝗ facile  discit᷑,S23,F4,73r,docibilis ,p453_l28_o12_a,facile discens,S23,F3,normal,,,,p453,77r,Docibilis ,p453_l28_o12_a,ł docendo habilis/facile docens,S23,F3,,,
p453_l29_o02,07r,nubilis ,nubilis dr̃ apta ad,S23,F4,,,,73r,nubilis ,p453_l29_o02_a,puella apta (ad nubendum?),S23,F3,shorthand,p453_l29_o02_b,S63,F2,p453,77r,nubił ,p453_l29_o02_a,puella/apta ad/nubendũ,S23,F3,,,
p453_l30_o01,07r,occiduus,occidentalis,S22,F2,,,,73r,occiduus ,p453_l30_o01_a,transitiuus,S22,F2,normal,,,,p453,77r,occiduus ,p453_l30_o01_a,transitiuus,S22,F2,p453_l30_o01_b,S23,F5
p453_l32_o01,07v,strido,sono,S22,F2,,,,73r,Strido ,p453_l32_o01_a,sono,S22,F2,normal,,,,p453,77r,Strido ,p453_l32_o01_a,sono,S22,F2,,,
p453_l32_o04,07v,gerulus,portator,S22,F2,,,,73r,gerulus ,p453_l32_o04_a,portitor,S22,F2,normal,,,,p453,77r,geruł ,p453_l32_o04_a,portitor,S22,F2,,,
p453_l32_o06,07v,legulus,assiduus in lectione,S23,F3,,,,73r,legulus ,p453_l32_o06_a,legens,S22,F2,normal,,,,p453,77r,leguł ,p453_l32_o06_a,legens/ł nauigator,S22,F3,,,
p453_l32_o08,07v,murilegulus,captator  mures,S23,F3,,,,73r,murilegulus ,p453_l32_o08_a,÷ cattꝰ siue pilax. ++ sic uocatꝰ eo qđ/mures legit id ÷ furatur,S23,F4,normal,p453_l32_o08_b,S63,F3,p453,77r,murilegulus ,,,,,p453_l32_o08_b,S23,F5
p453_l33_o08,07v,adoptulus,quasi adoptiuus,S22,F2,,,,73r,adoptulus ,p453_l33_o08_a,adoptiuus,S22,F2,normal,,,,p453,77r,adoptuł. ,p453_l33_o08_a,adoptans /ualde desiderat᷑ Idem est & adoptiuus,S22,F2,,,
p454_l01_o06,07v,uoro ,comedo ,S22,F2,,,,73r,uoro ,,,,,,p454_l01_o06_a,S63,F3,p454,77r,uoro ,p454_l01_o06_a,sorbeo/Glutino,S22,F3,,,
p454_l01_o12,07v,contumeo,suꝑb;,S22,F2,,,,73r,contumeo ,p454_l01_o12_a,inflo suꝑbio,S22,F3,normal,,,,p454,77r,Contumeo ,p454_l01_o12_a,inflo ł suꝑbio,S22,F3,,,
p454_l02_o01,07v,contumax,arrogans c̃tem̃tor ,S22,F3,,,,73r,c̃tumax ,p454_l02_o01_a,suꝑbus,S22,F2,normal,,,,p454,77r,contumax ,p454_l02_o01_a,suꝑbus/uibrans crispans/febricitans,S22,F3,,,
p454_l02_o03,07v,tenax,parcus /auarꝰ ł ꝗcqđ conglutinat,S23,F4,,,,73r,tenax ,p454_l02_o03_a,auarus,S22,F2,normal,,,,p454,77r,tenax ,p454_l02_o03_a,auarus/strictꝰ cupiđ,S22,F3,,,
p454_l03_o01,07v,perspicax,diluciđ manifestꝰ,S22,F3,,,,73r,ꝑspicax ,p454_l03_o01_a,ingeniosus astutꝰ,S22,F3,normal,,,,p454,77r,ꝑspicax ,p454_l03_o01_a,ingeniosus astutus/clarus uigilans,S22,F3,,,
p454_l03_o03,07v,efficax,acius uelox,S22,F3,,,,73r,efficax ,p454_l03_o03_a,efficiens ł potens,S22,F3,normal,,,,p454,77r,efficax ,p454_l03_o03_a,effitiens/ł potens,S22,F3,p454_l03_o03_b,S22,F3
p454_l03_o04,07v,fallo,,,,,,,73r,fallo ,p454_l03_o04_a,(mentior?),S22,F2,shorthand,,,,p454,77r,Fallo ,p454_l03_o04_a,m̃tior,S22,F2,,,
p454_l03_o09,07v,uiuax,ꝗ diu uiuit,S23,F4,,,,73v,uiuax ,p454_l03_o09_a,uiuidus,S22,F2,normal,,,,p454,77v,uiuax ,p454_l03_o09_a,uiuidus,S22,F2,,,
p454_l03_o10,07v,sagio,p̃sagio / diuino,S22,F3,,,,73v,sagio ,p454_l03_o10_a,+,S22,F2,shorthand,,,,p454,77v,Sagio ,p454_l03_o10_a,diuino/ꝓpheto,S22,F3,,,
p454_l04_o01,07v,sagax,agilis astutus,S22,F3,,,,73v,pręsagio ,p454_l04_o01_a,futura p̃dico,S23,F4,normal,,,,p454,77v,pręsagio ,p454_l04_o01_a,fut̃a p̃dico,S23,F4,,,
p454_l04_o04,07v,salax,ꝗ frequent̃ sallit,S23,F4,,,,73v,salax ,p454_l04_o04_a,uelox,S22,F2,normal,p454_l04_o04_b,S63,F2,p454,77v,salax ,p454_l04_o04_a,uelox / qͥ bene potest dire,S23,F4,,,
p454_l05_o07,07v,latex,foris eoqđ latet,S23,F4,,,,73v,latex ,p454_l05_o07_a,fons a latendo (dicitur?),S54,F4,normal,p454_l05_o07_b,S63,F3,p454,77v,latex ,p454_l05_o07_a,aqͣ latens/ a latendo dr̃,S5,F3,,,
p454_l05_o09,07v,uertex,sumitas capitis,S22,F3,,,,73v,uertex ,p454_l05_o09_a,su? ++++ capilli,S23,F5,normal,,,,p454,77v,uertex ,p454_l05_o09_a,sũm pras capitis/Eo qđ ibi uertunt᷑ capille:,S23,F5,p454_l05_o09_b,S23,F5
p454_l09_o07,07v,uocabulũ,dr̃ nom̃ in corporalis rei seu in/animabus,S23,F4,,,,73v,pateo ,p454_l09_o07_a,aperio,S22,F2,normal,p454_l09_o07_b,S63,F3,p454,77v,Pateo ,p454_l09_o07_a,aperio,S22,F2,,,
p454_l12_o03,07v,furibundus,insanꝰ,S22,F2,,,,73v,furibundus ,p454_l12_o03_a,(similis) furenti,S22,F2,normal,,,,p454,77v,Furibundus. ,p454_l12_o03_a,simił furenti,S22,F2,p454_l12_o03_b,S5,F5
p454_l17_o05,08r,scriba,legis doctor,S23,F3,,,,73v,scriba ,p454_l17_o05_a,doctus,S22,F2,normal,,,,p454,77v,scriba ,p454_l17_o05_a,doctꝰ scriptor,S22,F3,p454_l17_o05_b,S23,F5
p454_l17_o07,08r,pronuba,mulier ꝗ disponit nuptias,S23,F4,,,,73v,ꝓnuba ,p454_l17_o07_a,ꝗ nubentib p̃est,S23,F3,normal,p454_l17_o07_b,S63,F2,p454,77v,ꝓnuba ,p454_l17_o07_a,ꝗ nubentib p̃est,S23,F4,p454_l17_o07_b,S23,F5
p454_l18_o03,08r,aduenio,peregrinꝰ,S22,F2,,,,73v,aduena ,p454_l18_o03_a,peregrinꝰ,S22,F2,normal,,,,p454,77v,aduena ,p454_l18_o03_a,ꝗ aliunde aduenit/seu peregrinus,S23,F4,,,
p454_l18_o07,08r,lenio,blandior,S22,F2,,,,73v,lena ,p454_l18_o07_a,ꝑspectrix scupri,S23,F3,normal,,,,p454,77v,Lena ,p454_l18_o07_a,seductrix/ł ꝑspectrix/scru/pri,S22,F3,,,
p454_l18_o05,08r,conuenio,Adolator / deceptrix,S22,F3,,,,73v,c̃uena ,p454_l18_o05_a,simul/ueniens,S23,F3,shorthand,,,,p454,77v,conuena ,p454_l18_o05_a,ꝗ cũ uenit/simul ueniens,S23,F3,,,
p454_l18_o06,08r,conuena,ꝗ simulcũ aliis conuenit,S23,F4,,,,73v,Lenio ,p454_l18_o06_a,sedo/placo,S22,F3,normal,,,,p454,77v,Lenio ,p454_l18_o06_a,placo/ł satis fatio,S22,F3,,,
p454_l19_o07,08r,terrigena,ex t̃ra genitus,S54,F3,,,,73v,terrigena ,p454_l19_o07_a,a t̃ra genitus s. gigas,S54,F3,normal,,,,p454,77v,Terrigena ,p454_l19_o07_a,a t̃ra genitꝰ / siue gigas ꝗ dic/ti st̃/ t̃rę si/łii,S23,F4,,,
p454_l19_o09,08r,conuiua,comescor manduco,S22,F3,,,,73v,c̃uiua ,p454_l19_o09_a,simul uiuens ł uescens,S23,F3,normal,p454_l19_o09_b,S63,F3,p454,77v,conuiua ,p454_l19_o09_a,ꝗ in conuiuio ẽ/ł simul uiuens/ł uescens,S23,F4,,,
p454_l20_o08,08r,suadeo,ortor,S22,F2,,,,73v,suadeo ,p454_l20_o08_a,adoror,S22,F2,normal,,,,p454,77v,Suadeo ,p454_l20_o08_a,adortor,S22,F2,,,
p454_l20_o09,08r,suadela,oratio,S22,F2,,,,73v,suadela ,p454_l20_o09_a,suasie,S22,F2,normal,,,,p454,77v,Suadela ,p454_l20_o09_a,adoracio,S22,F2,,,
p454_l21_o05,08r,lucina,luna,S22,F2,,,,73v,lucina ,p454_l21_o05_a,++ a parien/tib ++,S23,F4,shorthand,,,,p454,77v,Lucina ,p454_l21_o05_a,et inde luna diriuatur ꝑ sincopã dea/quę parientib; lucẽ prestat,S554,F5,,,
p454_l21_o08,08r,ruo,cado,S22,F2,,,,73v,Ruo ,p454_l21_o08_a,cado,S22,F2,normal,,,,p454,77v,Ruo ,p454_l21_o08_a,cado,S22,F2,,,
p454_l21_o09,08r,ruina,euersio,S22,F2,,,,73v,ruina ,p454_l21_o09_a,casus,S22,F2,normal,,,,p454,77v,Ruina ,p454_l21_o09_a,lapsus/casura ł,S22,F3,,,
p454_l21_o10,08r,rapio,tollo,S22,F2,,,,73v,Rapio ,p454_l21_o10_a,aufero,S22,F2,normal,,,,p454,77v,Rapio ,p454_l21_o10_a,aufero,S22,F2,,,
p454_l22_o01,08r,cubo,a cubando,S54,F3,s genꝰ monstri,S23,F3,73v,Cubo ,p454_l22_o01_a,iaceo,S22,F2,normal,p454_l22_o01_b,S54,F3,p454,77v,Cubo ,p454_l22_o01_a,iaceo,S22,F2,,,
p454_l23_o03,08r,epulo,comedo ,S22,F2,,,,73v,epulo ,p454_l23_o03_a,uorax,S22,F2,normal,,,,p454,77v,Epulo ,,,,,p454_l23_o03_a,S4181,F5
p454_l23_o02,08r,epulor,uorax cõmesor,S22,F3,,,,73v,epulor ,p454_l23_o02_a,+,S22,F2,shorthand,,,,p454,77v,epulor ,,,,,p454_l23_o02_b,S22,F3
p454_l23_o05,08r,latro,a latendo,S54,F3,,,,73v,latro ,p454_l23_o05_a,fur,S22,F2,normal,p454_l23_o05_b,S23,F4,p454,77v,Latro ,p454_l23_o05_a,fur a latendo dr̃/ latendo furat᷑,S54,F4,,,
p454_l23_o06,08r,lenio,deceptor,S22,F2,,,,73v,lenio ,p454_l23_o06_a,blandior,S22,F2,normal,,,,p454,77v,Lenio ,p454_l23_o06_a,sedo placo/blandior,S22,F3,,,
p454_l23_o07,08r,leno,seductor,S22,F2,,,,73v,lęno ,p454_l23_o07_a,c̃ciliator scupri,S23,F3,normal,,,,p454,77v,leno ,,,,,p454_l23_o07_b,S23,F5
p454_l23_o08,08r,comedo,gluto,S22,F2,,,,73v,comedo ,,,,,,p454_l23_o08_a,S23,F4,p454,77v,comedo ,,,,,p454_l23_o08_b,S23,F5
p454_l23_o09,08r,palpo,,,,palpo potest dici papilio/at palpo potest dici ?,S22,F4,73v,palpo ,p454_l23_o09_a,tango,S22,F2,normal,p454_l23_o09_b,S63,F2,p454,77v,Palpo ,p454_l23_o09_a,tango,S22,F2,,,
p454_l23_o11,08r,incubo,genꝰ demonũ,S52,F3,,,,73v,incubo ,p454_l23_o11_a,insisto,S22,F2,normal,,,,p454,77v,Incubo ,,,,,p454_l23_o11_b,S5,F5
p454_l25_o07,08r,turpedo,foditas,S22,F2,,,,73v,terpedo ,p454_l25_o07_a,pigritia,S22,F2,normal,,,,p454,78r,torpedo ,,,,,p454_l25_o07_a,S23,F3
p454_l25_o09,08r,cupido,ꝗdã deus,S554,F3,,,,73v,cupido ,p454_l25_o09_a,cupiditas,S22,F2,normal,,,,p454,78r,cupido ,,,,,p454_l25_o09_a,S553,F5
p454_l25_o12,08r,formido,terror timor,S22,F3,,,,73v,formido ,p454_l25_o12_a,timeo,S22,F2,normal,p454_l25_o12_b,S63,F3,p454,78r,formido ,,,,,p454_l25_o12_b,S23,F4
p454_l26_o03,08r,caligo,qͣsi cecitas,S22,F2,,,,73v,caligo ,p454_l26_o03_a,obscuro,S22,F2,normal,,,,p454,78r,caligo ,,,,,p454_l26_o03_b,S23,F5
p454_l26_o04,08r,propago ,ad ui nite res ꝑtinet,S23,F4,,,,73v,ꝓpago ,p454_l26_o04_a,dilato,S22,F2,normal,,,,p454,78r,ꝓpago ,,,,,p454_l26_o04_b,S23,F4
p454_l28_o10,08r,parto,indulgeo,S22,F2,,,,73v,parco ,p454_l28_o10_a,indulgeo,S22,F2,normal,,,,p454,78r,parco ,,,,,p454_l28_o10_a,S5,F5
p454_l29_o09,08r,pandus,aprtus,S22,F2,,,,73v,pandus ,p454_l29_o09_a,manifestꝰ/patulus,S22,F3,normal,,,,p454,78r,pandus ,p454_l29_o09_a,aꝑtꝰ latꝰ/manifestꝰ/patulus,S22,F3,,,
p454_l29_o11,08r,lucꝰ,nemora silua,S22,F3,,,,73v,lucus ,p454_l29_o11_a,silua densa,S23,F3,normal,p454_l29_o11_b,S63,F2,p454,78r,lucus ,p454_l29_o11_a,densa silua,S23,F3,p454_l29_o11_b,S23,F5
p454_l30_o01,08r,arceo,uello,S22,F2,,,,73v,Arceo ,p454_l30_o01_a,cohibeo,S22,F2,normal,,,,p454,78r,arceo ,p454_l30_o01_a,stringo/cohibeo,S22,F3,,,
p454_l30_o02,08r,arcus,ab arcendo,S54,F3,,,,73v,arcus. ,p454_l30_o02_a,++,S54,F3,shorthand,,,,p454,78r,archus ,p454_l30_o02_a,ab arcendis,S54,F3,,,
p454_l30_o03,08r,metuo, aciđt,S42,F2,,,,73v,Metuo ,p454_l30_o03_a,timeo,S22,F2,normal,p454_l30_o03_b,S63,F2,p454,78r,metuo ,p454_l30_o03_a,timeo,S22,F2,,,
p454_l30_o10,08r,inscius,noscius,S22,F2,,,,73v,inscius ,p454_l30_o10_a,insciens,S22,F2,normal,,,,p454,78r,inscius ,p454_l30_o10_a,ꝗ nescit,S23,F4,,,
p454_l31_o01,08r,p̃scius,antescius,S22,F2,,,,73v,prescius. ,p454_l31_o01_a,p̃sciens,S22,F2,normal,,,,p454,78r,p̃scius ,p454_l31_o01_a,p̃sciens ft̃a,S23,F3,,,
p454_l31_o07,08r,inuideo,ꝗ fert inuidiã,S23,F4,,,,73v,inuidus ,p454_l31_o07_a,inuidꝰ ÷ ꝗ inuid& : Inuidiosꝰ ꝗ (alterius inuidia paritur),S23,F4,shorthand,,,,p454,78r,inuidus ,p454_l31_o07_a,inuidus ẽ ꝗ inuid& inuidiosus / ꝗ alterius inuidiã patitur,S23,F5,,,
p454_l32_o08,08v,ueneficus,tentator ł seductor,S22,F3,,,,73v,ueneficus ,p454_l32_o08_a,maliciosus,S22,F2,normal,,,,p454,78r,ueneficus. ,p454_l32_o08_a,uenenũ faciens/ł malitiosus,S23,F4,p454_l32_o08_b,S13,F5
p454_l33_o03,08v,fatidicus,diuͥnꝰ,S22,F2,,,,73v,fatidicus ,p454_l33_o03_a,fatũ dicens,S25,F3,normal,,,,p454,78r,fatidicus ,p454_l33_o03_a,fata dicens,S25,F3,,,
p454_l33_o09,08v,beneuolus,ꝗ bene uult ,S23,F4,,,,73v,beniuolus ,p454_l33_o09_a,bene uolens,S25,F3,normal,,,,p454,78r,beniuolus ,p454_l33_o09_a,beneuolens,S22,F2,,,
p455_l02_o11,08v,uadũ,locus in fluminib;,S23,F3,,,,73v,uadũ ,p455_l02_o11_a,mare,S22,F2,normal,p455_l02_o11_b,S63,F2,p455,78r,uadũ ,p455_l02_o11_a,aqͣ tenuis/ a uado,S5,F3,,,
p455_l03_o05,08v,scalprum,ab incidendũ,S23,F3,,,,73v,sculprum ,p455_l03_o05_a,ferrem̃tũ +++,S22,F2,shorthand,,,,p455,78r,scalprũ ,p455_l03_o05_a,ferrum quo scalpunt/carpentarii/ł sculprũ,S23,F4,,,
p455_l03_o07,08v,fulcrũ,ornamentũ lecti,S23,F3,,,,73v,fulcrũ ,p455_l03_o07_a,ornam̃tũ lecti,S23,F3,normal,p455_l03_o07_b,S4181,F4,p455,78r,fulcrũ ,,,,,p455_l03_o07_a,S8141,F5
p455_l09_o13,08v,cornicen,cornu carens,S24,F3,,,,73v,cοrnicen ,p455_l09_o13_a,cornu canens,S25,F3,normal,,,,p455,78r,cornicen ,p455_l09_o13_a,ꝗ cornu canit/ł cornu carens,S23,F4,,,
p455_l09_o14,08v,liticen,lituo canens,S24,F3,,,,73v,Liticen ,p455_l09_o14_a,litũ canens,S25,F3,normal,,,,p455,78r,liticen ,p455_l09_o14_a,ꝗ litia cañ ÷/musa,S23,F4,,,
p455_l09_o15,08v,tibicen,musatores,S22,F2,,,,73v,tubicen ,p455_l09_o15_a,tuba canens,S25,F3,normal,,,,p455,78r,tubicen ,p455_l09_o15_a,ꝗ tuba cañ,S23,F4,,,
p455_l10_o05,08v,compos,sotius siue effector uotiui,S22,F3,,,,73v,compos ,p455_l10_o05_a,adeptor uoti,S23,F3,normal,,,,p455,78r,cõpos. ,p455_l10_o05_a,effector uoti ł adeptor uoti/ł cõpositor ornam̃ti ł uoluntatis,S23,F3,,,
p455_l11_o01,08v,opifex,adiutoriũ fatiens,S23,F3,,,,73v,opifex ,p455_l11_o01_a,opꝰ faciens,S25,F3,normal,,,,p455,78r,opifex ,p455_l11_o01_a,opꝰ fatiens,S25,F3,,,
p455_l11_o09,08v,obex,oppositio,S22,F2,,,,74r,Obex ,p455_l11_o09_a,repagulũ,S22,F2,normal,p455_l11_o09_b,S63,F3,p455,78r,obex ,p455_l11_o09_a,Repaculũ qđ ostio/obicitur,S23,F4,,,
p455_l12_o01,08v,p̃ses,ꝗ alios excellit,S23,F4,,,,74r,pręses ,p455_l12_o01_a,iudex,S22,F2,normal,,,,p455,78r,p̃ses ,p455_l12_o01_a,iudex,S22,F2,,,
p455_l12_o05,08v,deses,stultꝰ inconstans desidios,S22,F3,,,,74r,deses ,p455_l12_o05_a,pigris ł stultꝰ negligens,S22,F3,normal,,,,p455,78r,deses ,p455_l12_o05_a,piger stultus/ł neglegens,S22,F3,,,
p455_l12_o07,08v,quies,reꝗes,S22,F2,,,,74r,quies  ,,,,,,p455_l12_o07_a,S63,F2,p455,78r,quies ,,,,,p455_l12_o07_a,S313,F5
p455_l18_o10,09r,orac[ulũ],responsũ diuinũ,S22,F3,,,,74r,Oraculũ ,p455_l18_o10_a,(responsum diuinum),S23,F3,shorthand,,,,p455,78v,Oraculum ,p455_l18_o10_a,Responsum/diuinũ,S23,F3,p455_l18_o10_b,S5,F5
p455_l19_o02,09r,ꝓpugnanculũ,torris ubi pugnatiũ,S23,F3,,,,74r,Propugnaculũ ,p455_l19_o02_a,defensio,S22,F2,normal,p455_l19_o02_b,S63,F2,p455,78v,Propugnaculũ ,p455_l19_o02_a,summa pars muri,S23,F3,,,
p455_l19_o06,09r,munimentũ,ꝓtectio ł tutela / scutũ,S22,F3,,,,74r,Munim̃tũ ,p455_l19_o06_a,tutam̃ ÷ defensio,S22,F3,normal,,,,p455,78v,Munimentũ ,p455_l19_o06_a,tutamen ÷ defensio,S22,F3,,,
p455_l20_o01,09r,alimentũ,cib; qualiscũq; /pabulũ,S22,F3,,,,74r,alim̃tũ ,p455_l20_o01_a,nutrim̃tũ,S22,F2,normal,,,,p455,78v,Alimentũ ,p455_l20_o01_a,Nutrimentũ,S22,F2,p455_l20_o01_b,S313,F3
p455_l20_o02,09r,incrementũ,aum̃tũ increm̃tũ,S22,F3,,,,74r,Increm̃tũ ,p455_l20_o02_a,augm̃tũ,S22,F2,normal,,,,p455,78v,Incrementũ ,p455_l20_o02_a,augm̃tũ,S22,F2,p455_l20_o02_b,S313,F3
p455_l20_o03,09r,solamen,Solatiũ / auxiliũ,S22,F3,,,,74r,Solam̃ ,p455_l20_o03_a,c̃solatio,S22,F2,normal,,,,p455,78v,Solamen ,p455_l20_o03_a,consolatio/adiutoriũ,S22,F3,,,
p455_l20_o06,09r,fl[amen],[sa]cerdotũ iouis significat,S554,F4,,,,74r,flam̃ ,p455_l20_o06_a,spiritus,S554,F2,normal,,,,p455,78v,Flamen ,p455_l20_o06_a,sp̃s seuius uentorũ/÷ flatus,S554,F3,p455_l20_o06_b,S23,F5
p455_l21_o01,09r,liquamen,res humida ◌͛ humida res,S22,F3,,,,74r,ligam̃ ,p455_l21_o01_a,ligatio,S22,F2,normal,,,,p455,78v,Ligam̃  ,p455_l21_o01_a,ligatio,S22,F2,,,
p455_l21_o02,09r,certamen,pugnam̃ ,S22,F2,,,,74r,certam̃ ,p455_l21_o02_a,pugna,S22,F2,normal,,,,p455,78v,Certamen  ,p455_l21_o02_a,certam̃ dr̃ bellũ pugna agon/conflictus ł conflictio,S23,F3,,,
p455_l21_o04,09r,fragmen,mole,S22,F2,,,,74r,fragmen ,p455_l21_o04_a,fractio,S22,F2,normal,,,,p455,78v,Fracmen ,p455_l21_o04_a,crusta unius cuiusq rei,S23,F3,p455_l21_o04_b,S311,F4
p455_l28_o06,09r,equatio,p̃portio,S22,F2,,,,74r,Aequatio ,p455_l28_o06_a,assimilatio,S22,F2,normal,,,,p455,78v,Aequatio ,p455_l28_o06_a,assimilatio,S22,F2,,,
p455_l29_o01,09r,exhibitio,adtributio,S22,F2,,,,74r,Exhibitio ,p455_l29_o01_a,prebitio,S22,F2,normal,,,,p455,78v,Exibitio ,p455_l29_o01_a,datio manifestatio/tribulatio p̃bitio,S22,F3,,,
p455_l28_o07,09r,obseruatio,custodia,S22,F2,,,,74r,Obseruatio ,p455_l28_o07_a,custodia,S22,F2,normal,,,,p455,78v,Obseruatio ,p455_l28_o07_a,custodia,S22,F2,,,
p455_l28_o03,09r,obiurgatio,increpatio,S22,F2,,,,74r,Obrigatio ,p455_l28_o03_a,adaquatio,S22,F2,normal,p455_l28_o03_b,S63,F2,p455,78v,Obrigatio ,p455_l28_o03_a,obrigo ÷ asꝑgo aquã/asꝑsio ł c̃gelatio,S23,F4,,,
p455_l30_o02,09r,fultor,sustentator,S22,F2,,,,74r,Fultor ,p455_l30_o02_a,sustentator,S22,F2,normal,p455_l30_o02_b,S63,F3,p455,78v,Fultor ,p455_l30_o02_a,sustenator/fultio,S22,F3,,,
p455_l30_o06,09r,petitor,a petendo,S54,F3,,,,74r,Petitor ,,,,,,p455_l30_o06_a,S63,F2,p455,78v,Petitor ,p455_l30_o06_a,dictor dictrix,S22,F3,,,
p456_l01_o05,09r,tonsor,ꝗ aliꝗd tondit,S54,F4,,,,74r,Tonsor ,p456_l01_o05_a,ꝗ tond&,S23,F4,normal,,,,p456,78v,Tonsor ,p456_l01_o05_a,ꝗ tond&,S23,F4,,,
p456_l01_o07,09r,tonstrina,ipsa res ł domus,S23,F3,,,,74r,Tonstrina ,p456_l01_o07_a,opꝰ tonsoris,S23,F3,normal,,,,p456,78v,Tonstrina ,p456_l01_o07_a,opꝰ tonsoris,S23,F3,,,
p456_l02_o04,09r,subtilitiuus,subiectiuus,S22,F2,,,,74r,Subditiuus ,p456_l02_o04_a,subiectiuus,S22,F2,normal,,,,p456,78v,Subditiuus. ,p456_l02_o04_a,subiectiuus .s. seruus,S22,F3,,,
p456_l05_o02,09v,iussor,ꝗ imperit,S23,F4,,,,74r,Iussor ,p456_l05_o02_a,ꝗ iubet,S23,F4,normal,,,,p456,79r,Iussor ,p456_l05_o02_a,p̃ceptor,S22,F2,,,
p456_l05_o03,09v,suasor,adortator,S22,F2,,,,74r,Suasor ,p456_l05_o03_a,adhortator,S23,F2,normal,,,,p456,79r,Suasor ,p456_l05_o03_a,adhortator,S22,F2,,,
p456_l05_o05,09v,pransor,epulator,S22,F2,,,,74r,pransor ,p456_l05_o05_a,ꝗ prand&,S23,F4,normal,,,,p456,79r,Pransor ,p456_l05_o05_a,qͥ prand&,S23,F4,,,
p456_l06_o08,09v,altilis,++++ ł saginatus,S22,F3,,,,74r,Altilis ,p456_l06_o08_a,auis ꝗ sanginat᷑,S23,F4,normal,,,,p456,79r,Altilis ,p456_l06_o08_a,auis qͣ saginatur,S23,F4,p456_l06_o08_b,S23,F5
p456_l06_o10,09v,scriptilis,abilis ad scribendũ ,S23,F3,,,,74r,Tortilis ,p456_l06_o10_a,(qui facile torquetur),S23,F4,shorthand,,,,p456,79r,Tortilis ,p456_l06_o10_a,ꝗ facile/torquet᷑ ł habił ad torquendũ,S23,F4,,,
p456_l07_o04,09v,aduectitius,deportatitius,S22,F2,,,,74r,Aduectitius ,p456_l07_o04_a,apportatiuus,S22,F2,normal,,,,p456,79r,Aduectitius ,p456_l07_o04_a,apportatitius,S22,F2,p456_l07_o04_b,S23,F4
p456_l07_o05,09v,commentatitius,excogitatiuus ł argum̃tatiuus,S22,F3,,,,74r,cõmenticius ,p456_l07_o05_a,ab eo ꝗd ÷ cõminiscor inde cõm̃tum cõm̃cicius,S54,F4,normal,,,,p456,79r,Cõmentitius. ,,,,,p456_l07_o05_b,S62,F5
