folio,lemma_id,lemma,gloss_id,gloss,gloss_type,gloss_form,nature,marginal_note_id,marginal_note_type,marginal_note_form
73v,p454_l18_o05,c̃uena ,p454_l18_o05_a,simul/ueniens,S23,F3,shorthand,,,
73v,p454_l18_o06,Lenio ,p454_l18_o06_a,sedo/placo,S22,F3,normal,,,
73v,p454_l18_o07,lena ,p454_l18_o07_a,ꝑspectrix scupri,S23,F3,normal,,,
73v,p454_l18_o09,assęcła ,p454_l18_o09_a,assecutor,S22,F2,normal,,,
73v,p454_l19_o01,colo ,p454_l19_o01_a,habito,S22,F2,normal,,,
73v,p454_l19_o02,cęlicola ,p454_l19_o02_a,cęlũ colens,S25,F3,normal,,,
73v,p454_l19_o03,Gigno ,p454_l19_o03_a,+,S22,F2,shorthand,p454_l19_o03_b,S63,F3
73v,p454_l19_o07,terrigena ,p454_l19_o07_a,a t̃ra genitus s. gigas,S54,F3,normal,,,
73v,p454_l19_o09,c̃uiua ,p454_l19_o09_a,simul uiuens ł uescens,S23,F3,normal,p454_l19_o09_b,S63,F3
73v,p454_l20_o08,suadeo ,p454_l20_o08_a,adoror,S22,F2,normal,,,
73v,p454_l20_o09,suadela ,p454_l20_o09_a,suasie,S22,F2,normal,,,
73v,p454_l21_o05,lucina ,p454_l21_o05_a,++ a parien/tib ++,S23,F4,shorthand,,,
73v,p454_l21_o06,Lateo ,p454_l21_o06_a,absc̃do,S22,F2,normal,,,
73v,p454_l21_o07,laterna ,p454_l21_o07_a,a latendo ++,S54,F3,normal,,,
73v,p454_l21_o08,Ruo ,p454_l21_o08_a,cado,S22,F2,normal,,,
73v,p454_l21_o09,ruina ,p454_l21_o09_a,casus,S22,F2,normal,,,
73v,p454_l21_o10,Rapio ,p454_l21_o10_a,aufero,S22,F2,normal,,,
73v,p454_l22_o01,Cubo ,p454_l22_o01_a,iaceo,S22,F2,normal,p454_l22_o01_b,S54,F3
73v,p454_l22_o07,sedile ,p454_l22_o07_a,sedes,S22,F2,normal,,,
73v,p454_l22_o09-11,in .o. masculina ,,,,,,p454_l22_o09-11_a,S63,F3
73v,p454_l23_o02,epulor ,p454_l23_o02_a,+,S22,F2,shorthand,,,
73v,p454_l23_o03,epulo ,p454_l23_o03_a,uorax,S22,F2,normal,,,
73v,p454_l23_o05,latro ,p454_l23_o05_a,fur,S22,F2,normal,p454_l23_o05_b,S23,F4
73v,p454_l23_o06,lenio ,p454_l23_o06_a,blandior,S22,F2,normal,,,
73v,p454_l23_o07,lęno ,p454_l23_o07_a,c̃ciliator scupri,S23,F3,normal,,,
73v,p454_l23_o08,comedo ,,,,,,p454_l23_o08_a,S23,F4
73v,p454_l23_o09,palpo ,p454_l23_o09_a,tango,S22,F2,normal,p454_l23_o09_b,S63,F2
73v,p454_l23_o11,incubo ,p454_l23_o11_a,insisto,S22,F2,normal,,,
73v,p454_l25_o01-04,in .edo. ł in .ido. ,,,,,,p454_l25_o01-04_a,S63,F3
73v,p454_l25_o06,torpeo ,p454_l25_o06_a,augeo,S22,F2,normal,,,
73v,p454_l25_o07,terpedo ,p454_l25_o07_a,pigritia,S22,F2,normal,,,
73v,p454_l25_o08,cupio ,p454_l25_o08_a,gestio,S22,F2,normal,,,
73v,p454_l25_o09,cupido ,p454_l25_o09_a,cupiditas,S22,F2,normal,,,
73v,p454_l25_o11,libido ,p454_l25_o11_a,luxuria,S22,F2,normal,,,
73v,p454_l25_o12,formido ,p454_l25_o12_a,timeo,S22,F2,normal,p454_l25_o12_b,S63,F3
73v,p454_l26_o03,caligo ,p454_l26_o03_a,obscuro,S22,F2,normal,,,
73v,p454_l26_o04,ꝓpago ,p454_l26_o04_a,dilato,S22,F2,normal,,,
73v,p454_l27_o05-06,in .io. ,,,,,,p454_l27_o05-06_a,S63,F3
73v,p454_l27_o09,opinor ,p454_l27_o09_a,reor,S22,F2,normal,,,
73v,p454_l27_o10,opinio ,p454_l27_o10_a,fama ++,S22,F2,normal,,,
73v,p454_l27_o11,suspicior ,p454_l27_o11_a,arbitror,S22,F2,normal,,,
73v,p454_l28_o01,suspicio ,p454_l28_o01_a,-nis,S3113,F2,normal,,,
73v,p454_l28_o02-03,in .us. ,,,,,,p454_l28_o02-03_a,S63,F3
73v,p454_l28_o10,parco ,p454_l28_o10_a,indulgeo,S22,F2,normal,,,
73v,p454_l29_o01,parcus ,p454_l29_o01_a,abstinens,S22,F2,normal,,,
73v,p454_l29_o02,coqo ,p454_l29_o02_a,u,S611,F1,normal,,,
73v,p454_l29_o04,Ludo ,p454_l29_o04_a,ioco,S22,F2,normal,,,
73v,p454_l29_o08,pando ,p454_l29_o08_a,++ aperio,S23,F3,shorthand,,,
73v,p454_l29_o09,pandus ,p454_l29_o09_a,manifestꝰ/patulus,S22,F3,normal,,,
73v,p454_l29_o11,lucus ,p454_l29_o11_a,silua densa,S23,F3,normal,p454_l29_o11_b,S63,F2
73v,p454_l30_o01,Arceo ,p454_l30_o01_a,cohibeo,S22,F2,normal,,,
73v,p454_l30_o02,arcus. ,p454_l30_o02_a,++,S54,F3,shorthand,,,
73v,p454_l30_o03,Metuo ,p454_l30_o03_a,timeo,S22,F2,normal,p454_l30_o03_b,S63,F2
73v,p454_l30_o04,m&us ,p454_l30_o04_a,timor,S22,F2,normal,,,
73v,p454_l30_o08,scius ,p454_l30_o08_a,sapiens,S22,F2,normal,p454_l30_o08_b,S63,F2
73v,p454_l30_o10,inscius ,p454_l30_o10_a,insciens,S22,F2,normal,,,
73v,p454_l31_o01,prescius. ,p454_l31_o01_a,p̃sciens,S22,F2,normal,,,
73v,p454_l31_o02,Fluo ,p454_l31_o02_a,mano,S22,F2,normal,,,
73v,p454_l31_o03,refluus ,p454_l31_o03_a,redundans,S22,F2,normal,,,
73v,p454_l31_o04,Septemfluus ,p454_l31_o04_a,septẽ partes fluens,S25,F3,normal,,,
73v,p454_l31_o07,inuidus ,p454_l31_o07_a,inuidꝰ ÷ ꝗ inuid& : Inuidiosꝰ ꝗ (alterius inuidia paritur),S23,F4,shorthand,,,
73v,p454_l31_o09,ꝓfugus ,p454_l31_o09_a,porro fugiens,S25,F3,normal,,,
73v,p454_l32_o03,luctificus ,p454_l32_o03_a,luctũ faciens,S23,F3,normal,,,
73v,p454_l32_o04,Terrificus ,p454_l32_o04_a,+,S22,F2,shorthand,,,
73v,p454_l32_o08,ueneficus ,p454_l32_o08_a,maliciosus,S22,F2,normal,,,
73v,p454_l33_o03,fatidicus ,p454_l33_o03_a,fatũ dicens,S25,F3,normal,,,
73v,p454_l33_o09,beniuolus ,p454_l33_o09_a,bene uolens,S25,F3,normal,,,
73v,p455_l01_o03,ueliuolus ,p455_l01_o03_a,uelũ uolans,S25,F3,normal,,,
73v,p455_l01_o06,ueliuolũ ,p455_l01_o06_a,uelis uolans,S25,F3,normal,p455_l01_o06_b,S63,F3
73v,p455_l02_o01,nauifragus ,p455_l02_o01_a,nauis fractio,S25,F3,normal,,,
73v,p455_l02_o03-07,in .um. uero ł .rum. ,,,,,,,,
73v,p455_l02_o09,uado ,p455_l02_o09_a,eo,S22,F2,normal,,,
73v,p455_l02_o11,uadũ ,p455_l02_o11_a,mare,S22,F2,normal,p455_l02_o11_b,S63,F2
73v,p455_l03_o01,uas. ,p455_l03_o01_a,pignꝰ,S22,F2,normal,,,
73v,p455_l03_o04,Sculpo ,p455_l03_o04_a,incido,S22,F2,normal,,,
73v,p455_l03_o05,sculprum ,p455_l03_o05_a,ferrem̃tũ +++,S22,F2,shorthand,,,
73v,p455_l03_o06,Fulcio ,p455_l03_o06_a,sustento,S22,F2,normal,,,
73v,p455_l03_o07,fulcrũ ,p455_l03_o07_a,ornam̃tũ lecti,S23,F3,normal,p455_l03_o07_b,S4181,F4
73v,p455_l03_o10,Fiunt ,p455_l03_o10_a,VERB ͣ,S415,F2,shorthand,,,
73v,p455_l04_o03,finali ,p455_l04_o03_a,+,S22,F2,shorthand,,,
73v,p455_l05_o04,lucifer ,p455_l05_o04_a,lucũ ferens,S25,F3,normal,,,
73v,p455_l05_o05,corniger ,p455_l05_o05_a,cornu gerens,S25,F3,normal,,,
73v,p455_l08_o10,in .cen. & .pοs. & in .fex. & in .ceps. ,,,,,,p455_l08_o10_a,S63,F3
73v,p455_l09_o13,cοrnicen ,p455_l09_o13_a,cornu canens,S25,F3,normal,,,
73v,p455_l09_o14,Liticen ,p455_l09_o14_a,litũ canens,S25,F3,normal,,,
73v,p455_l09_o15,tubicen ,p455_l09_o15_a,tuba canens,S25,F3,normal,,,
73v,p455_l10_o01,Fidicen ,p455_l10_o01_a,fidib canens/fidib ÷ cordis,S23,F4,normal,,,
73v,p455_l10_o02,Tibicen ,p455_l10_o02_a,tibiis canens,S25,F3,normal,,,
73v,p455_l10_o05,compos ,p455_l10_o05_a,adeptor uoti,S23,F3,normal,,,
73v,p455_l10_o08,auspex ,p455_l10_o08_a,augur,S22,F2,normal,p455_l10_o08_b,S63,F3
73v,p455_l11_o01,opifex ,p455_l11_o01_a,opꝰ faciens,S25,F3,normal,,,
74r,p455_l11_o04,municeps ,p455_l11_o04_a,munera capiens,S25,F3,normal,,,
74r,p455_l11_o09,Obex ,p455_l11_o09_a,repagulũ,S22,F2,normal,p455_l11_o09_b,S63,F3
74r,p455_l11_o11,pręsideo ,p455_l11_o11_a,+,S22,F2,shorthand,,,
74r,p455_l12_o01,pręses ,p455_l12_o01_a,iudex,S22,F2,normal,,,
74r,p455_l12_o03,reses ,p455_l12_o03_a,piger,S22,F2,normal,p455_l12_o03_b,S63,F3
74r,p455_l12_o04,Desideo ,p455_l12_o04_a,discordor,S22,F2,normal,,,
74r,p455_l12_o05,deses ,p455_l12_o05_a,pigris ł stultꝰ negligens,S22,F3,normal,,,
74r,p455_l12_o07,quies  ,,,,,,p455_l12_o07_a,S63,F2
74r,p455_l13_o10, diriuant᷑  ,p455_l13_o10_a,sb̶ nomina,S415,F2,normal,p455_l13_o10_b,S631,F4
74r,p455_l15_o08-09,in .sio. ,,,,,,p455_l15_o08-09_a,S63,F3
74r,p455_l15_o11-12,in .sor. ,,,,,,p455_l15_o11-12_a,S63,F3
74r,f74r_l10_o19-20,in .ibilis. ,,,,,,f74r_l10_o19-20_a,S63,F3
74r,f74r_l04_o06-07,in .sitis. ,,,,,,f74r_l04_o06-07_a,S63,F4
74r,f74r_l04_o12-13,in .itius. ,,,,,,f74r_l04_o12-13_a,S63,F3
74r,p455_l17_o05-10,in .culũ. in .mentũ. in .men. ,,,,,,p455_l17_o05-10_a,S631,F3
74r,p455_l17_o11-12,in .bilis. ,,,,,,p455_l17_o11-12_a,S63,F3
74r,p455_l18_o07,eas. ,p455_l18_o07_a,(terminationes?),S3232,F2,shorthand,,,
74r,p455_l18_o10,Oraculũ ,p455_l18_o10_a,(responsum diuinum),S23,F3,shorthand,,,
74r,p455_l19_o02,Propugnaculũ ,p455_l19_o02_a,defensio,S22,F2,normal,p455_l19_o02_b,S63,F2
74r,p455_l19_o05,Sacram̃tũ  ,,,,,,p455_l19_o05_a,S63,F2
74r,p455_l19_o06,Munim̃tũ ,p455_l19_o06_a,tutam̃ ÷ defensio,S22,F3,normal,,,
74r,p455_l20_o01,alim̃tũ ,p455_l20_o01_a,nutrim̃tũ,S22,F2,normal,,,
74r,p455_l20_o02,Increm̃tũ ,p455_l20_o02_a,augm̃tũ,S22,F2,normal,,,
74r,p455_l20_o03,Solam̃ ,p455_l20_o03_a,c̃solatio,S22,F2,normal,,,
74r,p455_l20_o06,flam̃ ,p455_l20_o06_a,spiritus,S554,F2,normal,,,
74r,p455_l21_o01,ligam̃ ,p455_l21_o01_a,ligatio,S22,F2,normal,,,
74r,p455_l21_o02,certam̃ ,p455_l21_o02_a,pugna,S22,F2,normal,,,
74r,p455_l21_o04,fragmen ,p455_l21_o04_a,fractio,S22,F2,normal,,,
74r,p455_l23_o01,notũ ,p455_l23_o01_a,cognitũ,S22,F2,normal,,,
74r,p455_l23_o02,nobilis ,,,,,,p455_l23_o02_a,S63,F2
74r,p455_l27_o02,.um. ,p455_l27_o02_as,ut ꝓbatũ ire ire (dempta) .um. & ire ⁊ .tio. (fit ꝓbatio),S53,F4,normal,,,
74r,p455_l28_o03,Obrigatio ,p455_l28_o03_a,adaquatio,S22,F2,normal,p455_l28_o03_b,S63,F2
74r,p455_l28_o04,Eleuatio ,,,,,,p455_l28_o04_a,S63,F3
74r,p455_l28_o05,Vsurpatio ,p455_l28_o05_a,ñ ꝓpria acceptio,S23,F3,normal,,,
74r,p455_l28_o06,Aequatio ,p455_l28_o06_a,assimilatio,S22,F2,normal,,,
74r,p455_l28_o07,Obseruatio ,p455_l28_o07_a,custodia,S22,F2,normal,,,
74r,p455_l29_o01,Exhibitio ,p455_l29_o01_a,prebitio,S22,F2,normal,,,
74r,p455_l29_o02,Munitio ,p455_l29_o02_a,+,S22,F2,shorthand,,,
74r,p455_l29_o07,Bellator ,,,,,,p455_l29_o07_a,S63,F2
74r,p455_l30_o02,Fultor ,p455_l30_o02_a,sustentator,S22,F2,normal,p455_l30_o02_b,S63,F3
74r,p455_l30_o06,Petitor ,,,,,,p455_l30_o06_a,S63,F2
74r,p456_l01_o05,Tonsor ,p456_l01_o05_a,ꝗ tond&,S23,F4,normal,,,
74r,p456_l01_o06,Tonstrix ,p456_l01_o06_a,dr̃ mulier q̃ tond&,S23,F4,normal,p456_l01_o06_b,S4181,F4
74r,p456_l01_o07,Tonstrina ,p456_l01_o07_a,opꝰ tonsoris,S23,F3,normal,,,
74r,p456_l01_o10,Textrina ,p456_l01_o10_a,opus textricis,S23,F3,normal,p456_l01_o10_b,S63,F2
74r,f74r_l17_o08-09,in .tiuus. ,,,,,,f74r_l17_o08-09_a,S63,F3
74r,p456_l02_o04,Subditiuus ,p456_l02_o04_a,subiectiuus,S22,F2,normal,,,
74r,p456_l02_o05-06,Nec-non ,p456_l02_o05-06_a,sb̶ inuenit,S53,F4,normal,,,
74r,p456_l04_o10,Mersio ,p456_l04_o10_a,intinctio,S22,F2,normal,p456_l04_o10_b,S63,F2
74r,p456_l04_o11,Lesio ,p456_l04_o11_a,offensio,S22,F2,normal,,,
74r,p456_l05_o02,Iussor ,p456_l05_o02_a,ꝗ iubet,S23,F4,normal,,,
74r,p456_l05_o03,Suasor ,p456_l05_o03_a,adhortator,S23,F2,normal,,,
74r,p456_l05_o04,Risor ,p456_l05_o04_a,(ꝗ ridet?),S23,F4,shorthand,,,
74r,p456_l05_o05,pransor ,p456_l05_o05_a,ꝗ prand&,S23,F4,normal,,,
74r,p456_l05_10,Visibilis ,p456_l05_10_a,ꝗ facilis ( est uidere?),S23,F4,normal,p456_l05_10_b,S63,F2
74r,p456_l06_01,Plausibilis ,p456_l06_01_a,"(qui facile) plausũ (facit, id est) sonũ",S23,F4,normal,,,
74r,p456_l06_03,Missibilis ,p456_l06_03_a,ꝗ facile mittit᷑,S23,F4,normal,,,
74r,p456_l06_05,Flatilis ,p456_l06_05_a,a (uerbum) flo (id est) +,S54,F4,shorthand,p456_l06_05_b,S63,F2
74r,p456_l06_06,Fictilis ,p456_l06_06_a,(a uerbo?) fingo,S54,F3,normal,p456_l06_06_b,S63,F2
74r,p456_l06_o08,Altilis ,p456_l06_o08_a,auis ꝗ sanginat᷑,S23,F4,normal,,,
74r,p456_l06_o10,Tortilis ,p456_l06_o10_a,(qui facile torquetur),S23,F4,shorthand,,,
74r,p456_l07_o03,aduenticius ,p456_l07_o03_a,+,S23,F3,shorthand,,,
74r,p456_l07_o04,Aduectitius ,p456_l07_o04_a,apportatiuus,S22,F2,normal,,,
74r,p456_l07_o05,cõmenticius ,p456_l07_o05_a,ab eo ꝗd ÷ cõminiscor inde cõm̃tum cõm̃cicius,S54,F4,normal,,,
74r,p456_l08_o10,caesar ,,,,,,p456_l08_o10_a,S63,F2
74r,p456_l10_o02-03,rexi rex ,,,,,,p456_l10_o02-03_a,S53,F3
74r,p456_l10_o05,dux ,,,,,,,,
74r,p456_l10_o09,rupes ,p456_l10_o09_a,petrę,S22,F2,normal,,,
74r,p456_l10_o10,ambigo ,p456_l10_o10_a,dubio,S22,F2,normal,p456_l10_o10_b,S63,F2
74r,p456_l10_o11,Ambages ,p456_l10_o11_a,circutiones/ãfractus,S22,F3,normal,p456_l10_o11_b,S63,F2
74r,p456_l12_o09,significationes ,p456_l12_o09_a,(id est) genera,S53,F3,normal,,,
74r,p456_l14_o03,Amandus ,,,,,,p456_l14_o03_a,S63,F3
74r,p456_l15_o01,Furibundus ,p456_l15_o01_a,simił fureNT,S22,F3,shorthand,,,
74r,p456_l15_o02,Vocatꝰ ,,,,,,p456_l15_o02_a,S63,F3
74r,p456_l16_o06-07,accidentib; ,p456_l16_o06-07_a,adiectiuis,S22,F2,normal,,,
74r,p456_l16_o08,nominibus ,p456_l16_o08_a,sb̶ inuenitur,S53,F4,normal,,,
74r,p456_l17_o04,uocabulis ,p456_l17_o04_a,+(nominis?),S22,F2,shorthand,,,
74v,p456_l17_o09,femininis ,p456_l17_o09_a,sb̶ in,S53,F3,normal,,,
74v,p456_l18_o05,Litura ,p456_l18_o05_a,deletio ł planatio,S22,F2,normal,p456_l18_o05_b,S63,F2
74v,p456_l18_o07,Censura ,p456_l18_o07_a,iudiciũ,S22,F2,normal,p456_l18_o07_b,S63,F2
74v,p456_l18_o06,Natura ,p456_l18_o06_a,(origo a nascendo dicta?),S54,F3,shorthand,,,
74v,p456_l19_o05,inutilẽ ,p456_l19_o05_a,infructuosã,S22,F2,normal,,,
74v,p456_l19_o06,tradere ,p456_l19_o06_a,+,S22,F2,normal,,,
74v,p456_l20_o07,adminiculo ,p456_l20_o07_a,s̃ adium̃to,S22,F2,normal,,,
74v,p456_l21_o07,gemino ,p456_l21_o07_a,+,S22,F2,shorthand,,,
74v,p456_l21_o10,manantia ,p456_l21_o10_a,+,S22,F2,shorthand,,,
74v,p456_l22_o04,separauit ,p456_l22_o04_a,sb̶ natura,S415,F2,normal,,,
74v,p456_l23_o05,casualis ,p456_l23_o05_a,(quae declinatur per omnis casus?),S23,F4,shorthand,,,
74v,p456_l24_o01,positionis ,p456_l24_o01_a,pͥmę ꝑsens,S53,F3,normal,,,
74v,p456_l24_o05,duab; ,p456_l24_o05_a,s. natura,S53,F2,normal,,,
74v,p456_l24_o06,exceptis ,p456_l24_o06_a,+,S22,F2,shorthand,,,
74v,p456_l24_o11,quib; ,,,,,,p456_l24_o11_a,S53,F4
74v,p456_l27_o01,luceant ,p456_l27_o01_a,+,S22,F2,shorthand,,,
74v,p456_l28_o03,declarant ,p456_l28_o03_a,+,S22,F2,shorthand,,,
74v,p456_l28_o04-05,antelata ,p456_l28_o04-05_a,+,S22,F2,shorthand,,,
74v,p456_l29_o03,traductionibus ,p456_l29_o03_a,diriuationib,S22,F2,normal,,,
74v,p456_l30_o01,om̃iũ ,p456_l30_o01_a,+,S53,F2,shorthand,,,
74v,p456_l30_o03,p̃ceptor. ,,,,,,,,
74v,p456_l31_o02,sublitate ,p456_l31_o02_a,ti,S611,F1,normal,,,
74v,p456_l31_o05,pręscianus ,,,,,,p456_l31_o05_a,S553,F3
74v,p456_l32_o02,c̃tentus ,p456_l32_o02_a,+,S22,F2,shorthand,,,
74v,p456_l32_o05,renouandã ,p456_l32_o05_a,+,S22,F2,shorthand,,,
74v,p456_l33_o07,tẽtabo ,p456_l33_o07_a,conabor,S22,F2,normal,,,
74v,p456_l34_o10,exceptis ,p456_l34_o10_a,segregatis,S22,F2,normal,,,
74v,p457_l01_o06-07,.o.finalẽ ,p457_l01_o06-07_a,s turbo,S53,F2,normal,,,
74v,p457_l01_o09,c̃sonante ,p457_l01_o09_a,+ c̃sonans (id est) .b. .o. (finalem?),S53,F4,normal,,,
74v,p457_l03_o08,attributas ,p457_l03_o08_a,conlatas,S22,F2,normal,,,
74v,p457_l04_o06,merę ,p457_l04_o06_a,purae,S22,F2,normal,p457_l04_o06_b,S63,F2
74v,p457_l04_o07,grecę ,p457_l04_o07_a,sb̶ t̃minationes,S53,F2,normal,,,
74v,p457_l06_o05,ꝓpriis ,p457_l06_o05_a,( de ꝓprius nõib; ñ diriuant᷑ uerba)?,S53,F4,shorthand,,,
74v,p457_l06_o06,romanis ,p457_l06_o06_a,latinis,S22,F2,normal,,,
74v,p457_l06_o09-10,ab accidentib; ,p457_l06_o09-10_a,adiectiuis,S22,F2,normal,,,
74v,p457_l06_o11,diriuatę ,p457_l06_o11_a,++ t̃minationes,S53,F2,normal,,,
74v,p457_l08_o01,merito ,p457_l08_o01_a,iure,S22,F2,normal,,,
74v,p457_l08_o02,suꝑuacua ,p457_l08_o02_a,suꝑflua,S22,F2,normal,,,
74v,p457_l09_o03,ipsi ,p457_l09_o03_a,us,S611,F1,normal,,,
74v,p457_l09_o08,iustitia ,p457_l09_o08_a,ęquitas,S22,F2,normal,,,
74v,p457_l10_o01,Pigritia ,p457_l10_o01_a,inertia,S22,F2,normal,,,
74v,p457_l10_o03,clem̃tia ,p457_l10_o03_a,misericordia,S22,F2,normal,,,
74v,p457_l10_o04,sollertia ,p457_l10_o04_a,sagacitas,S22,F2,normal,p457_l10_o04_b,S63,F2
74v,p457_l11_o02,dulcedo ,,,,,,p457_l11_o02_a,S611,F3
74v,p457_l11_o06,Seueritas ,p457_l11_o06_a,asperitas rigor,S22,F2,normal,,,
74v,p457_l12_o06-07,haud facile ,,,,,,p457_l12_o06-07_a,S631,F4
74v,p457_l14_o01,fixorũ ,p457_l14_o01_a,sb̶ nominũ,S53,F2,normal,,,
74v,p457_l14_o04-06,ad pͥmã c̃iugationẽ  ,,,,,,p457_l14_o04-06_a,S631,F4
74v,p457_l15_o06,turbo ,p457_l15_o06_a,c̃turbo,S22,F2,normal,,,
74v,p457_l15_o08,Spica ,,,,,,p457_l15_o08_a,S63,F2
74v,p457_l16_o02,inspico ,p457_l16_o02_a,fundo,S22,F2,normal,,,
74v,p457_l16_o05,p̃dor ,,,,,,p457_l16_o05_a,S63,F2
74v,p457_l16_o10,fugo ,p457_l16_o10_a,+,S22,F2,normal,,,
74v,p457_l17_o02,Stilla ,p457_l17_o02_a,gutta,S22,F2,normal,,,
74v,p457_l17_o05,Stipula ,p457_l17_o05_a,fistuca,S22,F2,normal,p457_l17_o05_b,S63,F2
74v,p457_l17_o06,stipulor ,p457_l17_o06_a,int̃rogo ++,S22,F2,normal,,,
74v,p457_l18_o02,Trutina ,p457_l18_o02_a,lanx,S22,F2,normal,,,
74v,p457_l18_o03,trutino ,p457_l18_o03_a,pondero,S22,F2,normal,,,
74v,p457_l18_o05,Machina ,p457_l18_o05_a,ędificiũ,S222,F2,normal,p457_l18_o05_b,S63,F3
74v,p457_l18_o06,machinor ,p457_l18_o06_a,molior,S22,F2,normal,,,
74v,p457_l18_o08,Pugna ,p457_l18_o08_a,bellũ,S22,F2,normal,,,
74v,p457_l19_o02,Nundinę ,p457_l19_o02_a,mercatũ,S22,F2,normal,,,
74v,p457_l19_o03,nundinor ,p457_l19_o03_a,merchor,S22,F2,normal,,,
74v,p457_l19_o06,culpa ,p457_l19_o06_a,ignauia,S22,F2,normal,,,
74v,p457_l19_o07,culpo ,p457_l19_o07_a,rep̃hendo,S22,F2,normal,p457_l19_o07_b,S63,F2
75r,p457_l19_o10,Aqua ,p457_l19_o10_a,dr̃ ab ęqualitate,S54,F3,normal,,,
75r,p457_l20_o01,Aquor ,p457_l20_o01_a,rigo,S22,F2,normal,,,
75r,p457_l20_o04,Mora ,p457_l20_o04_a,tarditas,S22,F2,normal,,,
75r,p457_l20_o07,Quadra ,p457_l20_o07_a,dr̃ pars quadrata ł in q +++,S23,F4,normal,p457_l20_o07_b,S63,F2
75r,p457_l21_o03,Causa ,p457_l21_o03_a,res,S22,F2,normal,,,
75r,p457_l21_o08,roto ,p457_l21_o08_a,uoluo,S22,F2,normal,,,
75r,p457_l21_o10,Multa ,p457_l21_o10_a,census ł̃ tributũ,S22,F3,normal,,,
75r,p457_l21_o11,multo ,p457_l21_o11_a,c̃d̃ẽno,S22,F2,normal,p457_l21_o11_b,S63,F2
75r,p457_l22_o02,Rixa ,,,,,,p457_l22_o02_a,S63,F2
75r,p457_l22_o03,rixo ,p457_l22_o03_a,contendo,S22,F2,normal,,,
75r,p457_l22_o05,Lixa ,p457_l22_o05_a,seruus militũ s. mercenarius,S23,F3,normal,,,
75r,p457_l23_o02,bachor ,p457_l23_o02_a,sęuio,S22,F2,normal,,,
75r,p457_l23_o04-07,Ex scđa similit̃ declinatione ,,,,,,p457_l23_o04-07_a,S631,F2
75r,p457_l25_o03,accidentib; ,p457_l25_o03_a,adiectiuis,S22,F2,normal,,,
75r,p457_l26_o07,probus ,p457_l26_o07_a,bonus +,S22,F3,normal,p457_l26_o07_b,S63,F2
75r,p457_l27_o04,amico ,p457_l27_o04_a,++,S23,F3,shorthand,,,
75r,f80r_l13_o01,Mundo ,f80r_l13_o01_a,+,S22,F2,shorthand,,,
75r,p457_l26_o11,Opacus ,p457_l26_o11_a,densus,S22,F2,normal,p457_l26_o11_b,S63,F2
75r,p457_l27_o10,Foedus ,p457_l27_o10_a,turpis,S22,F2,normal,p457_l27_o10_b,S63,F2
75r,p457_l28_o01,Foedo ,p457_l28_o01_a,turpo,S22,F2,normal,,,
75r,p457_l28_o04,Vagus ,p457_l28_o04_a,+,S22,F2,shorthand,p457_l28_o04_b,S63,F2
75r,p457_l28_o05,uagor ,p457_l28_o05_a,+++,S23,F4,normal,,,
75r,p457_l28_o08,Pius ,p457_l28_o08_a,demens,S22,F2,normal,,,
75r,p457_l28_o09,pio ,p457_l28_o09_a,mundo,S22,F2,normal,p457_l28_o09_b,S63,F3
75r,p457_l28_o13,desolo ,p457_l28_o13_a,deuasto,S22,F2,normal,,,
75r,p457_l30_o06,Serenꝰ ,p457_l30_o06_a,tranquillus ł mitis,S22,F3,normal,,,
75r,p457_l30_o07,Sereno ,,,,,,p457_l30_o07_a,S63,F2
75r,p457_l30_o02,Alienꝰ ,p457_l30_o02_a,+,S22,F2,shorthand,,,
75r,p457_l30_o10,aduno ,p457_l30_o10_a,c̃iungo,S22,F2,normal,,,
75r,p457_l31_o02,Hibernꝰ ,p457_l31_o02_a,+++,S53,F4,shorthand,p457_l31_o02_b,S63,F2
75r,p457_l31_o03,Hiberno ,p457_l31_o03_a,+++hib̶nus,S23,F4,shorthand,,,
75r,p457_l31_o09,Aequus ,p457_l31_o09_a,iustus,S22,F2,normal,,,
75r,p457_l32_o01,ęquo ,p457_l32_o01_a,assimilo,S22,F2,normal,p457_l32_o01_b,S63,F2
75r,p457_l32_o03,Obliquus ,p457_l32_o03_a,curuus ł inclinatꝰ ++/inęqualis,S23,F4,shorthand,p457_l32_o03_b,S63,F2
75r,p457_l33_o02,ignarꝰ ,p457_l33_o02_a,inscius,S22,F2,normal,,,
75r,p457_l33_o11,delato ,p457_l33_o11_a,ãplifico,S22,F2,normal,p457_l33_o11_b,S22,F3
75r,p457_l34_o05,Apto ,p457_l34_o05_a,accõmodo,S22,F2,normal,,,
75r,p457_l34_o08,Solllicito ,p457_l34_o08_a,curo,S22,F2,normal,,,
75r,p457_l35_o01,Cruentꝰ ,p457_l35_o01_a,sangui nolentus,S23,F3,normal,,,
75r,p457_l35_o05,Laxus ,p457_l35_o05_a,dimissus,S22,F2,normal,,,
75r,p457_l35_o06,Laxo ,p457_l35_o06_a,dimitto,S22,F2,normal,p457_l35_o06_b,S63,F2
75r,p457_l35_o09,Viduus ,p457_l35_o09_a,desertus,S22,F2,normal,p457_l35_o09_b,S63,F2
75r,p457_l35_o10,uiduo ,p457_l35_o10_a,+,S22,F2,shorthand,,,
75r,p458_l01_o02, Mutuor ,,,,,,p458_l01_o02_a,S63,F2
