folio,lemma_id,lemma,gloss_id,gloss,gloss_type,gloss_form,nature,marginal_note_id,marginal_note_type,marginal_note_form
76v,f83r_l06_o12,Debilis ,f83r_l06_o12_a,+,S22,F2,shorthand,,,
76v,f83r_l06_o13,debilito ,f83r_l06_o13_a,+,S22,F2,shorthand,,,
76v,f83r_l06_o09,Oscis ,,,,,,,,
76v,p462_l08_o10,Oscito ,,,,,,p462_l08_o10_b,S63,F2
76v,p462_l09_o01,periclitor ,p462_l09_o01_a,+,S22,F3,shorthand,,,
76v,p462_l09_o02,Venlitor ,p462_l09_o02_a,+,S22,F2,shorthand,p462_l09_o02_b,S63,F2
76v,p462_l09_o03,pullulo ,p462_l09_o03_a,cresco,S22,F2,normal,,,
76v,p462_l09_o04,Gratulor ,p462_l09_o04_a,gratias ago ł gaudeo,S22,F3,normal,,,
76v,p462_l09_o05,Latrocinor ,,,,,,p462_l09_o05_a,S63,F2
76v,p462_l10_o01,cõmissor  ,,,,,,p462_l10_o01_a,S63,F2
76v,p462_l10_o02,sarcino ,p462_l10_o02_a,pondero,S22,F2,normal,,,
76v,p462_l10_o03-04,Opẽ tuli ,p462_l10_o03-04_a,auxiliũ dedi,S22,F4,normal,p462_l10_o03-04_b,S63,F2
76v,p462_l10_o05,opitulor ,p462_l10_o05_a,adiuuo,S22,F2,normal,,,
76v,p462_l10_o06,Pręsto ,p462_l10_o06_a,dono,S22,F2,normal,,,
76v,p462_l10_o07,p̃stolor ,p462_l10_o07_a,expecto,S22,F2,normal,,,
76v,p462_l10_o08-09,in .go. ,,,,,,p462_l10_o08-09_a,S53,F3
76v,p462_l11_o07,Remigo ,p462_l11_o07_a,nauẽ gub̶no,S23,F4,normal,p462_l11_o07_b,S63,F2
76v,p462_l11_o08,Litigo ,p462_l11_o08_a,c̃tendo,S22,F2,normal,,,
76v,p462_l11_o09,Mitigo ,p462_l11_o09_a,placo,S22,F2,normal,,,
76v,p462_l12_o04,figurant᷑ ,p462_l12_o04_a,+++,S22,F4,shorthand,,,
77r,p462_l13_o09,iure ,p462_l13_o09_a,merito,S22,F2,normal,,,
77r,p462_l14_o01,uenit ,p462_l14_o01_a,un,S611,F1,normal,,,
77r,p462_l14_o08-10,intus ł intro ,,,,,,p462_l14_o08-10_a,S63,F2
77r,p462_l15_o07,penitus. ,p462_l15_o07_a,funditꝰ,S22,F2,normal,p462_l15_o07_b,S63,F2
77r,p462_l15_o09,penetro ,p462_l15_o09_a,subintro +++,S22,F3,shorthand,,,
77r,p462_l16_o01,temere ,p462_l16_o01_a,p̃sumptiose,S22,F2,normal,p462_l16_o01_b,S63,F2
77r,p462_l16_o02,Temero ,p462_l16_o02_a,p̃sumo .s. molo ł maculo,S22,F3,normal,,,
77r,p462_l17_o03,diutius ,p462_l17_o03_a,longius,S22,F2,normal,,,
77r,p462_l17_o06,immorer ,p462_l17_o06_a,demorer,S22,F2,normal,,,
77r,p462_l17_o11,quã ,p462_l17_o11_a,+ defici&,S53,F3,normal,,,
77r,p462_l20_o04,quib; ,p462_l20_o04_a,(uerba),S3232,F2,shorthand,,,
77r,p462_l22_o01,recolere ,p462_l22_o01_a,+,S22,F2,shorthand,p462_l22_o01_b,S62,F2
77r,p462_l26_o01,canus ,p462_l26_o01_a,+,S22,F2,shorthand,,,
77r,p462_l26_o04,Calles ,p462_l26_o04_a,uia,S22,F2,normal,p462_l26_o04_b,S63,F2
77r,p462_l26_o09,floreo ,,,,,,p462_l26_o09_a,S63,F2
77r,p462_l27_o04,Census ,p462_l27_o04_a,facultas,S22,F2,normal,,,
77r,p462_l27_o05,Censeo ,,,,,,p462_l27_o05_a,S63,F2
77r,p462_l27_o06-07,In .uo. ,,,,,,p462_l27_o06-07_a,S53,F3
77r,p462_l28_o09,Arguo ,p462_l28_o09_a,increpo +++,S33,F3,shorthand,,,
77r,p462_l29_o09,insinuo ,p462_l29_o09_a,+,S22,F2,shorthand,,,
77r,p462_l29_o10,Tenuo ,p462_l29_o10_a,++,S22,F4,shorthand,,,
77r,p462_l29_o11,Fluctuo ,p462_l29_o11_a,titubo,S22,F2,normal,,,
77r,p462_l30_o01,Mutuor ,p462_l30_o01_a,+++,S22,F4,shorthand,,,
77r,p462_l29_o12,Estuo ,p462_l29_o12_a,caleo,S22,F2,normal,,,
77r,p462_l30_o02,Tumultuor ,p462_l30_o02_a,++,S22,F3,shorthand,p462_l30_o02_b,S63,F2
77r,p462_l30_o03,Infatuo ,p462_l30_o03_a,scubũ facio,S23,F4,normal,,,
77r,p462_l32_o04,tribus ,p462_l32_o04_a,triginta centurię,S23,F3,normal,,,
77r,p462_l32_o06,m&us ,p462_l32_o06_a,+,S22,F2,shorthand,,,
77r,p462_l32_o08,lues ,p462_l32_o08_a,pestis,S22,F2,normal,,,
77r,p462_l32_o10,serues ,p462_l32_o10_a,c̃geries,S22,F2,normal,,,
77r,p462_l33_o08,faciunt  ,p462_l33_o08_a,+ ex se,S53,F3,normal,,,
77r,p462_l33_o10,Sin ,p462_l33_o10_a,+,S35,F3,shorthand,,,
77r,p463_l01_o03,desinat ,p463_l01_o03_a,+,S22,F2,shorthand,,,
77r,p463_l01_o05,c̃siderabimꝰ ,p463_l01_o05_a,+,S22,F2,shorthand,,,
77r,p463_l04_o01,Hoc ,p463_l04_o01_a,abłts ÷,S3116,F3,normal,,,
77r,p463_l06_o03,t̃tiã ,p463_l06_o03_a,(coniugationem),S53,F2,shorthand,,,
77r,p463_l06_o04,ꝑtinentia ,p463_l06_o04_a,facio ⁊c,S53,F3,normal,,,
77r,p463_l06_o08-09,sine dubio ,p463_l06_o08-09_a,ꝓcul dubio,S22,F3,normal,,,
77r,p463_l07_o01,Cuuis ,p463_l07_o01_a,+,S3232,F2,normal,,,
77r,p463_l08_o06,Bulla ,p463_l08_o06_a,uesiculę camelorũ,S23,F3,normal,p463_l08_o06_b,S63,F2
77r,p463_l08_o07,Ebullo ,p463_l08_o07_a,scaturio,S22,F2,normal,,,
77r,p463_l08_o08,Poena ,,,,,,p463_l08_o08_a,S63,F2
77r,p463_l08_o09,punio ,,,,,,p463_l08_o09_a,S63,F2
77r,p463_l08_o10-11,A scd̶a ,,,,,,p463_l08_o10-11_a,S63,F2
77r,p463_l09_o03,Suꝑb; ,p463_l09_o03_a,+,S22,F2,shorthand,p463_l09_o03_b,S211,F4
77r,p463_l09_o04,suꝑbio ,,,,,,p463_l09_o04_a,S63,F2
77r,p463_l09_o06,blandior ,p463_l09_o06_a,adulor decipio,S22,F2,normal,,,
77r,p463_l09_o07,Largus ,p463_l09_o07_a,+,S22,F2,shorthand,,,
77r,p463_l09_o08,largior ,p463_l09_o08_a,tribuo,S22,F2,normal,,,
77r,p463_l09_o09,insanꝰ ,p463_l09_o09_a,amens,S22,F2,normal,,,
77r,p463_l10_o01,insanio ,p463_l10_o01_a,am̃tor,S22,F2,normal,p463_l10_o01_b,S63,F2
77r,p463_l10_o02,Murꝰ  ,,,,,,p463_l10_o02_a,S63,F2
77r,p463_l10_o03,murio ,p463_l10_o03_a,+,S23,F3,shorthand,,,
77r,p463_l10_o05,munio ,p463_l10_o05_a,+,S22,F3,shorthand,p463_l10_o05_b,S63,F2
77r,p463_l10_o11,moenia ,p463_l10_o11_a,muri,S22,F2,normal,p463_l10_o11_b,S63,F2
77r,p463_l11_o03,Sęuus ,p463_l11_o03_a,durus,S22,F2,normal,,,
77r,p463_l11_o04,sęuio ,p463_l11_o04_a,grassor,S22,F2,normal,,,
77r,p463_l11_o06,seruio ,,,,,,,,
77r,p463_l11_o07,Lasciuus ,p463_l11_o07_a,petulcus petulans ++,S22,F3,normal,p463_l11_o07_b,S63,F2
77r,p463_l13_o06,Rete ,,,,,,p463_l13_o06_a,S63,F2
77r,p463_l13_o08,inr&ior ,p463_l13_o08_a,illaqueor,S22,F2,normal,,,
77r,p463_l14_o01,impedior ,p463_l14_o01_a,(illa que .o. inuenit᷑ et?) irr&io/++ & impedio,S53,F4,shorthand,,,
77r,p463_l14_o05,Moles ,p463_l14_o05_a,magritudo,S22,F2,normal,p463_l14_o05_b,S63,F3
77r,p463_l14_o06,Molior; ,p463_l14_o06_a,machinor,S22,F2,normal,,,
77r,p463_l14_o08,Stabilio ,p463_l14_o08_a,firmo,S22,F2,normal,p463_l14_o08_b,S63,F2
77r,p463_l14_o09,Finis ,p463_l14_o09_a,t̃minꝰ,S22,F2,normal,,,
77r,p463_l15_o01,Inanis ,p463_l15_o01_a,uacuus,S22,F2,normal,,,
77r,p463_l15_o02,Exinanio ,p463_l15_o02_a,euacuo,S22,F2,normal,p463_l15_o02_b,S63,F2
77r,p463_l15_o03,insignis ,p463_l15_o03_a,nobilis,S22,F2,normal,,,
77r,p463_l15_o04,insignio ,p463_l15_o04_a,noblito,S22,F2,normal,,,
77r,p463_l15_o06,sepio ,p463_l15_o06_a,circũdo,S22,F2,normal,,,
77r,p463_l16_o05,Pars ,p463_l16_o05_a,diuisio,S22,F2,normal,,,
77r,p463_l16_o06,partior ,p463_l16_o06_a,diuido,S22,F2,normal,,,
77r,p463_l16_o07,Sors ,p463_l16_o07_a,pars,S22,F2,normal,,,
77r,p463_l16_o08,sortior ,p463_l16_o08_a,accipio,S22,F2,normal,,,
77r,p463_l17_o01,Gestus ,p463_l17_o01_a,motus corporis,S23,F3,normal,p463_l17_o01_b,S63,F3
77r,p463_l17_o02,gestio ,p463_l17_o02_a,desidero,S22,F2,normal,,,
77r,p463_l17_o03,Notat᷑ ,p463_l17_o03_a,excipitur,S22,F2,normal,,,
77r,p463_l17_o05,crucio ,p463_l17_o05_a,+,S22,F2,shorthand,p463_l17_o05_b,S63,F2
77r,p463_l18_o06,Calcio  ,,,,,,p463_l18_o06_a,S63,F4
77r,p463_l18_o10,calx ,p463_l18_o10_a,extrema (pars pedis),S23,F3,normal,,,
77r,p463_l19_o04,calceus ,p463_l19_o04_a,calcianti,S22,F2,normal,,,
77r,p463_l19_o09,infert᷑ ,p463_l19_o09_a,ingerit᷑ immictatur,S22,F3,normal,,,
77v,p463_l22_o02,adeoq ,p463_l22_o02_a,intantũ,S22,F2,normal,,,
77v,p463_l25_o02,m&a ,p463_l25_o02_a,finis,S22,F2,normal,p463_l25_o02_b,S63,F3
77v,p463_l25_o03,M&or ,p463_l25_o03_a,figo,S22,F2,normal,,,
77v,p463_l25_o09,M&ior ,p463_l25_o09_a,m̃suro,S22,F2,normal,,,
77v,p463_l26_o03,seruo ,,,,,,p463_l26_o03_a,S63,F2
77v,p463_l27_o10,insanio ,p463_l27_o10_a,amentor,S22,F2,normal,,,
77v,p463_l28_o09,aptus ,p463_l28_o09_a,c̃ueniens,S22,F2,normal,,,
77v,p463_l29_o06,eo ,p463_l29_o06_a,q̃ ÷ aptus,S3232,F4,normal,,,
77v,p463_l29_o08,ineptus ,p463_l29_o08_a,inc̃uieniens,S22,F2,normal,p463_l29_o08_b,S63,F2
77v,p463_l29_o09,ineptio ,p463_l29_o09_a,inc̃uenient̃ aliꝗd facio,S23,F4,normal,p463_l29_o09_b,S63,F2
77v,p463_l30_o04-05,in .io. ,,,,,,p463_l30_o04-05_a,S53,F3
77v,p463_l32_o05,quartã ,p463_l32_o05_a,sb̶ c̃iugationẽ,S53,F2,normal,,,
77v,p463_l32_o06,ꝑueniunt ,,,,,,p463_l32_o06_a,S53,F4
77v,p463_l33_o03,uindicat ,p463_l33_o03_a,asciscit,S22,F2,normal,,,
77v,p463_l33_o02,tertia ,p463_l33_o02_a,(coniugatio),S53,F2,shorthand,,,
77v,p463_l34_o04,seruant ,p463_l34_o04_a,sb̶ uerba,S415,F2,normal,,,
77v,p464_l01_o10,respuunt᷑ ,p464_l01_o10_a,sb̶ uerba,S415,F2,normal,,,
77v,p464_l03_o06,Punio ,p464_l03_o06_a,a poena dãno,S54,F3,normal,,,
77v,p464_l03_o09,Gestio ,p464_l03_o09_a,app&o,S22,F2,normal,,,
77v,f83v_l21_o02,impedio ,f83v_l21_o02_a,noceo,S22,F2,normal,,,
77v,p464_l05_o02,positio ,p464_l05_o02_a,s. id ÷ pͥma ꝑsona,S53,F3,normal,,,
77v,p464_l07_o05,Turbo ,,,,,,p464_l07_o05_a,S63,F2
77v,p464_l07_o09,Nuntio ,,,,,,p464_l07_o09_a,S63,F2
77v,p464_l08_o03,Vlcero ,p464_l08_o03_a,uulnero,S22,F2,normal,p464_l08_o03_b,S63,F2
77v,p464_l09_o06,habentia ,p464_l09_o06_a,sb̶ nomina,S53,F2,normal,,,
77v,p464_l11_o02,fluctus ,,,,,,p464_l11_o02_a,S63,F2
77v,p464_l11_o03,fluctuo ,p464_l11_o03_a,titubo,S22,F2,normal,,,
77v,p464_l11_o04,Aestus ,p464_l11_o04_a,calor,S22,F2,normal,,,
77v,p464_l11_o05,Aestuo ,p464_l11_o05_a,caleo,S22,F2,normal,,,
77v,p464_l11_o06,Tumultus ,p464_l11_o06_a,c̃fusa uox populi,S23,F3,normal,,,
77v,p464_l11_o08,Tumultuor ,p464_l11_o08_a,uociferor,S22,F2,normal,,,
77v,p464_l11_o09,Sinuo ,,,,,,p464_l11_o09_a,S63,F2
77v,p464_l12_o01,insinuo ,p464_l12_o01_a,+(inserum mitto?),S23,F3,shorthand,,,
77v,p464_l13_o09,Eger ,,,,,,p464_l13_o09_a,S63,F2
77v,p464_l14_o02,egreo ,p464_l14_o02_a,infirmor,S22,F2,normal,,,
77v,p464_l14_o06,censeo ,p464_l14_o06_a,"++ (indico, statuo?)",S22,F3,shorthand,p464_l14_o06_b,S63,F2
77v,p464_l18_o04,scđam ,p464_l18_o04_a,+(coniugationem),S53,F2,shorthand,,,
77v,p464_l18_o07,albo ,,,,,,p464_l18_o07_a,S63,F2
77v,p464_l19_o09,albent. ,p464_l19_o09_a,candeNT,S22,F2,normal,,,
77v,p464_l20_o01,Durus ,,,,,,p464_l20_o01_a,S63,F3
77v,p464_l20_o10,Denso ,,,,,,p464_l20_o10_a,S63,F2
77v,p464_l21_o05,Miseror ,,,,,,p464_l21_o05_a,S62,F2
77v,p464_l22_o08,idem ,p464_l22_o08_a,++,S53,F3,shorthand,,,
77v,p464_l23_o04,c̃iugatonis ,p464_l23_o04_a,s̃ sunt,S53,F2,normal,,,
77v,p464_l24_o06,feruo ,,,,,,p464_l24_o06_a,S63,F2
77v,p464_l26_o04,Strideo ,,,,,,p464_l26_o04_a,S63,F3
78r,p464_l27_o03,ferali ,p464_l27_o03_a,feroci,S22,F2,normal,,,
78r,p464_l28_o01,tueor ,p464_l28_o01_a,ꝓtego +,S22,F3,shorthand,p464_l28_o01_b,S63,F2
78r,p465_l01_o01,intuor. ,p465_l01_o01_a,̃uideo,S22,F2,normal,p465_l01_o01_b,S63,F2
78r,p465_l02_o11,extulit ,p465_l02_o11_a,+,S22,F2,shorthand,,,
78r,p465_l04_o06,contuor. ,p465_l04_o06_a,+,S22,F2,shorthand,p465_l04_o06_b,S63,F2
78r,p465_l04_o03,infensos ,,,,,,p465_l04_o03_a,S62,F3
78r,p465_l06_o05,notatis ,p465_l06_o05_a,exceptis,S22,F2,normal,,,
78r,p465_l08_o08,siquę ,p465_l08_o08_a,si aliquę,S22,F2,normal,,,
78r,p465_l09_o03,morẽ ,p465_l09_o03_a,ritiũ,S22,F2,normal,,,
78r,p465_l09_o04,crescentes ,,,,,,p465_l09_o04_a,S62,F3
78r,p465_l10_o03,ambiguitas ,p465_l10_o03_a,anxi&as,S22,F2,normal,,,
78r,p465_l11_o04,positione ,p465_l11_o04_a,in prima ꝑsona,S53,F3,normal,,,
78r,p465_l11_o12,dicatiuo ,p465_l11_o12_a,in,S611,F1,normal,,,
78r,p465_l12_o04,corruptis ,p465_l12_o04_a,sb̶ uerbis,S53,F2,normal,,,
78r,p465_l12_o05,quę ,p465_l12_o05_a,uerba,S3232,F2,shorthand,,,
78r,p465_l12_o07,analogię ,p465_l12_o07_a,c̃ rationalitatis,S23,F3,normal,,,
78r,p465_l12_o10,sum ,,,,,,p465_l12_o10_a,S63,F2
78r,p465_l16_o08,Curo ,,,,,,p465_l16_o08_a,S63,F2
78r,p465_l17_o02,Scribo ,,,,,,p465_l17_o02_a,S63,F2
78r,p465_l19_o03,sperno ,p465_l19_o03_a,+,S22,F2,shorthand,p465_l19_o03_b,S63,F2
78r,p465_l19_o07,asꝑnor ,p465_l19_o07_a,+,S22,F2,shorthand,p465_l19_o07_b,S63,F2
78r,p465_l20_o02,Conspicior ,,,,,,p465_l20_o02_a,S63,F2
78r,p465_l21_o02, C̃spicor ,,,,,,p465_l21_o02_a,S63,F2
78r,p465_l21_o05,Sterno ,p465_l21_o05_a,deicio ł orno,S22,F3,normal,p465_l21_o05_b,S63,F2
78r,p465_l21_o07,sternor ,p465_l21_o07_a,+++,S23,F4,normal,p465_l21_o07_b,S63,F2
78r,p465_l22_o02,Consternor ,p465_l22_o02_a,stupefacio,S22,F2,normal,,,
78r,p465_l22_o08,gratificor ,p465_l22_o08_a,++,S22,F3,shorthand,,,
78r,p465_l23_o02,ludificor ,p465_l23_o02_a,+,S22,F2,shorthand,,,
78r,p465_l23_o03,Sentio ,,,,,,p465_l23_o03_a,S63,F2
78r,p465_l23_o07,assentor ,p465_l23_o07_a,adulor,S22,F2,normal,,,
78r,p465_l24_o02,Gero ,p465_l24_o02_a,fero,S22,F2,normal,,,
78r,p465_l24_o04,Morigeror ,p465_l24_o04_a,mores gero,S25,F4,normal,p465_l24_o04_b,S63,F2
78r,p465_l25_o10,Liceor ,p465_l25_o10_a,(lique) facio,S25,F4,normal,p465_l25_o10_b,S63,F2
78r,p465_l25_o11,polliceor ,p465_l25_o11_a,spondeo,S22,F2,normal,,,
78r,p465_l26_o01,Medeor ,p465_l26_o01_a,medico,S22,F2,normal,p465_l26_o01_b,S63,F3
78r,p465_l26_o02,reor ,p465_l26_o02_a,autumo,S22,F2,normal,,,
78r,p465_l26_o03,Męreor ,p465_l26_o03_a,c̃striscor,S22,F2,normal,,,
78r,p465_l26_o05,Vereor ,p465_l26_o05_a,timeo,S22,F2,normal,p465_l26_o05_b,S63,F2
78r,p465_l26_o06,fateor ,p465_l26_o06_a,c̃fiteor,S22,F2,normal,,,
78r,p465_l27_o08,pͥmę ,p465_l27_o08_a,sb̶ c̃iugationis,S53,F2,normal,,,
78r,p465_l28_o01,cogunt᷑ ,p465_l28_o01_a,cõpellunt᷑  sb̶ uerba,S415,F3,normal,,,
78r,p465_l28_o07,Amicior ,p465_l28_o07_a,circũdo,S22,F2,normal,p465_l28_o07_b,S63,F2
78r,p465_l28_o08,blandior ,p465_l28_o08_a,adulor,S22,F2,normal,,,
78r,p465_l28_o09,Ordior ,p465_l28_o09_a,texo (incipio loqui)?,S23,F3,shorthand,p465_l28_o09_b,S63,F2
78r,p465_l29_o01,largior ,p465_l29_o01_a,imꝑtior,S22,F2,normal,,,
78r,p465_l29_o02,Molior ,p465_l29_o02_a,machinor,S22,F2,normal,,,
78r,p465_l29_o03,opperior ,p465_l29_o03_a,p̃stolor,S22,F2,normal,p465_l29_o03_b,S63,F2
78r,p465_l29_o04,m&ior ,p465_l29_o04_a,m̃suro,S22,F2,normal,,,
78r,p465_l29_o05,sortior ,p465_l29_o05_a,accipio,S22,F2,normal,,,
78r,p465_l29_o07,assentior ,p465_l29_o07_a,assensꝰ+,S25,F4,shorthand,p465_l29_o07_b,S63,F2
78r,p465_l29_o06,partior ,p465_l29_o06_a,diuido,S22,F2,normal,,,
78r,p465_l29_o09,gradior ,p465_l29_o09_a,uado,S22,F2,normal,,,
78r,p465_l30_o02,morior ,p465_l30_o02_a,intereo,S22,F2,normal,,,
78r,p465_l30_o04,patior ,,,,,,p465_l30_o04_a,S63,F2
78r,p465_l30_o06,tertię ,p465_l30_o06_a,sb̶ c̃iug̃,S53,F2,normal,,,
78r,p465_l30_o10,Orior ,p465_l30_o10_a,nascor,S22,F2,normal,p465_l30_o10_b,S63,F2
78r,p465_l31_o01,potior ,p465_l31_o01_a,fruor,S22,F2,normal,,,
78r,p465_l31_o07,motꝰ ,p465_l31_o07_a,modos,S22,F2,normal,,,
78r,p465_l31_o09-10,in .uor. ,,,,,,p465_l31_o09-10_a,S63,F2
78r,p465_l32_o06,fruor ,,,,,,p465_l32_o06_a,S4181,F4
78r,p465_l32_o08,liquor ,,,,,,p465_l32_o08_a,S63,F2
78r,p465_l33_o05,posteriora ,p465_l33_o05_a,is est loquor assequor,S53,F3,normal,,,
78r,p466_l01_o02,desinentia ,p466_l01_o02_a,++  sb̶ uerba,S53,F3,shorthand,,,
78v,p466_l02_o08,uniformis ,p466_l02_o08_a,s. unã formã habens,S25,F4,normal,,,
78v,p466_l03_o02,regula ,p466_l03_o02_a,norma,S22,F2,normal,,,
78v,p466_l03_o08,sint ,p466_l03_o08_a,+,S415,F2,shorthand,,,
78v,p466_l03_o09,ipsa ,p466_l03_o09_a,sb̶ uerba,S3232,F2,normal,,,
78v,p466_l04_o02,secuta ,p466_l04_o02_a,sb̶ uerba,S53,F2,normal,,,
78v,p466_l05_o03,precor ,p466_l05_o03_a,a preco,S54,F3,normal,,,
78v,p466_l05_o04,Vador ,p466_l05_o04_a,a uado,S54,F3,normal,p466_l05_o04_b,S63,F2
78v,p466_l05_o05,Vagor ,p466_l05_o05_a,a uago,S54,F3,normal,,,
78v,p466_l05_o06,suffragor ,p466_l05_o06_a,auxilior,S22,F2,normal,,,
78v,p466_l05_o07,gratior ,p466_l05_o07_a,gratias refero,S23,F4,normal,,,
78v,p466_l05_o09,auxilior ,p466_l05_o09_a,faueo,S22,F2,normal,,,
78v,p466_l05_o10,Opitulor ,p466_l05_o10_a,adiuuo,S22,F2,normal,,,
78v,p466_l06_o03,Rimor ,p466_l06_o03_a,inuestigo,S22,F2,normal,p466_l06_o03_b,S63,F2
78v,p466_l06_o04,Peregrinor ,p466_l06_o04_a,exsulo,S22,F2,normal,,,
78v,p466_l06_o08,Moror ,p466_l06_o08_a,+,S22,F2,shorthand,,,
78v,p466_l06_o09,aduersor ,p466_l06_o09_a,c̃trouersor,S22,F2,normal,,,
78v,p466_l08_o03,Labor ,p466_l08_o03_a,cado,S22,F2,normal,p466_l08_o03_b,S63,F2
78v,p466_l08_o04,fungor ,p466_l08_o04_a,utor,S22,F2,normal,p466_l08_o04_b,S63,F2
78v,p466_l08_o08,queror ,p466_l08_o08_a,querelẽ depono,S23,F4,normal,,,
78v,p466_l10_o07,originis ,p466_l10_o07_a,initii,S22,F2,normal,,,
78v,p466_l13_o06-07,carent ,p466_l13_o06-07_a,id est ñ diriuant᷑ a nominibus,S53,F4,normal,,,
78v,p466_l14_o04,patior ,p466_l14_o04_a,sustineo,S22,F2,normal,,,
78v,p466_l14_o05,orior ,,,,,,p466_l14_o05_a,S63,F2
78v,p466_l14_o10,exequor ,p466_l14_o10_a,ꝑficio,S22,F2,normal,p466_l14_o10_b,S63,F2
78v,p466_l15_o02,nominib; ,p466_l15_o02_a,aut,S611,F2,normal,,,
78v,p466_l15_o03,dir̃iuata ,p466_l15_o03_a,+,S53,F2,shorthand,,,
78v,p466_l16_o03,aut̃ ,p466_l16_o03_a,+,S22,F2,shorthand,,,
78v,p466_l16_o04,primitiua ,p466_l16_o04_a,+,S53,F2,shorthand,,,
78v,p466_l16_o05,quartę ,p466_l16_o05_a,+,S53,F2,shorthand,,,
78v,p466_l16_o08,deputant᷑. ,p466_l16_o08_a,ad numeraNTur,S22,F2,normal,,,
78v,p466_l21_o05,Irascor ,p466_l21_o05_a,ab ira,S54,F3,normal,,,
78v,p466_l21_o06,Vescor ,p466_l21_o06_a,comedo,S22,F2,normal,p466_l21_o06_b,S63,F2
78v,p466_l21_o07,Vlcisaor ,p466_l21_o07_a,uindico,S22,F2,normal,,,
78v,p466_l21_o08,Nanciscor ,p466_l21_o08_a,assequor,S22,F2,normal,,,
78v,p466_l22_o02,adipiscor ,p466_l22_o02_a,consequor,S22,F2,normal,,,
78v,p466_l21_o09,Paciscor ,p466_l21_o09_a,pacẽ facio,S23,F4,normal,,,
78v,p466_l21_o10,exgꝑiscor ,p466_l21_o10_a,euigilo,S22,F2,normal,,,
78v,p466_l22_o01,cõminiscor ,p466_l22_o01_a,excogito,S22,F2,normal,p466_l22_o01_b,S63,F2
78v,p466_l22_o05,apiscor ,p466_l22_o05_a,adipiscor,S22,F2,normal,,,
78v,p466_l24_o05,Quę ,p466_l24_o05_a,sb̶ t̃tia c̃iugatio,S3232,F3,normal,,,
78v,p466_l25_o02,diriuatis ,p466_l25_o02_a,uerbis,S53,F2,shorthand,,,
78v,p466_l25_o03,qđ ,p466_l25_o03_a,sb̶ ÷?,S53,F2,shorthand,,,
78v,p466_l30_o06,quãuis ,p466_l30_o06_a,sb̶ hab& illa pͥma c̃iugatio,S53,F4,normal,,,
78v,p466_l30_o08,diriuata ,p466_l30_o08_a,uerba,S53,F2,shorthand,,,
78v,p466_l33_o02,quib; ,p466_l33_o02_a,id ÷ in .sco. & in .scor.,S53,F4,normal,,,
78v,p467_l02_o09,originatio ,p467_l02_o09_a,initiũ,S22,F2,normal,p467_l02_o09_b,S63,F2
78v,p467_l03_o02,ãbigui ,p467_l03_o02_a,ãbiguitatis,S22,F2,normal,,,
78v,p467_l05_o15,opinor ,p467_l05_o15_a,ęstimo,S22,F2,normal,,,
78v,p467_l06_o07,scđa ,p467_l06_o07_a,sb̶ c̃iugatio,S53,F2,normal,p467_l06_o07_b,S631,F4
79r,p467_l08_o09,beo ,p467_l08_o09_a,beatifico?,S22,F2,normal,,,
79r,p467_l08_o10,creo ,,,,,,p467_l08_o10_a,S63,F2
79r,p467_l08_o12,meo ,p467_l08_o12_a,transeo,S22,F2,normal,,,
79r,p467_l11_o09,hio ,p467_l11_o09_a,+,S22,F2,shorthand,,,
79r,p467_l12_o03,pio ,p467_l12_o03_a,++,S23,F3,shorthand,,,
79r,p467_l12_o13,cio ,p467_l12_o13_a,uoco,S22,F2,normal,p467_l12_o13_b,S63,F2
79r,p467_l13_o02,excio ,p467_l13_o02_a,euoco,S22,F2,normal,,,
79r,p467_l28_o02-06,in .bo. & in .bor. ,,,,,,p467_l28_o02-06_a,S63,F2
79r,p467_l19_o06,libo ,p467_l19_o06_a,sacrifico,S22,F2,normal,,,
79r,p467_l19_o08,probo ,p467_l19_o08_a,experio,S22,F2,normal,,,
79r,p467_l20_o01,Orbo ,p467_l20_o01_a,uiduo ł desero,S22,F3,normal,,,
79r,p467_l20_o03,Titubo- ,p467_l20_o03_a,nuto uacillo,S22,F3,normal,p467_l20_o03_b,S63,F2
79r,p467_l20_o05,Cubo ,p467_l20_o05_a,dormio iaceo,S22,F3,normal,,,
79r,p467_l20_o07,excubo ,p467_l20_o07_a,uigilo ł obseruo,S22,F3,normal,,,
79r,p467_l20_o09,Subo ,p467_l20_o09_a,luxurio,S22,F2,normal,p467_l20_o09_b,S63,F2
79r,p467_l21_o05,subando ,p467_l21_o05_a,luxuriando,S22,F2,normal,,,
79r,p467_l23_o04,labor ,p467_l23_o04_a,cado,S22,F2,normal,,,
79r,p467_l25_o01,lapsus ,p467_l25_o01_a,casus,S22,F2,normal,,,
79r,p467_l26_o09,labo ,p467_l26_o09_a,cado,S22,F2,normal,,,
79r,p467_l28_o01,scaber& ,,,,,,p467_l28_o01_a,S63,F2
79r,p467_l29_o03,speciẽ ,p467_l29_o03_a,+,S63,F2,normal,,,
79r,p467_l31_o07,unges ,p467_l31_o07_a,u,S611,F1,normal,,,
79r,p467_l32_o01,Notauimꝰ ,p467_l32_o01_a,excipimꝰ,S22,F2,normal,,,
79r,p467_l32_o03,lic& ,p467_l32_o03_a,sb̶ sci,S53,F1,normal,,,
79r,p467_l32_o07,eiꝰ ,p467_l32_o07_a,+,S3232,F2,shorthand,,,
