lemma_id,folio,lemma,gloss,gloss_type,gloss_form,marginal_note_text,marginal_type,marginal_form
p458_l31_o02,12r,decus,uentus /honor,S22,F3,,,
p458_l31_o03,12r,decoro,orno /uenusto,S22,F3,,,
p458_l31_o05,12r,ulcus,dicitur qđ ex carne ꝓcedit ut scabies sanies,S23,F4,,,
p458_l31_o08,12r,pondus,honus m̃surae,S23,F3,,,
p458_l31_o09,12r,pondero,libro equo,S23,F3,,,
f12R_l06_o01,12r,onus,grauatꝰ,S22,F2,,,
p458_l32_o05,12r,munus,qͣsi munus tribuo,S23,F3,,,
p458_l32_o12,12r,adero ,c̃pono aliꝗđ . aere,S23,F4,,,
p459_l01_o06,12r,fraus,dr̃ furtũ deceptio,S22,F2,,,
p459_l02_o01,12r,nex,mors int̃emptio,S22,F2,,,
p459_l02_o05,12r,uindex,ultor,S22,F2,,,
p459_l02_o07,12r,uindico,punio /ulciscor,S22,F3,,,
p459_l03_o01,12r,remex,nauigator ,S22,F2,,,
p459_l03_o02,12r,remigio,qui cũ ramis agit ĩ nauigo,S23,F4,,,
p459_l03_o05,12r,lego ,dispono astruo c̃firmo,S22,F2,,,
p459_l03_o08,12r,eradico,euełło,S52,F2,,,
p459_l04_o02,12r,cornicor,inanit̃ loquor ł garrio / more cornicis,S23,F3,,,
p459_l04_o04,12r,uox,uocis,S22,F2,,,
p459_l04_o09,12r,pernocto,peruigilo,S22,F2,,,
p459_l05_o01,12r,mercs,lucrũ,S22,F2,,,
p459_l05_o07,12r,hiemo,aer,S22,F2,,,
p459_l05_o09,12r,p̃ceps,impello ,S22,F2,,,
p459_l06_o02,12r,p̃cipito,÷ p̃cipitium patens,S54,F3,,,
p459_l07_o07,12r,aestuo,ebullio ł tardeo,S22,F3,,,
p459_l07_o10,12r,fluctuo,titubo,S22,F2,,,
p459_l08_o01,12r,tumultus,quasi timor multꝰ,S54,F3,,,
p459_l08_o02,12r,tumultuo,c̃tendo,S22,F2,,,
p459_l08_o05,12r,gelo,constringo,S22,F2,,,
p459_l08_o10,12r,rabies,insa(nia),S22,F2,,,
p459_l09_o03,12r,macies,tenuitas corporis,S23,F3,,,
p459_l13_o05,12r,nutus,potestas,S22,F2,,,
p459_l13_o03,12r,nisus,conamen,S22,F2,,,
p459_l19_o04,12v,principium,cognoscat᷑,S611,F2,,,
p459_l19_o09,12v,scriba,doctor ñ officiale,S23,F3,,,
p459_l22_o10,12v,cedes,hec,S313,F2,,,
p459_l23_o04,12v,lues,hec,S313,F2,,,
p459_l23_o08,12v,strues,hec,S313,F2,,,
p459_l24_o05,12v,parcus,abstinens,S22,F2,,,
p459_l25_o02,12v,pando,aperio manifesto,S22,F2,,,
p459_l25_o04,12v,pandus,manifestus,S22,F2,,,
p459_l25_o08,12v,ludo,dis,S611,F2,,,
p459_l26_o03,12v,uiuo,uiuis,S611,F2,,,
p459_l28_o05,12v,t̃minatia ,finienciar[++++],S22,F2,,,
p459_l31_o07,12v,formido,timor,S22,F2,,,
p459_l34_o09,12v,respondent,resonant,S22,F2,,,
p459_l35_o10,12v,tulisse,facta eẽ,S22,F2,,,
p459_l35_o06,13r,Nam, ÷ certe,S22,F2,,,
p460_l06_o09,13r,maxime,puls quam,S22,F2,,,
p460_l07_o01,13r,indesinenter,indistant̃,S22,F2,,,
p460_l14_o09,13r,superuacuo,exsuperfluo,S22,F2,,,
p460_l18_o06,13r,diuersas,ĩ̃ uarias,S22,F2,,,
p460_l20_o02,13v,eodem,modo,S22,F2,,,
p460_l27_o03,13v,congruae,commode,S22,F2,,,
p461_l01_o04,14r,manceps,manu capiens,S54,F3,,,
p461_l05_o10,14r,inesco,cibũ tribuo,S23,F3,,,
p461_l10_o02,14r,radio,luceo splendeo,S22,F2,,,
p461_l10_o04,14r,humo,sepelio/cooperio,S22,F3,,,
p461_l11_o04,14r,cacumino,exacuo,S22,F2,,,
p461_l13_o05,14r,rumen ,sũma pras gule,S23,F3,,,
p461_l17_o01,14r,scortũ,meretrix,S22,F2,,,
p461_l17_o02,14r,scortor,mechor,S22,F2,,,
p461_l17_o06,14r,ingurgito,in mergo,S22,F3,,,
p461_l18_o06,14r,ingurgitasses,p̃cipitasses,S22,F2,,,
p461_l19_o07,14r,procrastino,ꝓduco in cras,S54,F4,,,
p461_l20_o02,14r,conperendino,ꝑmaneο ł tardo.,S22,F3,,,
p461_l23_o03,14v,fore,esse,S22,F2,,,
p462_l06_o01,14v,incrementa,aumenta,S22,F2,,,
p462_l06_o07,14v,uello,rũpo,S22,F2,,,
p462_l07_o05,14v,nutrico,alo,S22,F2,,,
p462_l08_o06,15r,frondico,frondes auello,S23,F3,,,
f15r_l01_o02,15r,debilis,infirmus,S22,F2,,,
p462_l08_o07,15r,debilico,infirmo,S22,F2,,,
f15r_l02_o01,15r,periculũ,discrimen,S22,F2,,,
f15r_l03_o02,15r,gratus,acceptus,S22,F2,,,
p462_l09_o04,15r,gratulor,gaudeo,S22,F2,,,
p462_l10_o03-04,15r,opẽ tuli,adiuuaui,S22,F2,,,
p462_l10_o05,15r,opitulor,auxilior,S22,F2,,,
p462_l10_o06,15r,presto,accõmodo,S22,F2,,,
p462_l10_o07,15r,prestolor,expecto,S22,F2,,,
f15r_l06_o03,15r,p̃eo,antecedo,S22,F2,,,
f15r_l06_o04,15r,p̃ito,antecello,S22,F2,,,
p462_l11_o09,15r,litigo,contendo,S22,F2,,,
p462_l13_o03,15r,quia,qđ,S22,F2,,,
p462_l15_o09,15r,penetro,funditꝰ intro,S22,F2,,,
p462_l16_o01,15r,temere,p̃sũtiose,S22,F2,,,
p462_l16_o02,15r,temero,contẽno,S22,F2,,,
p462_l17_o03,15r,diutius,longius,S22,F2,,,
p462_l22_o01,15r,recolligere,codunare,S22,F2,,,
p462_l26_o01,15v,canus,caniger,S22,F2,,,
p462_l26_o03,15v,caneo,senesco,S22,F2,,,
p462_l26_o04,15v,calles,semita,S22,F2,,,
p462_l26_o06,15v,calleo,astute ago,S23,F3,,,
p462_l26_o07,15v,flos ,polleo,S22,F2,,,
p462_l27_o01,15v,frons ,cresco,S22,F2,,,
p462_l27_o04,15v,census,uectigal,S22,F2,,,
p462_l28_o06,15v,imbuo,instruo doceo,S22,F3,,,
p462_l28_o07,15v,acuo,acumino,S22,F2,,,
p462_l28_o08,15v,induo,tibi,S41,F2,,,
p462_l28_o09,15v,arguo,increpo,S22,F2,,,
p462_l28_o10,15v,luo,penas soluo,S23,F3,,,
p462_l32_o08,15v,lues,,,,,,
p462_l29_o03,15v,suo,ips̃ ꝗđ ẽ c̃suo,S22,F4,,,
p462_l29_o04,15v,fatuo,euanesco disipio,S22,F2,,,
p462_l29_o11,15v,fluctuo,titubo,S22,F2,,,
p462_l32_o04,15v,tribus,dr̃ a distributione,S54,F4,,,
p462_l32_o10,15v,strues,congeries lignorũ,S23,F3,,,
p462_l33_o04,15v,tribuo,impertior ł diuido ⁊  dispono ,S22,F2,,,
p462_l33_o05,15v,metuo,timeo,S22,F2,,,
p463_l08_o06,16r,bulla,,,,bulla dr̃ q: sit a uento/ł ornam̃tũ cingulorum,S23,F4
p463_l08_o07,16r,ebuilio,ferueo,S22,F2,,,
p463_l08_o09,16r,punio,ulciscor,S22,F2,,,
p463_l09_o04,16r,superbio,extollo,S22,F2,,,
p463_l09_o08,16r,largior,tribuo,S22,F2,,,
p463_l10_o02,16r,murio,muros edifico,S54,F3,,,
p463_l10_o04,16r,munio,muro circũdo,S22,F3,,,
p463_l11_o03,16r,seuus,aceruus,S22,F2,,,
p463_l11_o04,16r,seuio,furio,S22,F2,,,
p463_l13_o08,16r,inretior,inlaqeor in rete,S54,F4,,,
p463_l14_o01,16r,inpedio,noceo,S22,F2,,,
p463_l15_o03,16r,insignis,nobilis,S22,F2,,,
p463_l15_o04,16r,insignio,decoro orno,S22,F3,,,
p463_l17_o01,16r,gestus,actꝰ ł motus,S22,F3,,,
p463_l17_o02,16r,gestio,adꝗro exulto,S22,F3,,,
p463_l25_o02,16v,meta,limes,S22,F2,,,
p463_l25_o03,16v,metor,t̃mino finio,S22,F2,,,
p463_l25_o09,16v,metior,mensuro,S22,F2,,,
p463_l27_o10,16v,insanio,furio ł infirmo,S22,F3,,,
p463_l28_o10,16v,apto,adiungo,S22,F2,,,
p463_l29_o10,16v,ineptio,desipio,S22,F2,,,
p463_l34_o01,16v,fatia,enci,S611,F2,,,
p464_l13_o09,17r,eger,infirmus,S22,F2,,,
p464_l16_o02,17r,egreo,insanio,S22,F2,,,
p464_l18_o01,17r,modis,formis,S22,F2,,,
p464_l20_o02,17r,duro,durũ fatio,S54,F3,,,
p464_l20_o05,17r,dureo,absolutũ,S22,F2,,,
p464_l20_o10,17r,denso,opaco,S22,F2,,,
p464_l28_o01,17r,tueor,p cogo,S22,F2,,,
p465_l25_o11,18r,polliceor,ꝓmitto,S22,F2,,,
p465_l26_o11,18r,uereor,timeor,S22,F2,,,
p465_l26_o12,18r,fateor,loquor,S22,F2,,,
p465_l28_o01,18r,coguntur,compelluntur,S22,F2,,,
p465_l28_o07,18r,amitior,tego,S22,F2,,,
p465_l28_o09,18r,ordior,incoo,S22,F2,,,
p466_l05_o04,18v,uador,error,S22,F2,,,
p466_l05_o06,18v,suffragor,auxilior,S22,F2,,,
p466_l06_o03,18v,rimor,ꝑscrutor,S22,F2,,,
p466_l06_o08,18v,miror,stupeo,S22,F2,,,
p466_l08_o03,18v,labor,cador,S22,F2,,,
p466_l08_o01,18v,nitor,conor / {prop?certor},S22,F3,,,
p466_l14_o09,18v,sequor,exsequor,S22,F2,,,
p466_l21_o09,19r,paciscor,pactũ facio,S22,F2,,,
p466_l22_o02,19r,adipiscor,inueniscor,S22,F2,,,
p467_l20_o03,19v,titubo,uacillo,S22,F2,,,
p467_l20_o05,20r,cubo,ĩrequiesco,S22,F2,,,
p468_l15_o10,20v,neco,interficio,S22,F2,,,
p468_l32_o04,20v,dico,dono,S22,F2,,,
p469_l27_o07,21r,Vfens,nom̃ ꝓpͥũ,S553,F3,,,
p470_l09_o07,21v,glisco,cresco,S22,F2,,,
p470_l11_o06,21v,pasco,nutrio,S22,F2,,,
p470_l23_o05,22r,bacchor ,furo ł insanior,S22,F3,,,
p470_l33_o02,22r,nasciscor,inuenio,S22,F2,,,
p471_l03_o08,22r,foedus,turpis,S22,F2,,,
p471_l06_o02,22r,depido,la,S611,F1,,,
p471_l16_o04,22r,ledo,a,S611,F1,,,
p471_l16_o07,22r,conposita,s̃,S611,F1,,,
p471_l26_o01,22v,trudo,impello ,S22,F2,,,
p472_l08_o02,22v,obtcant,runc,S611,F1,,,
p476_l07_o09,25r,pango,,,,ille poematu pconpanpango oratius epistularum libro .i.concardus me fectc.,S72,F4
p476_l12_o04,25r,purgo,a purg̃,S611,F3,,,
